Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Bahrainy S.H., Aghakarimi A.","6506239987;57193279714;","Formulation of design criteria based on recognition and comparison of user patterns of behavior, emphasizing on the role of climate in urban public spaces, case studies: Shahr-E-Kord and Bushehr",2016,"Journal of Environmental Studies","42","1",,"28","30",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012249735&partnerID=40&md5=12a4a2c5904ffab431849c79dfa9e03d","Introduction: Climate has always been one the main factors of designing urban spaces in Iran since past centuries. By analyzing urban spaces it can be concluded that different cities have different urban spaces due to climate differences. One of the main reasons of the differences in the type and orientation of urban spaces is the climate as one of the key factors in designing these areas. Regarding climate in designing is equivalent to involving the users of the space, basically because climate adjustments can encourage more people to use the designed spaces. Hence, it can be said that climatic spaces are humanistic spaces as well. Therefore, climate directly influence culture and plays a decisive role both in the body and behavior of the users. Thus, it could have a very effective role in how people use or how they behave in designed spaces. Materials and methods: A mix of several methods has been used for more compatibility with research purposes. This used library documents and has a comparative-analytical method. The basic data and the research background information have been gathered through documentative method and from library resources. For the fieldwork, the descriptive method (describing the phenomenon) has been used. Then, people patterns of behaviors were studied by an interpretative-qualitative method in each climate to analyze and infer the discussions in order. And at last, a comparative method has been used to analyze the results in order to set out urban design criteria. In this comparative method, it was tried to compare people patterns of behavior in two cold-mountainous, and hot and humid climates, and to analyze its results to elicit criteria for urban space design considering the effects of climate on the user behaviors. In this research, the people behaviors were studied, analyzed and compared in two different seasons of the year (the hottest and the coldest seasons) by the use of serial photography. Thus, people different patterns of behaviors in different climates and the ways they use the spaces were investigated, by the observation a set of design criteria could be developed to be applied in the design/redesign of urban spaces to improve their qualities. (Figure Presented) The theory In general, people uses of urban spaces may have two stages: 1. Presence in urban space. 2. Tendency to continue to stay in the urban space. There are two kinds of qualities in urban environment. First, the qualities which are the main requirements of people presence in public spaces, i.e. primary qualities. Second, the qualities encouraging people to stay in the space for a longer time. Meanwhile, there are some qualities like climatic comfort which play effective role in both primary and secondary qualities. This very important factor is in full adaptation with human physical characteristics and is the main requirement of people presence in the space. It also plays an undeniable role in the way people use the space and behave there. Climatic comfort can increase the number of opportunities to use the space. If the space is designed with consideration of all aspects, including the user behaviors, it can be used by all people in various periods of time during the day, and in different seasons. Results and discussion: Design guidelines in hot and humid climate are formulated. They emphasize on the role of climate to determine people patterns of behavior. Here, regarding the achievements of local observations and the recognition, the design criteria are proposed at two different scales, the city scale and the site scale. A) The city scale: Location of the space in the shade: This is the most important factor affecting the use of space in hot and humid climates. If the open space includes shaded parts, people preference to stay there will increase. Therefore, location in the shade can be considered as an important requirement for people use of space in this climate. Other factor is natural ventilation and the space orientation parallel to the wind flows: This is the second factor affecting the use of public spaces in hot and humid climate. Natural ventilation of open spaces happens by the airflows coming from the sea. It helps the locals reduce the high unpleasant humidity in this climate, so it encourages passersby to stop and stay in the space. B) The site scale: • To avoid designing vast urban open spaces in hot and humid climate. • Making orientation of the open spaces toward the sea to moderate the hot weather and reduce the humidity by the sea airflows. Local observations also verify that successful spaces in this climate have perpendicular orientation to the sea to benefit from its cool airflows for natural ventilation. Formulating design guidelines in cold and mountainous climate emphasizes the role of climate to determine people pattern of behavior: Local observations in Shahr-E-Kord show that the two fallowing factors have determined the role of people use of space in cold and mountainous climate. 1-Maximizing the direct sunshine: It is a positive point for the open spaces in the cold winter weather of mountainous climate, because it helps the space to be more welcoming and favorable for people. 2-Not to be windward: This factor also has direct effect on how people attend and behave in the space. The researcher's observations and notes in cold and mountainous climate show that the spaces which are exposed to direct wind flows are not favorable for people. A) The city scale: • For designing open spaces and its proposed land uses, it is better to locate attractive uses at the southern and east-southern side of the space, because it helps to provide favorable sunlight for the space during cold winter days and facilitates the use of space for people. • In the cold and mountainous climate, it is better to design urban spaces in form of small squares because it reduces the entrance of wind flows and provides people with climatic comfort. It must be mentioned that vast squares in this climate can benefit from the increased direct sunlight and heat. But the effect of the increased airflows in these spaces is highly unfavorable and disturbs the climatic comfort. Thus, they are not recommended. B) The site scale: • It is better to design crowded spaces as semi-open spaces, because enclosed and covered spaces are more favorable in all seasons for their shelters from the sun, wind, rain and snow. • In cold climates, it is important to use types of plants which prevent spaces from undesired wind, while not casting shades during cold seasons, since trees can provide favorable shades for summer time. Conclusion: The results and findings of this research are presented in a set of operational and applicable recommendations, some of which might seem unimportant. But they are undeniably essential. Simple solutions for ordinary problems of existing urban spaces can lead to significant improvements in the space vitality and people social life. William White expresses the extract of his long term studies in one sentence: ""people seat where the seating exists."" This sentence might seem clear and typical, but it is very important and can notably change the life of a city. Thus, the simplicity of changes does not mean that they are inconsiderable. It might be possible to change the destination of a space simply by adding shelters and awnings or providing sunny spaces in cold and mountainous climates and shaded spaces in hot and humid ones.","Behavior patterns; Bushehr; Climate; Climatic comfort; Shahr-E-Kord",Article,"Final","",Scopus,2-s2.0-85012249735
"Stevenson D.","11839834600;","Preface to Part 1",2016,"The Ashgate Research Companion to Planning and Culture",,,,"21","22",,,"10.4324/9781315613390-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087699058&doi=10.4324%2f9781315613390-8&partnerID=40&md5=fc9f43ad5b0e470d816ec99eef6e27a5","The chapters that comprise this Part of the book present penetrating insights into the global contexts within which city building and urban planning occur. Cities, their cultures, planning practices and economies increasingly are enmeshed in an array of global processes that include transnational flows and multifaceted circuits of capital, people, ideas and services. With increased globalization has come a fascination not only with its contours and contradictions, but also with the situation of different cities within and outside influential networks. It was in this context, for instance, that the notions of the ‘global’ and ‘world’ city gained currency. Globalization and associated categorizations of cities are founded on the existence of a core and a marginalized periphery with cities increasingly being defined in terms of their locations vis-à-vis the global. A consequence of the fixation on global networks, status, contexts and processes is countervailing interest in the ‘other’ of the global – the local. And so it is with the chapters here, each of which in some way seeks to understand local conditions and processes not only in the context of, but frequently in opposition to, the global. © 2013 Greg Young and Deborah Stevenson. All rights reserved.",,Editorial,"Final","",Scopus,2-s2.0-85087699058
"Stevenson D.","11839834600;","Preface to Part 5",2016,"The Ashgate Research Companion to Planning and Culture",,,,"293","294",,,"10.4324/9781315613390-32","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087678467&doi=10.4324%2f9781315613390-32&partnerID=40&md5=52fb5c6a7fbf78ee0efce1712d20ae8a","The chapters in this Part of the book are concerned what are amongst the most critical challenges facing contemporary cities and urban planning – how to support, understand and manage the cultural practices of urban populations. At stake is the creation of environments where different social groups can live, work, mingle, and express their cultures and values. Also important is the equitable distribution of urban resources. When contemplating such issues, attention frequently turns to public space because this is where the texture, complexity and diversity of urban life is most readily revealed. And so it is with the chapters here, which in differing ways acknowledge that the quality, use and presence of urban public space are central to the way in which people experience and relate to the city as resident or visitor, and whether encountering it in the context of work, education or leisure (to name but three). Public space is also linked to the development and maintenance of civic culture. Parks, footpaths, beaches, the verges of rivers and waterways are all important in this respect, as are roads and thoroughfares – the sites of intersection, movement and transportation. © 2013 Greg Young and Deborah Stevenson. All rights reserved.",,Editorial,"Final","",Scopus,2-s2.0-85087678467
"Evans G.","7403735135;","Cultural planning and sustainable development",2016,"The Ashgate Research Companion to Planning and Culture",,,,"223","238",,,"10.4324/9781315613390-27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85087675695&doi=10.4324%2f9781315613390-27&partnerID=40&md5=b5b8a6dd0342fa195dda91324092a279","A decade or more has elapsed since the notion of cultural planning was distinguished from the more functional planning for arts and culture within amenity, heritage, land use and economic resource planning systems. The ‘cultural turn’ in town and spatial planning which emerged from the 1970s and 1980s has taken longer to establish itself than say in geography (Barnes 2001, Crang 1997), political economy (Soja 1999) and sociology (Chaney 1994). Planning as a hybrid practice has adopted culture - at least partially - to better inform more sustainable approaches to scarce land use and amenity needs and to respond to diversity and planning cultures. On the other hand it has also rediscovered culture in order to address aspirations and visions of city planning itself as a ‘work of art’ (Boyer 1988, Munro 1967, Talen and Ellis 2004). Different approaches and rationales for cultural planning have therefore emerged, rather than a single grand theory or conceptual model (see also Bianchini, Chapter 22, this volume). This is in part due to the epistemological and definitional differences evident in these approaches towards ‘culture’ and ‘planning’ and their combination, and in part to cultural politics that views the very idea of planning for culture as inherently instrumental in maintaining cultural and growth hegemonies - both market and state-led. Kunzmann’s aspiration (above) towards creativity in planning also conflates the practice of town planners withcomplex notions of city culture, environment and identity. The notion of the creative city has also extended the cultural planning sphere to the creative industries (‘economy’) and issues of place-making, design quality and sustainability. Place-making - like New Urbanism (CEU 2004) - whilst usefully focusing on the street, urban design, mixed-use, local accessibility, ‘sense of place’ and so on, can also be seen as a rejection or failure of planning in terms of the wider scale and the whole, distributed population (Evans 2010). Everywhere is a ‘place’, not just the valorized spaces which tend to feature in place-making agendas and guidance (APA 2011, Markusen and Gadwa 2010), and which are preoccupied with town centres and regeneration sites (physical, economy) at the expense of the everyday, residential areas and cultural activity (people). © 2013 Greg Young and Deborah Stevenson. All rights reserved.",,Book Chapter,"Final","",Scopus,2-s2.0-85087675695
"Sen A., Johung J.","56353563100;53563719600;","Introduction landscapes of mobility: Culture, politics, and placemaking",2016,"Landscapes of Mobility: Culture, Politics, and Placemaking",,,,"1","17",,,"10.4324/9781315591421-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086531369&doi=10.4324%2f9781315591421-5&partnerID=40&md5=15cb2b147be6e467b5027c2d6287cb32","Urban planner James Rojas' 'hands-on' planning initiatives demonstrate the power of mobility. He uses transportable models and moving workshops as a way to involve citizens in the urban planning process. He takes a medley of recycled materials of vibrant colors and varied shapes, textures, and sizes to urban neighborhoods, street corners and public locations. By setting up these interactive models in publicly accessible locations, he encourages curious participants to use their hands and minds to experiment and create models of their ideal city, street, public space, or building. These mobile and on site events take the planning process directly to the people. By giving them the opportunity to have a 'hands-on' experience in envisioning their city, workshops help participants feel more connected to the urban landscape that surrounds them. These experiences set the groundwork for them to get involved in urban planning, and can help provide policy makers, urban planners, and architects with tools for information gathering. © Arijit Sen and Jennifer Johung 2013. All rights reserved.",,Editorial,"Final","",Scopus,2-s2.0-85086531369
"Langegger S.","55835088500;","Rights to public space: Law, culture, and gentrification in the American west",2016,"Rights to Public Space: Law, Culture, and Gentrification in the American West",,,,"1","210",,,"10.1007/978-3-319-41177-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028838331&doi=10.1007%2f978-3-319-41177-4&partnerID=40&md5=dd64717a69d6ecdb224b892613ed84e0","This book examines the roles that public space plays in gentrification. Considering both cultural norms of public behavior and the municipal regulation of behavior in public, it shows how commonplace acts in everyday public spaces like sidewalks, streets, and parks work to establish neighborhood legitimacy for newcomers while delegitimizing once authentic public practices of long-timers. With evidence drawn from the formerly Latino neighborhood of Highland in Denver, Colorado, this ethnographic study demonstrates how the regulation of public space plays a pivotal role in neighborhood change. First, there is often a profound disharmony between how people from different cultural complexes interpret and sanction behavior in everyday public spaces. Second, because regulations, codes, urban design, and enforcement protocols are deliberately changed, commonplace activities longtime neighborhood residents feel they have a right to do along sidewalks and streets and within their neighborhood parks sometimes unexpectedly misalign with what is actually possible or legal to do in these publicly accessible spaces. © The Editor(s) (if applicable) and The Author(s) 2017.","Gentrification; Governance; Neighborhood change; Public space; Urban planning; Urban sociology; Urban studies; US west",Book,"Final","",Scopus,2-s2.0-85028838331
"Vazquez L.","57192030921;","Creative placemaking",2016,"Planning Advisory Service Memo","2016","NOV-DEC",,"1","11",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997712086&partnerID=40&md5=72f6c33229e6f6dc9081a929f080c253","Creative placemaking is a new way of engaging creative people and activities to address social and economic issues in communities. Together, creative placemaking's livability and economic development outcomes have the potential to radically change the future of American towns and cities. Instead of a single arts center or a cluster of large arts and cultural institutions, contemporary creative placemaking envisions a more decentralized portfolio of spaces acting as creative crucibles.",,Article,"Final","",Scopus,2-s2.0-84997712086
"Kandemir O.","57192116375;","Effects of Contemporary Information Technologies on Culture and Architectural Space",2016,"Procedia Engineering","161",,,"1458","1461",,,"10.1016/j.proeng.2016.08.610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997693894&doi=10.1016%2fj.proeng.2016.08.610&partnerID=40&md5=05d41e353217f2499234f163f7cc2202","Changes are inherent and inevitable in any living culture. We live in a fluid, changing world with increasingly blurred boundaries between local and global practices. Due to rapidly escalating technological developments in social interaction technology and digital communication, social contacts between people has changed. These technological developments have changed our habits and gradually our culture. The requirements and needs of the society are evolving and this can be seen on different scales. This new level of connectivity brings important concerns regarding privacy, protection and control. Like in our daily life and through living conditions etc. This in turn results in changes to spatial planning and architecture. Technological advances and cultural changes have increasingly demanded the new definition of space. Today architectural space becomes ""the space of all dimensions"". This paper aims to investigate this evolution of space on different scales and means that caused by contemporary information technology through cultural and environmental aspects. The implementations of information technology on relations and different scales of interaction based on space will be discussed, and then the change and evolution of architectural concepts on will be addressed. © 2016 The Authors.","architecture; culture; information technology; space",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-84997693894
"Müştak S., Erdoǧan N.","57192119399;16066642900;","Evolution of Modern Housing in Turkey since Early Republican Period as Part of Socio-Cultural Relation: Case of Izmit",2016,"Procedia Engineering","161",,,"1316","1321",,,"10.1016/j.proeng.2016.08.595","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997666993&doi=10.1016%2fj.proeng.2016.08.595&partnerID=40&md5=86f9a2a72b0cacd637d8a15ef298dbc0","Culture being one of the basic subjects of social and cultural anthropology has been a concept used to search and understand the society and their lives by philosophers, anthropologists, ethnologists and people from many other disciplines. Culture defined as everything created by humankind in contrast to the things created by nature according to Marx, can be defined with a more common expression as a whole that includes knowledge, faith, art, morals, law, tradition and other capability and habits acquired by human as a member of the society. The houses, have showed some varieties with the cultural effects changed throughout time and have complied with the current relations system of the society. Anatolia has hosted many different civilizations down the ages and has been a rich geography where cultures have been synthesized by being under the effect of different cultures. However, people and their needs changed through time have caused houses to differentiate in spatial order, form and usage. Life styles and needs changed through time have caused traditional house types to give space to modern culture and modern houses suitable to lives. Modern house types applied with the new technology and new spatial fiction have reached the present day by evolving while they comply with the life in 20th and 21st cc. Within the scope of the study, house improvement process of Kocaeli province in the west part of Anatolia from the early republican period to today, will be evaluated in the context of socio-cultural relation. © 2016 The Authors.","culture-space relation; housing evolution; life spaces; modern housing",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-84997666993
"Rǎzvan D.D., Andreescu I., Paşcu G.","57192118663;37028182800;56205829400;","Industry and Community in Anina",2016,"Procedia Engineering","161",,,"1977","1981",,,"10.1016/j.proeng.2016.08.789","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84997611022&doi=10.1016%2fj.proeng.2016.08.789&partnerID=40&md5=d13a26c253df4e065e8937fffa5d5dbc","After the industrial ""Big-Bang"", we can see only the devastating effects of a postindustrial ""Big-Crunch"". The problems of the post-industrial cities are (with some differences like the geographical region, local culture, and the typology of the industry), universal and fundamental. We shall try to analyze what were the variable and invariable factors in the industrial society and how did the dual industry-community system worked, taking the mining city of Anina, from Romania as a case study. The more complex a system is, the more vulnerable it gets. Anina formed as a result of man's desire to effectively exploit nature. Extraction of the precious coal from underground created in successive stages certain needs and also imposed a model for generating the mono-industrial city. The locations of the mineral deposits, the regional infrastructure and the topography of the terrain were the physical invariants which all future urban developments were based on. However, the development of technology, the needs of the global market, the available workforce and the new syndicates were strong influences in the way mining assemblies were built. Industry represented the generative force of the city, and was also the skeleton on which the community was founded on. People represented the living component of the mineral universe of what later became a city of continuous technological evolution. Anina, a small city at the middle of the 19th century (about 2 000 inhabitants) was under the effects of a demographical explosion over a few decades. After people found out about the valuable coal deposits, they started coming to the city. By 1912 there were 15000 inhabitants. Such a big surplus of people gave birth to the worker's colonies. They represented an adequate model for managing the complex problems that appeared as a result of the constant demographical increase. What are the characteristics of the building assemblies, the advantages and disadvantages that came with them, how did they adapt to the evolving community and what were the effects on the long term in Anina are just a few of the questions raised in this study.","Anina; community; industrial landscape; post-industrial age",Conference Paper,"Final","All Open Access, Gold",Scopus,2-s2.0-84997611022
"Sivertsen A.K., Berg A.","57192061740;55165098800;","Designing for small bathrooms",2016,"Proceedings of the 18th International Conference on Engineering and Product Design Education: Design Education: Collaboration and Cross-Disciplinarity, E and PDE 2016",,,,"21","26",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996522038&partnerID=40&md5=191a0c9cb2920e2eca22e4604dd792fe","This paper will focus on how to design a series of bathroom products that work well for small bathrooms using the principles of universal design. In home culture research, Quitzau and Røpke has studied bathroom transformation from hygiene to well-being. Bathrooms are one of the rooms in apartments that do not have good solutions for small spaces. This is unfortunate since it is the bathroom that has the least amount of space in urban apartments. This leads many people to have too little bathroom space due to furniture, toilets, showers, etc. In today's society, the bathroom is no longer just a purpose room. It is used for relaxation and wellness. This has led to a trend where large furniture, such as freestanding bathtubs, dominate today's market. This in turn allows the few solutions that exist for small bathrooms to remain poorly conceived. The research question was therefore how to create solutions for small bathrooms to get the same sense of well-being as in larger bathrooms through universal design principals. The principles of universal design, observations and in-depth interviews were used in the study. This study can help to create a greater understanding of how to design small bathrooms. It will be relevant in a cross disciplinary field, including for professionals in plumbing, product design and technical solutions. This will also increase the well-being of users of the bathroom.","Bathroom design; Interview; Observation; Urban design",Conference Paper,"Final","",Scopus,2-s2.0-84996522038
"Sołtysik M.","57191899128;","Continuity by change - 3 ways of conversion in modern architecture. The case of Gdynia",2016,"Proceedings of the 14th International Docomomo Conference - Adaptive Reuse: The Modern Movement Towards the Future",,,,"957","962",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994553128&partnerID=40&md5=3d3311bf79d5a72abff77bda6cc1d55b","Continuity is today seen as one of the important values of architecture and urban planning. Keeping and preserving the legacy of the past is a strong tendency today and it includes also the legacy of Modernism. Yet, as time goes on, changes appear inevitable. The case is, how to make them a good continuation in terms of architecture and culture. Conversion in the heritage of Modern Movement often concerns both the structure of the buildings and their function. It mainly focuses on extension, renovation or rebuilding the old structure. Those actions usually achieve their functional and economic goals, but the architectural results are often more debatable. The article presents three examples of ""continuity by change"" in modern architecture of Gdynia: the extension of the City Market Halls carried out in the 1991; the renovation of the Marine Station conducted in 2013-14; and the partial demolition and rebuilding of the Oil Plant executed in 2011-2014. All those buildings are valuable examples of Modern Movement heritage, and two are listed. During the conversion they changed both, their function and architectural form, but the visual effects in every case differed from good to not satisfactory. That was because the final results of such actions depended not only on the talent and knowledge of the architect, but also on the level of sensitivity and collaboration between the other 4 actors which took part in those changes: the owners; the local authorities; the conservationists; and the local society. In conclusion, ""continuity by change"" in Modern Movement heritage may give a wonderful opportunity for architecture and for cultural heritage. However, it demands much effort from all people in charge, including the developer and the local society. Yet, it is the only proper way to avoid the still frequent fate of many valuable buildings of modern legacy-negligence and disruption. © Pola Virgioli, 2016.",,Conference Paper,"Final","",Scopus,2-s2.0-84994553128
"Gooptu N.","21733561500;","Divided we stand: The Indian city afer economic liberalisation",2015,"Routledge Handbook of Contemporary India",,,,"216","231",,,"10.4324/9781315682570-18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107105964&doi=10.4324%2f9781315682570-18&partnerID=40&md5=1724d958093517e077f128952ed096cc","In the wake of economic liberalisation in the early 1990s, the Indian city has displaced the village in public imagination as the quintessence of India as rising, modern global power. The nature and rate of urbanisation and urban growth have elicited multiple interpretations, notwithstanding an emerging consensus about the importance of the city in India’s future. With cities, especially larger ones, being seen to propel economic growth in post-liberalisation India, they have come to be the focus of extensive, and arguably unprecedented, development policies. If urban development policies have seen a sea of change in post-liberalisation period, these have been matched with the introduction of new forms of urban governance. Indian cities are often represented as a melting pot of people, spaces and cultures. Cities, as configured by institutions, practices and ideas of governance, relating to both private and state actors, remain exclusionary spaces from the perspective of the poor, despite the upsurge of ‘inclusion’ as a stated public commitment. © 2016, 2018 selection and editorial matter, Knut A. Jacobsen.",,Book Chapter,"Final","",Scopus,2-s2.0-85107105964
"Emran A.Z., Shamsi F.P., Mangeli M.","57208113632;57208112604;55347576300;","Architecture and urban planning in “Magamat-I-Hamidi” (sixth century Lunar calendar)",2015,"Advances in Environmental Biology","9","5",,"182","185",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063855923&partnerID=40&md5=de14b73e89a99b104a95fc3a7d627e73","Magamat-I-Hamidi, the book of the judge Hamid al-din Balkhi, is one of the great literary works that is writed to delight Persian community, as the Author approved in the introduction. Since using the community material and spiritual culture is one of required tools to achieve this goal, so this book is also rich in tradition, architecture and urban planning, and reflects the true face of the culture in author’s time period and the culture of upper strata of the society and the specific customs of other nations. The art of Architecture is one of the most conspicuous emanations of people culture during every period of history, indicates human life environment and also consistently and irrefrangiblely linked with society culture and behavioral patterns. This is the reason to why the architectural style of any period of time is a reflection of the culture and the art of that time. This paper attempts to survey all appearances and emanations of popular culture in the field of architecture and urban planning in this literary work. © 2015 AENSI Publisher All rights reserved.","Architecture; Magamat-I-Hamidi; Urban planning",Article,"Final","",Scopus,2-s2.0-85063855923
"Emrān Ā.Z., Qāsimzādih S.A., Shamsī F.P.","57208113632;57208111427;57208112604;","Housing, architecture and urban planning ""Aufi's Jawāmi ul-Hikāyāt wa Lawāmi' ul-Riwāyāt"" (6 th -7 th centuries AH)",2015,"Advances in Environmental Biology","9","5",,"175","181",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063839339&partnerID=40&md5=4e98a6ac5b3d99ef08a9c65994a0ec6a","Sadiduddin Aufi is one of the scientists of the late sixth and early seventh century AH whose most important work is Jawāmi ul-Hikāyāt. This book is his most important work and the most important book written in Persian which consists of historical and literary benefits that cannot be found elsewhere. In this book, all issues related to the history of civilization, literature, ethics, and sciences of Islamic world have been discussed through 2113 anecdotes. The art of architecture is the clearest manifestations of the culture of the people in Aufi's Jawāmi ul-Hikāyāt. Reviewing architectural works of Jawāmi ul-Hikāyāt, it could be feasible to find out the direct and profound relationship between the ideology and attitude of the people to the existence in the 6 th and 7 th eras, his beliefs, generally what is called culture and whatever is exposed as the architectural work. In this sense human's attitude and interpretation of the existence has influenced in shaping the architecture. Exploring the historical and literary books gives us some information on architecture, housing, and urban planning. One of these literary works is Jawāmi ul-Hikāyāt wa Lawāmi' ul-Riwāyāt of Muḥammad Aufi which is a rich and valuable treasure trove of the history and civilization and culture of Iranian nation by which the current generation will be acquainted with the kind of life and experiences of the past and can link the past to the new era. In this paper it has been tried to provide a clearer image by checking the architecture and urban planning of Aufi's age. © 2015 AENSI Publisher All rights reserved.","Architecture and urban planning; Aufi; Cultural conditions; Economic circumstances; Jawāmi ul-Hikāyāt",Article,"Final","",Scopus,2-s2.0-85063839339
"Zhou M.","57008387200;","Research on historical district soundscape and city design",2015,"22nd International Congress on Sound and Vibration, ICSV 2015",,,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84971207134&partnerID=40&md5=33afad53a0388c707eace74c059de592","This paper studies the soundscape and the surrounding environmental characteristics in a large urban historic district of Guangzhou - ""Xiguan Area"", explores people's perception on the soundmarks in this region and estimate the surrounding environment through methods of soundwalk and on-site interview. The study results show that: the local language and drama - Cantonese and Cantonese song are the most important soundmarks in this region; the sound of chess entertainment inside the small streets, as well as the sound of production at workshops truly reflect the urban cultural ecology and people's lifestyle in cities; the sound of business activities in multiple locations and different periods reflect the localization to this region in city planning. According to the characteristics of sound and environment, this paper proposes an urban design strategy by combing the soudnscape element historic district characteristics and connotation of historic culture life.",,Conference Paper,"Final","",Scopus,2-s2.0-84971207134
