ArticleCluster,Article_num,ArticleCluster_Score,KeywordCluster,score,num_keywords,Keywords,NumDocs,DocIds
24,12,0.6515042403,2,0.8649398833,26,"['agents model', 'Artificial Intelligence technique', 'big data', 'brain', 'complex and intricate ANN model', 'complexity theory', 'computer simulation', 'convolutional neural network', 'domain ontology', 'dynamic phenomenon and quality defect', 'enterprise agent intelligence design', 'genetic algorithm approach', 'Information Extraction tool', 'interactive machine learning', 'machine learning', 'machine learning competition', 'machine learning hyperparameter', 'mathematical and neural network model', 'multidimensional interactivity', 'natural language', 'query engine', 'real time prediction', 'smart human food interaction', 'statistical contourlet coefficient', 'supervised learning method', 'word embedding']",11,"[18, 85, 203, 242, 360, 419, 457, 465, 540, 556, 586]"
24,12,0.6515042403,3,-0.26669168060000004,12,"['adaptive plan', 'big data processing', 'CoMModO complex material modeling operation', 'complex simulation', 'local height data', 'open government data', 'Research data', 'smart city', 'smart city initiative', 'Smart data', 'social medium user', 'solar performance']",8,"[18, 85, 203, 242, 360, 465, 540, 586]"
25,18,0.6157260256,1,0.7951455221,31,"['adverse effect', 'attribute and BMI', 'big data', 'big data mining technology', 'cellular automata model', 'database administration', 'decision tree', 'decision tree model', 'failure propagation', 'fuzzy duplicate elimination', 'logit model', 'machine learning algorithms', 'machine learning method', 'machine learning modeling', 'macronutrients', 'Markov Chain Monte Carlo', 'Multidimensional Indexing', 'multilayer perceptron', 'multilevel Poisson', 'Multivariate statistic', 'nonlinear system', 'other datasets', 'quantitative relationship', 'random forest', 'random forest machine learning model', 'random forest model', 'real datasets', 'semantic web', 'source open big data', 'speed and percentage', 'workflow recovery']",17,"[19, 24, 45, 123, 181, 195, 214, 223, 227, 255, 335, 366, 406, 508, 521, 596, 597]"
25,18,0.6157260256,2,0.5010385938,19,"['geo informatics analysis', 'geographic information system', 'land use classification', 'major nodal feature', 'probabilistic land use change rule', 'satellite imagery', 'scale urban land', 'soil sample', 'spatial structure', 'specific city region partitioning', 'technical summary Manhattan', 'urban area', 'urban future scenario', 'urban land use composition', 'urban planning', 'urban planning and machine learning', 'urban planning and water distribution design', 'urban planning factor', 'urban structure pattern']",14,"[19, 24, 45, 123, 181, 195, 214, 227, 335, 350, 366, 406, 508, 521]"
25,18,0.6157260256,3,0.4478894284,10,"['climate threat', 'ecological system quality', 'global urban sustainability science', 'sustainable planning', 'sustainable urban management system', 'sustainable urban planning', 'travel carbon emission', 'urban air pollution', 'urban climate and weather study', 'Urban Climate Solutions']",7,"[19, 24, 195, 214, 223, 350, 406]"
25,18,0.6157260256,4,0.0841802796,19,"['China and questionnaire survey', ""city's interface network connectivity"", 'holistic mapping framework', 'household vehicle choice problem', 'Local Climate Zone classification', 'logistics service network', 'medium term land use transport goal', 'national household travel survey data', 'neighborhood level', 'regional crime count prediction', 'researcher and policy maker', 'Ride sourcing service', 'road traffic noise', 'time and space', 'total road area', 'traffic and transportation problem', 'transit ridership', 'urban scale and measure', 'vehicle ownership']",12,"[45, 123, 195, 223, 227, 255, 335, 350, 366, 508, 521, 597]"
25,18,0.6157260256,5,-0.6597090287,8,"['carbon emission', 'collective effect', 'explicit conceptualization and systematization', 'historical flood hazard', 'hot spot analysis', 'hotspot analysis', 'real estate price estimation', 'STURLA methodology']",7,"[19, 123, 181, 214, 223, 350, 366]"
26,14,0.3657730719,1,0.7550567837000001,13,"['artificial neural network', 'cellular automata', 'convolutional neural network', 'deep learning algorithm', 'Evolutionary Algorithms', 'Long Short Term Memory Unit', 'machine learning', 'machine learning algorithm', 'random forest and support vector regression', 'real time health care data', 'ridge regression', 'source big geospatial data', 'statistical model']",9,"[20, 80, 101, 192, 239, 306, 441, 481, 517]"
26,14,0.3657730719,2,0.6844958845,23,"['architectural design', 'Architectural Design Futures', 'centric urban data', 'Chinese city', 'Computational Urban Studies', 'current building code', 'detail composition', 'Effective urban ventilation', 'generative design approach', 'high Rise Building Group Morphology Generation Approach', 'historical heritage conservation', 'key design variable', 'residential building', 'Roman Corinthian order capital', 'sustainable and green campus', 'university building', 'Upcycling Waste Corrugated Cardboard', 'urban design decision making', 'urban design parameter', 'urban geometric form and performance criterion function', 'urban land use change', 'urban morphology and vitality measure', 'urban transportation and building']",12,"[20, 101, 192, 224, 239, 322, 349, 403, 409, 441, 481, 517]"
26,14,0.3657730719,3,-0.0325467168,33,"['accurate electric consumption forecasting', 'big data', 'building energy simulation', ""city's energy benchmarking data"", 'climate solution research', 'developmental potential', 'Drone 3D', 'Electric Vehicles', 'energy disclosure policy', 'engineering simulation', 'fog', 'Microgrid and Solar Thermal Field Energy Surpluses', 'modelling occupant behaviour', 'multiple performance criterion', 'multivariate adaptive regression spline approach', 'novel IoT', 'occupant', 'optimal solar potential', 'outdoor computational fluid dynamic', 'relevant body', 'short Term Load Forecasting', 'sky opening', 'Smart Cities', 'spatial and temporal ensemble forecasting model', 'spatial temporal granularity and cluster analysis', 'surface point', 'sustainable campus', 'sustainable smart city', 'systematic review', 'urban behaviour and energy modelling', 'urban scale energy prediction', 'VCA model', 'wind speed ratio']",13,"[80, 101, 192, 224, 239, 306, 322, 349, 403, 409, 441, 481, 517]"
27,16,0.3197707798,1,0.8251177503,21,"['autonomous humanoid robot', 'classification accuracy', 'computer vision', 'data and classifier', 'Decision tree classification', 'deep convolutional neural network', 'developed scene classification algorithms', 'gaze analysis system', 'generic image feature', 'machine learning', 'machine learning classifier', 'machine learning technology', 'manifold alignment', 'manual classification', 'new classification scheme', 'pixel color', 'random forest classifier', 'Random Forests', 'supervised Feature Selection method', 'SVM classifier', 'XGBoost classification model']",14,"[107, 189, 267, 305, 315, 383, 396, 449, 455, 482, 483, 538, 575, 579]"
27,16,0.3197707798,2,0.6763423263,18,"['building block level', 'building block level land use mapping', 'land use analysis', 'modern urban planning', ""neighborhood's environment"", 'public policy decision making', 'Rome and Paris', 'sustainable city', 'UK city', 'urban environment', 'urban form classification', 'urban functional area', 'urban functional zone classification approach', 'urban land use map', 'urban planning', 'urban planning and management practice', 'urban valuation estimation', 'world airport']",15,"[107, 189, 267, 305, 315, 383, 396, 445, 449, 455, 482, 483, 538, 567, 575]"
27,16,0.3197707798,3,0.6423356707,15,"['available data', 'European Space Agency Sentinel2 API', 'Gaode and Baidu Heat Map', 'Google Cloud Vision', 'Google Street View', 'LiDAR data', 'Mapping sidewalk', 'model street scene', 'multidimensional trajectory data', 'open map', 'road and parking lot pixel', 'Social data', 'social metadata', 'street level imagery Google Street View image', 'visual urban scene data']",11,"[267, 383, 396, 445, 449, 455, 482, 538, 567, 575, 579]"
27,16,0.3197707798,4,0.062706707,8,"['climate change', 'different photo', 'Environmental landscape attributes', 'landscape ecology', 'nighttime light', 'particular natural attraction and nature photographs', 'street context', 'yearly growth']",8,"[189, 267, 305, 315, 449, 482, 483, 567]"
27,16,0.3197707798,5,-0.3113381384,15,"['aesthetic rating', 'bootstrap aggregation', 'Building type classification result', 'cultural ecosystem service', 'Flickr photo', 'geodemographic classification development', 'image and user behavior data', 'Library use', 'low cost', 'metric', 'modality complement', 'parallel deep convolutional neural network', 'smart city', 'source geospatial datasets', 'vehicular transportational feature']",11,"[107, 189, 305, 315, 383, 396, 445, 449, 455, 483, 567]"
28,13,0.2626563342,1,0.7929483536,19,"['4D building reconstruction', 'geocoding and data privacy', 'Kazakhstan megalopolis', 'large scale land use map', 'quantitative spatial model', 'smart city', 'South Korean smart city', 'sustainable urban development', 'urban economy', 'urban energy planning', ""urban form's performance data"", 'urban layout', 'urban modeling algorithm', 'urban morphology', 'Urban planner', 'urban planning', 'urban study', 'urbanization and climate', 'weather parameter']",12,"[40, 70, 108, 132, 179, 207, 266, 275, 308, 357, 408, 442]"
28,13,0.2626563342,2,0.7020699686,18,"['characterize', 'clustering method', 'complex network', 'comprehensive taxonomy', 'Convolutional Neural Networks', 'deep learning algorithms', 'ensemble model', 'environmental monitoring task', 'health monitoring', 'hedonic price model', 'height prediction', 'machine learning algorithm', 'machine learning model', 'machine learning technique', 'meta XGBoost', 'necessary data processing technology', 'neural network', 'optimization theory']",11,"[40, 54, 70, 108, 132, 207, 266, 275, 308, 408, 442]"
28,13,0.2626563342,3,-0.0704707411,26,"['airborne LiDAR source', 'baseline regressors', 'Building energy consumption', 'building energy modeling', 'climate prediction', 'construction technique', 'cylinderical shape', 'design data', 'elevation data', 'energy consumption', 'engineering field', 'environmental data', 'friendly energy source', 'generate', 'generative design method', 'geometric design feature', 'intelligent unmanned technology', 'local annual heating demand dataset', 'novel performance simulation', 'prediction and Random Forest Regressor scores', 'regional electric load forecasting', 'resilient structure', 'simple linear model', 'systematic review', 'UAV path planning algorithms', 'unmanned aircraft flight simulation']",12,"[40, 54, 70, 108, 132, 179, 207, 266, 275, 308, 357, 442]"
29,20,-0.0044508176,1,0.911039134,25,"['artificial neural network', 'class classification accuracy', 'convolutional denoising autoencoders', 'decision tree', 'deep convolutional variational autoencoders', 'Deep learning', 'deep learning algorithms', 'deep neural network', 'effective machine learning method', 'feature selection', 'fuzzy set theory', 'Long Short Term Memory', 'machine learning', 'machine learning approach', 'Natural Language Processing', 'neural network', 'neural network annotation', 'saliency map', 'sensitive attribute', 'signal frequency unification', 'soundscape recognition', 'speech recognition system', 'technique and smartphone', 'trained object detection', 'unsupervised learning technique']",18,"[47, 67, 75, 76, 98, 103, 143, 151, 152, 174, 297, 354, 377, 381, 385, 390, 541, 583]"
29,20,-0.0044508176,2,0.7574625598,10,"['automatic wearable fall detection system', 'groundbreaking service and sensor', 'IoT and WSNs', 'low resolution sensor', 'physiological and environmental sensor', 'physiological sensor data recording', 'prototype Management Information System', 'single triaxial accelerometer', 'wearable device data', 'wireless sensor']",8,"[76, 143, 151, 152, 381, 487, 532, 541]"
29,20,-0.0044508176,3,0.7416504188,26,"['city floor plan', 'crime forecasting', 'crime hotspot distribution map', 'crime prediction', 'generative urban network output', 'GIS layer', 'real estate market', 'Smart city', 'smart city application', 'smart city initiative', 'smart city logistics', 'smart sustainable city governance', 'Spatial crime simulation', 'spatial dynamic model', 'street level photographs', 'sustainable urban governance network', 'traffic congestion', 'urban area', 'urban design and exercise video game', 'urban environment', 'urban infrastructure category', 'urban planning', 'urban planning and noise annoyance assessment', 'urban prediction problem', 'urban road traffic image', 'urban structure']",17,"[47, 67, 75, 76, 98, 103, 151, 152, 174, 297, 354, 381, 385, 390, 487, 532, 583]"
29,20,-0.0044508176,4,-0.3607266335,37,"['accident risk', 'acoustic environment', 'big data analysis process', 'big data application', 'car warning', 'collusion occurrence probability', 'Crowd analysis', 'crowd density estimation', 'elderly people', 'energy consumption', 'environmental data and support decision', 'future tender procedure', 'healthcare application', 'hedonic modeling and machine learning', 'heterogeneous datasets', 'hierarchy chart', 'individual agent level', 'intrusive traffic monitoring', 'mental pollution', 'micromobility vehicle', 'overall power consumption', 'parkour training spot detector', 'participant arousal', 'Pokémon Go', 'public and judicial administration', 'public consultation', 'road construction sector', 'security and pollution', 'security planning', 'shared', ""Singaporean child's wellbeing"", 'Spatial network', 'survey data', 'uncooled long wave', 'untrained Philadelphia data', 'user experience design experiment', 'Volkswagen Group China']",20,"[47, 67, 75, 76, 98, 103, 143, 151, 152, 174, 297, 354, 377, 381, 385, 390, 487, 532, 541, 583]"
30,34,-0.1418404986,1,0.7795871851,11,"['agglomerative clustering', 'density estimation', 'inner area strategy', 'latent manifold', 'neighbourhood densification', 'positioning accuracy', 'self organising map', 'sourced urban data and machine learning algorithms', 'spatial analysis and machine learning', 'spatial lag term', 'spatial plan']",10,"[1, 21, 33, 58, 68, 88, 166, 173, 205, 246]"
30,34,-0.1418404986,2,0.6338113860000001,19,"['building structure', 'City factor', 'city pattern image', 'cognitive city', 'complex urban environment', 'comprehensive urban soundscape evaluation', 'German residential area', 'graffiti and restaurant', 'housing unit', 'Metropolitan Manila', 'military operation', 'nearby crime and violence', 'relevant socioeconomic variable', 'typical urban coverage condition', 'unstructured mesh', 'urban area', 'urban environment', 'urban morphological difference', 'urban waterlogging']",17,"[1, 12, 21, 36, 53, 56, 58, 68, 109, 112, 121, 148, 246, 369, 386, 399, 564]"
30,34,-0.1418404986,3,0.5975767071,19,"['architect and designer', 'classical urban design theory', 'greenway planning', 'intercity corporate network', 'nexus governance debate', 'regional policy evaluation study', 'researcher and city developer', 'sustainable city leverage datadriven planning technology', 'sustainable urban development and Internet', 'sustainable urbanisation strategy', 'urban and smart city development', 'urban planning', 'urban planning and climate resilience', 'urban planning and crowd surveillance', 'urban planning and land readjustment policy', 'urban planning and management', 'urban planning authority', 'urban transport planning', 'water and basin governance']",17,"[21, 36, 58, 61, 68, 88, 109, 150, 166, 173, 199, 205, 250, 414, 564, 568, 580]"
30,34,-0.1418404986,4,0.5950731748,8,"['climate pressure', 'connectedness and scale', 'geographical information system', 'geographical space and territory', 'geospatial simulation framework', 'landscape and climate variable', 'OpenStreetMap data', 'urban environment influence stress']",8,"[21, 33, 56, 68, 166, 173, 205, 399]"
30,34,-0.1418404986,5,0.5942053475,16,"['Decision Tree', 'ensemble learning approach', 'image descriptor', 'Naive Bayes', 'Naïve Bayes', 'naïve Bayes classifier', 'Principal component analysis', 'Proper Orthogonal Decomposition', 'random forest', 'random forest algorithm', 'random forest MLA', 'supervised archetype classification', 'Support vector machine SVM', 'support vector regression', 'SVM model', 'synthetic minority']",16,"[33, 36, 53, 56, 64, 68, 88, 109, 112, 332, 369, 386, 564, 566, 568, 580]"
30,34,-0.1418404986,6,0.5532830649,30,"['AI system', 'constructive preference elicitation task', 'conventional counting', 'conventional statistical modeling approach', 'conversational demand', 'creative computing approach', 'criteria nature', 'design preference', 'hot spot analysis', 'Human Computer Interaction', 'Intelligent Tutoring Systems', 'knowledge spillover', 'mathematical fusion model', 'mobile application', 'natural language processing approach', 'novel computational linguistics method', 'novel natural language processing component', 'online educational game', 'order modelling', 'party collaborative chat', 'personality classification task', 'player and mentor', 'reference framework', 'several processing system', 'short time analysis', 'smart specialization', 'social network analysis', 'standardized and open ML pipeline', 'Support Systems', 'urgent challenge']",19,"[56, 88, 112, 121, 148, 166, 173, 199, 246, 250, 369, 386, 399, 414, 558, 566, 568, 580, 581]"
30,34,-0.1418404986,7,0.3374644245,14,"['active ageing', 'audio descriptor', 'chat conversation', 'energy and food', 'flow', 'human environment', 'Livelihood orientation', 'motor vehicle', 'serious game', 'soundscape classification', 'speaker', 'structure and material', 'urban sound recognition performance', 'visual element']",11,"[12, 33, 53, 61, 199, 250, 369, 558, 564, 566, 580]"
30,34,-0.1418404986,8,0.26746236100000004,14,"['BeiDou and Galileo satellite navigation system', 'big data', 'big data application', 'citizen science data', 'cognitive smart city', 'crowd analysis benchmark datasets', 'expensive and laborious traffic count', 'false alarm rate', 'GNSS signal', 'intelligent transportation', 'IoT service', 'theft rate', 'Unmanned Aircraft Systems', 'year microblogging data']",10,"[12, 36, 109, 112, 121, 150, 246, 332, 369, 568]"
30,34,-0.1418404986,9,0.061021412000000004,16,"['Deep Learning', 'deep reinforcement learning', 'DT and AdaBoost', 'intelligent decision support system', 'interpolation method', 'intrusion detection method', 'KNN algorithm', 'LSTM SAE', 'Machine learning', 'Machine learning model', 'machine learning technique', 'personality classification method', 'popular ML algorithms', 'recurrent neural network', 'Sequential Minimal Optimization', 'Things sensor']",14,"[1, 53, 58, 61, 64, 88, 112, 121, 150, 250, 332, 399, 564, 566]"
30,34,-0.1418404986,10,-0.2232599318,15,"['air pollution quality prediction', 'demand matrix', 'destination accessibility', 'effective mosquito control', 'Electricity theft', 'ethnic heterogeneity and employment', 'furniture arrangement', 'Large Eddy Simulation', 'Layout synthesis', 'mosquito occurrence', 'scenario simulation', 'systematic literature review', 'Systematics Literature Review', 'Unanticipated wind gust', 'understanding research priority']",14,"[1, 12, 36, 56, 61, 64, 109, 121, 148, 166, 199, 205, 386, 414]"
31,33,-0.4334374485,1,0.7701888338,13,"['barcelona', 'Brooklyn neighborhood', 'French neighbourhood', 'residential segregation', 'residential status', 'university campus', 'urban area', 'urban dweller', 'urban environment', 'urban job housing pattern', 'urban poverty', 'urban setting', 'walkability']",12,"[34, 99, 126, 164, 185, 197, 204, 219, 270, 286, 401, 577]"
31,33,-0.4334374485,2,0.7532709765000001,13,"['automatic algorithm', 'Automation tool use machine learning classification model', 'ensemble machine learning building classification model', 'extreme learning machine classification algorithm', 'machine learning', 'machine learning algorithm', 'machine learning approach', 'machine learning method Random Forests', 'machine learning model', 'machine learning technique', 'outlier detection problem', 'random forest', 'random forests classifier']",14,"[7, 99, 126, 163, 164, 180, 197, 204, 219, 262, 276, 365, 397, 513]"
31,33,-0.4334374485,3,0.6747318131000001,13,"['big data method', 'BUFA estimation', 'descriptive data', 'GDP contribution', 'large dataset', 'limited training data', 'methodological approach', 'mobile edge streaming medium data processing', 'stram data', 'Structural equation modeling', 'traditional survey', 'uncertainty analysis', 'various trend view']",11,"[34, 164, 197, 262, 270, 276, 286, 290, 318, 577, 591]"
31,33,-0.4334374485,4,0.6267893828000001,10,"['Belo Horizonte', 'BOSSA representation', 'central green axis', 'Figure ground', 'high resolution satellite image', 'high resolution satellite imagery', 'image interpretation', 'plot shape', 'satellite image', 'such sign']",10,"[95, 99, 147, 204, 270, 290, 318, 397, 401, 577]"
31,33,-0.4334374485,5,0.3288369787,25,"['Address matching', 'big data technology', 'centrality measure', 'city feature extraction', 'colossal migration', 'complete and detailed property information', 'dense traffic network', 'footprint and label data', 'geographical cluster', 'historical distribution', 'marital status and income inequality', 'multiple feature', 'Natural Movement postulates', 'POI data source', 'procedural logic', 'racial data', 'rail transit accessibility', 'schema standardisation', 'socioeconomic data', 'source city data', 'taxonomy mapping', 'traffic road network', 'urban data', 'Urban morphological feature extraction', 'urban place detection']",19,"[7, 15, 34, 43, 95, 126, 147, 160, 163, 164, 180, 185, 197, 204, 241, 263, 365, 413, 513]"
31,33,-0.4334374485,6,0.31980530030000004,30,"['advertising construction', 'architectural color icon creation', 'Beppu census ward', 'building level', ""city's authority"", 'current digital landscape model', 'different urban structure type', 'intelligent urban planning decision making', 'landscape architecture system', 'landscape conservation', 'local urban planning department', 'mapping rooftop footprint', 'regional and urban planning', 'residential infill development', 'sustainable urban development', 'Urban Data Mining', 'urban design', 'urban design decision making', 'urban ecosystem', ""urban form's modeling"", 'urban hotel development scale', 'urban morphological research', 'urban pattern and regularity', 'urban planning', 'urban planning and management', 'urban planning and transportation management', 'urban planning machine learning model', 'urban space generation design method', 'urban sprawl', 'virtual urban planning model']",23,"[7, 15, 43, 95, 147, 160, 163, 164, 180, 204, 219, 241, 263, 270, 276, 286, 290, 318, 397, 402, 413, 535, 591]"
31,33,-0.4334374485,7,0.2190082767,16,"['change detection', 'cognitive perception', 'convolutional autoencoder model', 'convolutional neural network', 'deep learning', 'deep learning algorithm', 'deep learning approach', 'deep learning method', 'Denoising Autoencoder', 'Neighbor and Naïve Bayes', 'Neural Networks', 'scene classification', 'sufficient neighborhood information', 'Tensorflow Segmentation', 'transfer learning technique', 'unsupervised artificial neural network']",16,"[15, 95, 147, 160, 163, 185, 241, 263, 270, 290, 318, 365, 402, 413, 535, 577]"
31,33,-0.4334374485,8,0.1947576038,15,"['criteria spatial evaluation', 'geographic information system', 'GIS visualisation', 'Google Map Platform', 'historical site', 'historical topographic map', 'land use type', 'location decision making', 'open urban area', 'protection and development', 'real estate search', 'spatial concept', 'street functionality classification', 'street view image', 'street view map']",12,"[185, 219, 241, 262, 286, 290, 397, 401, 402, 413, 513, 535]"
31,33,-0.4334374485,9,0.0984662447,9,"['air pollutant concentration', 'Chinese author', 'deprivation mapping', 'environmental evaluation', 'Jiangxia and Huangpi', 'prenatal care', 'several domain', 'Systematic Reviews and Meta Analyses', 'usable floor area']",7,"[15, 34, 99, 160, 197, 318, 401]"
31,33,-0.4334374485,10,0.08713566930000001,11,"['appropriate attribute feature', 'dimensional similarity analysis', 'gray level cooccurrence matrix', 'knowledge conversion', 'literal similarity', 'matching accuracy', 'novel semantic model', 'SAR ground object classification', 'scheme and kernel', 'space syntax Theory', 'word2vec model']",10,"[43, 95, 99, 180, 263, 365, 513, 535, 577, 591]"
