ArticleCluster,Article_num,ArticleCluster_Score,KeywordGroups,score,num_keywords,Keywords,NumDocs,DocIds
25,15,0.9688758878,2,0.7657855621,41,"['Wildfire risk', 'Chilean metropolitan area', 'geospatial data and satellite image', 'anthropic biophysical factor', 'landslide susceptibility modeling', 'urban planning', 'landslide susceptibility map', 'landslide susceptibility model', 'Geographical Information System', 'outstanding terraced coastal landscape', 'intense rainfall', 'landslide prediction', 'urban and environmental planning', 'susceptibility mapping', 'several regional climate model scenario', 'urban flood susceptibility mapping', 'Amol City', 'Urban pluvial flooding', 'several rainfall threshold line', 'landslide susceptibility assessment', 'fire assessment', 'satellite data', 'Climate change', 'landslide susceptibility mapping', 'environmental factor', 'Yunyang County', 'proper rockfall hazard assessment method', 'mountainous and hilly region', 'terrestrial laser scanner', 'urban planning management', 'geotechnical investigation report', 'urban pluvial flood vulnerability', 'location allocation model', 'emergency response centre', 'urban planning and risk mitigation', 'urban flood risk map', 'Structural Health Monitoring utility model', 'occupation and zone calculation', 'disaster and fatality', 'landslides susceptibility prediction', 'Kysucké Nové Mesto']",15,"[25, 27, 81, 131, 159, 176, 217, 232, 248, 253, 329, 351, 380, 424, 514]"
26,18,0.6157260256,1,0.8167549714000001,27,"['urban air pollution', 'urban structure pattern', 'sustainable urban planning', 'ecological system quality', 'scale urban land', 'urban land use composition', 'urban planning', 'neighborhood level', 'urban future scenario', 'historical flood hazard', 'urban area', 'sustainable planning', 'sustainable urban management system', 'Urban Climate Solutions', 'urban scale and measure', 'researcher and policy maker', ""city's interface network connectivity"", 'urban planning and water distribution design', 'urban planning and machine learning', 'total road area', 'specific city region partitioning', 'regional crime count prediction', 'global urban sustainability science', 'urban climate and weather study', 'technical summary Manhattan', 'urban planning factor', 'medium term land use transport goal']",15,"[19, 24, 45, 123, 181, 195, 214, 223, 227, 335, 350, 366, 406, 508, 521]"
26,18,0.6157260256,2,0.7621614751,32,"['machine learning modeling', 'macronutrients', 'Multivariate statistic', 'source open big data', 'attribute and BMI', 'decision tree', 'collective effect', 'cellular automata model', 'other datasets', 'machine learning algorithms', 'machine learning method', 'random forest model', 'failure propagation', 'random forest', 'multilevel Poisson', 'random forest machine learning model', 'big data mining technology', 'quantitative relationship', 'Markov Chain Monte Carlo', 'real datasets', 'big data', 'adverse effect', 'speed and percentage', 'decision tree model', 'semantic web', 'Multidimensional Indexing', 'workflow recovery', 'fuzzy duplicate elimination', 'database administration', 'multilayer perceptron', 'logit model', 'nonlinear system']",17,"[19, 24, 45, 123, 181, 195, 214, 223, 227, 255, 335, 366, 406, 508, 521, 596, 597]"
26,18,0.6157260256,3,0.714769466,10,"['geo informatics analysis', 'soil sample', 'land use classification', 'holistic mapping framework', 'satellite imagery', 'Local Climate Zone classification', 'spatial structure', 'geographic information system', 'major nodal feature', 'time and space']",7,"[24, 45, 181, 195, 214, 227, 521]"
26,18,0.6157260256,4,0.6796450925,12,"['carbon emission', 'vehicle ownership', 'national household travel survey data', 'Ride sourcing service', 'logistics service network', 'travel carbon emission', 'China and questionnaire survey', 'climate threat', 'road traffic noise', 'transit ridership', 'household vehicle choice problem', 'traffic and transportation problem']",8,"[214, 255, 335, 350, 406, 508, 521, 597]"
26,18,0.6157260256,5,-0.6096502257,6,"['STURLA methodology', 'probabilistic land use change rule', 'hot spot analysis', 'explicit conceptualization and systematization', 'hotspot analysis', 'real estate price estimation']",6,"[19, 181, 214, 223, 350, 366]"
27,12,0.9881237136000001,1,0.804233152,13,"['decision tree', 'deep neural network and reinforcement', 'Random Forest', 'convolutional neural network', 'classification accuracy', 'time series', 'multivariate Long Short Term Memory', 'Support Vector Machine', 'correlator level classifier', 'machine learning', 'multilayer neural network', 'weighted K', 'random forest algorithm']",12,"[111, 149, 221, 278, 279, 284, 400, 446, 448, 471, 506, 518]"
27,12,0.9881237136000001,2,0.5492798933,17,"['GPS positioning accuracy', 'pseudorange', 'UAV localization problem', 'practical real time calculation', 'GNSS satellite', 'positioning accuracy', 'GNSS signal', 'Standard Error Deviation', 'global positioning system', 'Skymask and code pseudorange', 'several localization model', 'mean distance localization error', 'ray tracing software', 'different altitude', 'global navigation satellite system', 'average localization accuracy', 'relative arrival time difference']",11,"[111, 149, 278, 279, 284, 400, 446, 448, 471, 506, 518]"
27,12,0.9881237136000001,3,0.2903556211,13,"['signal reception classification', 'cellular infrastructure', 'prediction path loss model', 'cellular network', 'multipath detection technique', 'mobile network and path loss information', 'new radio propagation model', 'signal strength', 'RF fingerprint localization', 'LTE network', 'cellular tower', 'RSS fingerprint', 'path loss model']",10,"[111, 149, 221, 278, 284, 400, 446, 448, 471, 506]"
27,12,0.9881237136000001,4,-0.0745183728,10,"['smart city', 'dynamic urban environment', 'urban environment', 'square error', 'NLOS signal correlation', 'complex urban environment', 'urban area', 'location information', 'reliable UAV communication', 'receiver location']",11,"[111, 149, 221, 278, 279, 284, 400, 446, 471, 506, 518]"
28,14,0.3657730719,1,0.6422647663000001,21,"['ridge regression', 'deep learning algorithm', 'Long Short Term Memory Unit', 'machine learning', 'relevant body', 'systematic review', 'occupant', 'big data', 'modelling occupant behaviour', 'cellular automata', 'convolutional neural network', 'VCA model', 'Evolutionary Algorithms', 'wind speed ratio', 'multivariate adaptive regression spline approach', 'multiple performance criterion', 'engineering simulation', 'machine learning algorithm', 'artificial neural network', 'random forest and support vector regression', 'statistical model']",13,"[20, 80, 101, 192, 224, 239, 306, 322, 349, 409, 441, 481, 517]"
28,14,0.3657730719,2,0.4471866054,28,"['urban morphology and vitality measure', 'historical heritage conservation', 'source big geospatial data', 'Chinese city', 'fog', 'spatial temporal granularity and cluster analysis', 'residential building', 'urban transportation and building', 'centric urban data', 'urban land use change', 'developmental potential', 'outdoor computational fluid dynamic', 'key design variable', 'current building code', 'urban design parameter', 'generative design approach', 'Architectural Design Futures', 'Computational Urban Studies', 'Drone 3D', 'high Rise Building Group Morphology Generation Approach', 'urban design decision making', 'urban geometric form and performance criterion function', 'sky opening', 'university building', 'Roman Corinthian order capital', 'architectural design', 'surface point', 'detail composition']",13,"[20, 80, 101, 192, 224, 239, 322, 349, 403, 409, 441, 481, 517]"
28,14,0.3657730719,3,0.32760875910000004,20,"['sustainable smart city', 'real time health care data', 'novel IoT', 'accurate electric consumption forecasting', 'spatial and temporal ensemble forecasting model', 'climate solution research', 'urban behaviour and energy modelling', 'Smart Cities', 'Microgrid and Solar Thermal Field Energy Surpluses', 'short Term Load Forecasting', 'Electric Vehicles', 'Effective urban ventilation', 'sustainable campus', 'optimal solar potential', 'Upcycling Waste Corrugated Cardboard', 'sustainable and green campus', 'urban scale energy prediction', 'building energy simulation', ""city's energy benchmarking data"", 'energy disclosure policy']",11,"[80, 101, 192, 224, 306, 322, 349, 403, 409, 441, 517]"
29,13,0.2626563342,1,0.8107280595,19,"['local annual heating demand dataset', 'large scale land use map', 'urban energy planning', 'South Korean smart city', 'urban planning', 'urbanization and climate', '4D building reconstruction', 'urban study', 'sustainable urban development', ""urban form's performance data"", 'urban layout', 'geocoding and data privacy', 'Urban planner', 'urban economy', 'Kazakhstan megalopolis', 'smart city', 'urban modeling algorithm', 'urban morphology', 'quantitative spatial model']",11,"[40, 70, 108, 132, 179, 207, 266, 275, 308, 357, 408]"
29,13,0.2626563342,2,0.5040985632,27,"['Convolutional Neural Networks', 'simple linear model', 'neural network', 'design data', 'generate', 'ensemble model', 'meta XGBoost', 'baseline regressors', 'climate prediction', 'complex network', 'machine learning algorithm', 'height prediction', 'elevation data', 'machine learning technique', 'generative design method', 'deep learning algorithms', 'health monitoring', 'optimization theory', 'environmental monitoring task', 'necessary data processing technology', 'machine learning model', 'comprehensive taxonomy', 'hedonic price model', 'clustering method', 'characterize', 'prediction and Random Forest Regressor scores', 'weather parameter']",12,"[40, 54, 70, 108, 132, 179, 207, 266, 275, 308, 408, 442]"
29,13,0.2626563342,3,0.14530571520000002,17,"['geometric design feature', 'engineering field', 'energy consumption', 'novel performance simulation', 'building energy modeling', 'environmental data', 'resilient structure', 'construction technique', 'intelligent unmanned technology', 'Building energy consumption', 'systematic review', 'unmanned aircraft flight simulation', 'airborne LiDAR source', 'cylinderical shape', 'UAV path planning algorithms', 'regional electric load forecasting', 'friendly energy source']",9,"[54, 70, 179, 207, 266, 275, 308, 357, 442]"
30,20,-0.0044508176,1,0.9186056256,25,"['neural network', 'machine learning', 'Natural Language Processing', 'machine learning approach', 'deep neural network', 'Long Short Term Memory', 'saliency map', 'class classification accuracy', 'Deep learning', 'convolutional denoising autoencoders', 'sensitive attribute', 'deep learning algorithms', 'artificial neural network', 'fuzzy set theory', 'signal frequency unification', 'feature selection', 'neural network annotation', 'trained object detection', 'Spatial network', 'deep convolutional variational autoencoders', 'unsupervised learning technique', 'effective machine learning method', 'soundscape recognition', 'decision tree', 'speech recognition system']",18,"[47, 67, 75, 76, 98, 103, 143, 151, 152, 174, 297, 354, 377, 381, 385, 390, 541, 583]"
30,20,-0.0044508176,2,0.5178466154,12,"['IoT and WSNs', 'parkour training spot detector', 'micromobility vehicle', 'low resolution sensor', 'wireless sensor', 'groundbreaking service and sensor', 'technique and smartphone', 'physiological and environmental sensor', 'physiological sensor data recording', 'automatic wearable fall detection system', 'single triaxial accelerometer', 'wearable device data']",9,"[76, 98, 143, 151, 152, 354, 381, 532, 541]"
30,20,-0.0044508176,3,0.4621617001,44,"['crime hotspot distribution map', 'city floor plan', 'Spatial crime simulation', 'GIS layer', 'crime prediction', 'individual agent level', 'public consultation', 'urban infrastructure category', 'Smart city', 'mental pollution', 'urban design and exercise video game', 'street level photographs', 'real estate market', 'spatial dynamic model', 'smart city logistics', 'sustainable urban governance network', 'smart sustainable city governance', 'big data application', 'urban prediction problem', 'smart city application', 'big data analysis process', 'traffic congestion', 'urban planning', 'Crowd analysis', 'collusion occurrence probability', 'road construction sector', 'future tender procedure', 'urban environment', 'participant arousal', 'urban road traffic image', 'security and pollution', 'intrusive traffic monitoring', 'urban structure', 'generative urban network output', 'crime forecasting', 'prototype Management Information System', 'public and judicial administration', 'environmental data and support decision', 'urban area', 'smart city initiative', ""Singaporean child's wellbeing"", 'car warning', 'elderly people', 'urban planning and noise annoyance assessment']",19,"[47, 67, 75, 76, 98, 103, 151, 152, 174, 297, 354, 377, 381, 385, 390, 487, 532, 541, 583]"
30,20,-0.0044508176,4,-0.3453867125,17,"['security planning', 'untrained Philadelphia data', 'hierarchy chart', 'shared', 'healthcare application', 'Pokémon Go', 'hedonic modeling and machine learning', 'overall power consumption', 'uncooled long wave', 'Volkswagen Group China', 'survey data', 'heterogeneous datasets', 'accident risk', 'energy consumption', 'crowd density estimation', 'user experience design experiment', 'acoustic environment']",13,"[47, 75, 76, 98, 103, 143, 151, 152, 174, 297, 354, 532, 583]"
31,34,-0.1418404986,1,0.876532135,46,"['nearby crime and violence', 'housing unit', 'urban environment', 'German residential area', 'urban planning and land readjustment policy', 'OpenStreetMap data', 'urban morphological difference', 'urban environment influence stress', 'urban transport planning', 'relevant socioeconomic variable', 'complex urban environment', 'building structure', 'landscape and climate variable', 'Metropolitan Manila', 'city pattern image', 'researcher and city developer', 'urban and smart city development', 'sustainable urbanisation strategy', 'geospatial simulation framework', 'urban area', 'urban planning', 'intercity corporate network', 'City factor', 'urban waterlogging', 'sustainable city leverage datadriven planning technology', 'sustainable urban development and Internet', 'urban planning and climate resilience', 'spatial plan', 'climate pressure', 'regional policy evaluation study', 'geographical space and territory', 'inner area strategy', 'water and basin governance', 'nexus governance debate', 'greenway planning', 'sourced urban data and machine learning algorithms', 'classical urban design theory', 'geographical information system', 'typical urban coverage condition', 'urban planning and management', 'graffiti and restaurant', 'connectedness and scale', 'architect and designer', 'urban planning authority', 'comprehensive urban soundscape evaluation', 'urban planning and crowd surveillance']",28,"[1, 12, 21, 33, 36, 53, 56, 58, 61, 68, 88, 109, 112, 121, 150, 166, 173, 199, 205, 246, 250, 369, 386, 399, 414, 564, 568, 580]"
31,34,-0.1418404986,2,0.7188190088,73,"['Machine learning model', 'Unmanned Aircraft Systems', 'flow', 'Principal component analysis', 'support vector regression', 'demand matrix', 'Decision Tree', 'popular ML algorithms', 'random forest algorithm', 'conventional statistical modeling approach', 'machine learning technique', 'density estimation', 'LSTM SAE', 'Deep Learning', 'random forest', 'synthetic minority', 'interpolation method', 'DT and AdaBoost', 'supervised archetype classification', 'intelligent decision support system', 'agglomerative clustering', 'naïve Bayes classifier', 'criteria nature', 'random forest MLA', 'scenario simulation', 'recurrent neural network', 'urgent challenge', 'Machine learning', 'standardized and open ML pipeline', 'Human Computer Interaction', 'mobile application', 'reference framework', 'Things sensor', 'Support Systems', 'understanding research priority', 'smart specialization', 'knowledge spillover', 'mathematical fusion model', 'KNN algorithm', 'creative computing approach', 'intrusion detection method', 'ensemble learning approach', 'Support vector machine SVM', 'hot spot analysis', 'motor vehicle', 'Proper Orthogonal Decomposition', 'order modelling', 'AI system', 'military operation', 'deep reinforcement learning', 'constructive preference elicitation task', 'design preference', 'short time analysis', 'several processing system', 'speaker', 'SVM model', 'Sequential Minimal Optimization', 'personality classification method', 'Intelligent Tutoring Systems', 'Naive Bayes', 'chat conversation', 'natural language processing approach', 'image descriptor', 'conventional counting', 'personality classification task', 'novel natural language processing component', 'Naïve Bayes', 'serious game', 'party collaborative chat', 'novel computational linguistics method', 'player and mentor', 'online educational game', 'conversational demand']",31,"[1, 12, 33, 36, 53, 56, 58, 61, 64, 68, 88, 109, 112, 121, 148, 150, 166, 173, 246, 250, 332, 369, 386, 399, 414, 558, 564, 566, 568, 580, 581]"
31,34,-0.1418404986,3,-0.0601876635,43,"['ethnic heterogeneity and employment', 'spatial lag term', 'Unanticipated wind gust', 'Large Eddy Simulation', 'spatial analysis and machine learning', 'self organising map', 'active ageing', 'visual element', 'expensive and laborious traffic count', 'structure and material', 'mosquito occurrence', 'latent manifold', 'air pollution quality prediction', 'human environment', 'Electricity theft', 'neighbourhood densification', 'big data', 'year microblogging data', 'effective mosquito control', 'citizen science data', 'cognitive city', 'Systematics Literature Review', 'cognitive smart city', 'big data application', 'social network analysis', 'systematic literature review', 'energy and food', 'destination accessibility', 'BeiDou and Galileo satellite navigation system', 'positioning accuracy', 'GNSS signal', 'Livelihood orientation', 'IoT service', 'false alarm rate', 'theft rate', 'unstructured mesh', 'Layout synthesis', 'furniture arrangement', 'urban sound recognition performance', 'audio descriptor', 'soundscape classification', 'crowd analysis benchmark datasets', 'intelligent transportation']",27,"[1, 12, 21, 33, 36, 53, 56, 58, 61, 64, 68, 109, 112, 121, 148, 150, 199, 205, 246, 250, 332, 369, 386, 414, 558, 564, 568]"
