DocId,Year,KeyTerms,Title,Abstract,AuthorKeywords
470,2021,"['perceptual qualities', 'urban landscape', 'historical urban', 'seven residential', 'computer vision', 'residential districts', 'social economic', 'planning policies', 'aesthetics richness', 'automated multisource', 'berlin according', 'berlin previous', 'better ecological', 'chose berlin', 'conditions create', 'construction periods', 'contexts evolved', 'defined seven', 'develop better', 'different periods', 'ecology enclosure', 'eight perceptual', 'enclosure aesthetics', 'end overcrowding', 'evaluated eight', 'explored correlations', 'extracted street', 'find perceptual', 'great testimony', 'historical context', 'housing policies', 'hundred years', 'including typology', 'landscape perceptions', 'landscape usually', 'measured perceptual', 'measures provides', 'objectively measured', 'order ecology', 'overcrowding living', 'overlooked quantitative', 'owns rich', 'perception measures', 'political context', 'political contexts', 'proposed quantitative', 'provides great', 'qualities including', 'residential zones', 'rich history', 'richness accessibility', 'scalable framework', 'seemingly subjective', 'street features', 'streetscape improvement', 'study enriches', 'subjective qualities', 'svi dataset', 'systematic comparison', 'typology order', 'usually focused', 'zones built', 'capital city', 'design codes', 'different social', 'environment perception', 'imagery svi', 'learning case', 'open spaces', 'qualitative analysis', 'quantitative analysis', 'quantitative framework', 'research object', 'subjective human', 'subjective measures', 'vision algorithm', 'living conditions', 'human perceptions', 'learning technologies', 'spatial distributions', 'view imagery', 'ecological environment', 'human perception', 'google street', 'city planning', 'previous studies', 'learning method', 'machine learning', 'street view', 'built environment', 'urban design', 'case study', 'urban planning']",Evolution of historical urban landscape with computer vision and machine learning: A case study of Berlin,"Previous studies of historical urban landscape usually focused on the qualitative analysis of city planning and development with the social, economic, and political context, but overlooked quantitative analysis from human perceptions. In this study, we objectively measured the seemingly subjective qualities of the eye-level urban landscape perceptions with computer vision and machine learning technologies. We then explored correlations between the measured perceptual qualities and characteristics from the historical context. We chose Berlin as a research object because it is a capital city that owns a rich history of division and reunification, as well as a variety of residential zones built at different periods. We extracted 30 street features from the 150,000 Google Street View Imagery (SVI) dataset with a computer vision algorithm and evaluated eight perceptual qualities including typology, order, ecology, enclosure, aesthetics, richness, accessibility and scale with a machine learning method. Then we defined seven residential districts in Berlin, according to their spatial distributions and construction periods. Through a systematic comparison of perceptual qualities of the seven residential districts, we find perceptual qualities of ecology and enclosure have been improved a lot over a hundred years in Berlin. The housing policies and design codes in different social, economic and political contexts evolved to end overcrowding living conditions, create more open spaces, and develop a better ecological environment. This study enriches our understanding and application of subjective measures of human-centred built environment perception to the evolution of the historical urban landscape. The proposed quantitative framework of subjective human perception measures provides great testimony to evaluate the effects of the implementation of housing and other urban planning policies. Such an automated, multisource, high-throughput and scalable framework can be applied to other cities to determine the personality of the city and assess the impact of urban design and planning policies in streetscape improvement. © Wichmann Verlag, VDE VERLAG GMBH ·.",Computer vision; Google street view image; Machine learning; Perceptual qualities
471,2021,"['hilla city', 'cover changes', 'land cover', 'babylon governorate', 'class changes', 'spatial trend', 'land use', 'algorithm svm', 'allow assessment', 'analyzes land', 'appropriate policies', 'area specifically', 'areas simultaneously', 'areas ultimately', 'city babylon', 'design appropriate', 'efficient urban', 'enable assessment', 'expected future', 'future class', 'generate land', 'gis geographical', 'good visual', 'govern urban', 'governorate iraq', 'high rate', 'ikonos satellite', 'increased expansion', 'increased expansions', 'iraq high', 'iraq understanding', 'land area', 'land areas', 'monitoring mechanisms', 'obtained enable', 'predict expected', 'show increased', 'southwestern part', 'statistical machine', 'statistical results', 'study analyzes', 'system techniques', 'techniques ikonos', 'ultimately forecasts', 'unexpected land', 'urbanization coupled', 'urbanization growth', 'using envi', 'visual resource', 'classification stage', 'confusion matrix', 'gis techniques', 'kappa coefficients', 'spatiotemporal dynamics', 'study show', 'techniques case', 'remote sensing', 'performed using', 'supervised image', 'svm support', 'bare land', 'cover maps', 'provide good', 'results obtained', 'cover classes', 'using remote', 'driving factors', 'geographical information', 'population growth', 'information system', 'satellite imagery', 'urban growth', 'image classification', 'vector machine', 'overall accuracy', 'learning algorithm', 'urban land', 'support vector', 'case study', 'urban planning', 'machine learning']","Object-Oriented Approach for Urbanization Growth by Using Remote Sensing and GIS Techniques: A Case Study in Hilla City, Babylon Governorate, Iraq","High rate of urbanization coupled with population growth has led to unexpected land use and land cover changes in Hilla city, which is located in the Babylon governorate of Iraq. Understanding and quantifying the spatiotemporal dynamics of the urban land use and land cover changes, as well as the driving factors behind them, are therefore vital in order to design appropriate policies and monitoring mechanisms to govern urban growth. This study analyzes land use and land cover changes over Hilla city through remote sensing and GIS (Geographical Information System) techniques. IKONOS satellite imagery from years 2000, 2005, and 2011 was collected and pre-processed using ENVI and ArcGIS, which then goes through an object-based supervised image classification stage to generate land use and land cover maps. The classification is performed using the statistical machine learning algorithm, SVM (Support Vector Machine). The confusion matrix and kappa coefficients are used to evaluate the overall accuracy of the results. The statistical results obtained enable assessment of class changes from years 2000 to 2011 and also identify the gain and loss of the built-up areas in relation to other land cover classes. The results also allow assessment of the spatial trend of these built-up areas. Ultimately, forecasts can be made to predict expected future class changes in 2026 and 2036. Generally, the results of this study show increased expansions of built-up areas, i.e., from 8.14% in 2000 to 14.53% in 2005 and up to 18.36% in 2011. All this was at the expense of bare land areas. Simultaneously, there was an increased expansion of vegetation/agricultural land area, specifically from 36.14% in 2000 to 41.71% in 2005 and 45.13% in 2011. The spatial trend also shows that the growth of built-up areas is focused in the southwestern part of Hilla city. In all, we foresee that the findings of this study can provide a good visual resource for decision-makers to perform more efficient urban planning. © 2021, Springer Nature Switzerland AG.",Built-up areas; Land use dynamics; Spatial trend; Support vector machine; Urbanization
472,2021,"['euluc mapping', 'land use', 'categories euluc', 'mapping research', 'essential urban', 'use categories', 'urban land', 'big data', 'advanced products', 'approaches advanced', 'auxiliary crowdsourcing', 'casearth strategic', 'collection mixed', 'conservation maps', 'critically essential', 'crowdsourcing approaches', 'crowdsourcing datasets', 'current euluc', 'data methods', 'data progress', 'design environmental', 'digital earth', 'discuss future', 'earth supported', 'efforts finally', 'emerging social', 'ensembled classification', 'environmental studies', 'euluc change', 'euluc studies', 'euluc using', 'extracting thematic', 'facilitate euluc', 'facilitated wide', 'features global', 'future opportunities', 'global sample', 'global scales', 'health promotion', 'historical retrospect', 'improved earth', 'management health', 'mapping efforts', 'mapping euluc', 'mapping optimal', 'model generalization', 'observations algorithms', 'open portals', 'opportunities including', 'opportunities urban', 'planning landscape', 'priority research', 'problem data', 'progress challenges', 'reflects functions', 'regarding sample', 'research programme', 'research published', 'sample collection', 'sample libraries', 'science press', 'sharing mapping', 'strategic priority', 'strategy open', 'studies new', 'studies regarding', 'thematic urban', 'triggered new', 'use problem', 'wide spectrum', 'applications based', 'classification strategy', 'distribution pattern', 'earth observations', 'geospatial big', 'great potentials', 'including mapping', 'landscape design', 'mapping essential', 'maps outlining', 'offer great', 'optimal integration', 'using geospatial', 'biodiversity conservation', 'international society', 'mixed land', 'sensing big', 'urban information', 'use information', 'francis group', 'social sensing', 'taylor francis', 'advanced machine', 'data visualization', 'urban environmental', 'human activities', 'new opportunities', 'environmental management', 'urban studies', 'urban planning', 'machine learning']","Mapping essential urban land use categories (EULUC) using geospatial big data: Progress, challenges, and opportunities","Urban land use information that reflects socio-economic functions and human activities is critically essential for urban planning, landscape design, environmental management, health promotion, and biodiversity conservation. Land-use maps outlining the distribution, pattern, and composition of essential urban land use categories (EULUC) have facilitated a wide spectrum of applications and further triggered new opportunities in urban studies. New and improved Earth observations, algorithms, and advanced products for extracting thematic urban information, in association with emerging social sensing big data and auxiliary crowdsourcing datasets, all together offer great potentials to mapping fine-resolution EULUC from regional to global scales. Here we review the advances of EULUC mapping research and practices in terms of their data, methods, and applications. Based on the historical retrospect, we summarize the challenges and limitations of current EULUC studies regarding sample collection, mixed land use problem, data and model generalization, and large-scale mapping efforts. Finally, we propose and discuss future opportunities, including cross-scale mapping, optimal integration of multi-source features, global sample libraries from crowdsourcing approaches, advanced machine learning and ensembled classification strategy, open portals for data visualization and sharing, multi-temporal mapping of EULUC change, and implications in urban environmental studies, to facilitate multi-scale fine-resolution EULUC mapping research. © 2021 The Author(s). Published by Taylor & Francis Group and Science Press on behalf of the International Society for Digital Earth, supported by the CASEarth Strategic Priority Research Programme.",classification; machine learning; open big data; Remote sensing; urban land use type
473,2021,"['regional science', 'approaches dealing', 'area strategies', 'common denominator', 'contributions ranging', 'different contributions', 'different essays', 'evolutionary approach', 'firms geographical', 'frontier topics', 'geographical spaces', 'increasing diffusion', 'increasing role', 'inner area', 'issue edited', 'italian regional', 'knowledge spillovers', 'land rent', 'learning tools', 'modern regional', 'planning instruments', 'policy evaluation', 'presents different', 'regional policy', 'rent measurement', 'smart specialization', 'theory policy', 'evaluation studies', 'special issue', 'spatial context', 'paper introduces', 'regional planning', 'urban planning', 'machine learning']","Frontier topics in italian regional science in its forties: The increasing role of heterogeneity in theory, policy and planning","This paper introduces the second volume of the special issue edited to celebrate the 40th Anniversary of AISRe. It presents different contributions ranging from the analysis of knowledge spillovers, the use of microdata in the spatial context, the application of machine learning tools for regional policy evaluation studies, the assessment of smart specialization and inner area strategies, the role of the evolutionary approach in regional planning and that of urban planning instruments in land rent measurement. The common denominator of the different essays may be found in the increasing diffusion of approaches dealing with heterogeneity of firms, geographical spaces and territories in modern regional science. © Società editrice il Mulino.",R11; R12; Regional planning. cation: R10; Regional policy; Regional theory
474,2021,"['small cities', 'polish cities', 'small polish', 'large cities', 'economic development', 'geographically weighted', 'weighted regression', 'areas hot', 'bdot satellite', 'cities significant', 'cities studied', 'data bank', 'examined related', 'explain spatially', 'factors examined', 'functions research', 'gi analysis', 'great regional', 'important functions', 'inhabitants showed', 'learning segmentation', 'living standards', 'marginalizing small', 'objects bdot', 'perform important', 'poland form', 'population spatial', 'regional variation', 'regression small', 'research focuses', 'research machine', 'sciences geography', 'segmentation procedure', 'selected factors', 'settlement system', 'showed great', 'significant association', 'spatially varying', 'spot gi', 'statistics poland', 'system link', 'topographic objects', 'factors related', 'main goal', 'varying impact', 'hot spot', 'important part', 'local data', 'rural areas', 'regression gwr', 'social sciences', 'factors affecting', 'great importance', 'population density', 'satellite imagery', 'deep learning', 'urban planning', 'machine learning']",Analysis of built-up areas of small polish cities with the use of deep learning and geographically weighted regression,"Small cities are an important part of the settlement system, a link between rural areas and large cities. Although they perform important functions, research focuses on large cities and metropolises while marginalizing small cities, the study of which is of great importance to progress in social sciences, geography, and urban planning. The main goal of this paper was to verify the impact of selected socio-economic factors on the share of built-up areas in 665 small Polish cities in 2019. Data from the Database of Topographic Objects (BDOT), Sentinel-2 satellite imagery from 2015 and 2019, and Local Data Bank by Statistics Poland form 2019 were used in the research. A machine learning segmentation procedure was used to obtain the data on the occurrence of built-up areas. Hot Spot (Getis-Ord Gi*) analysis and geographically weighted regression (GWR) was applied to explain spatially varying impact of factors related to population, spatial and economic development, and living standards on the share of built-up areas in the area of small cities. Significant association was found between the population density and the share of built-up areas in the area of the cities studied. The influence of the other socio-economic factors examined, related to the spatial and economic development of the cities and the quality of life of the inhabitants, showed great regional variation. The results also indicated that the share of built-up areas in the area of the cities under study is a result of the conditions under which they were established and developed throughout their existence, and not only of the socio-economic factors affecting them at present. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Build-up areas; Deep learning; GWR; Hot Spot (Getis-Ord Gi*); Poland; Small cities
475,2021,"['flood susceptibility', 'hybridized model', 'urban flood', 'amol city', 'based hydrological', 'coefficient misclassification', 'currently lacks', 'curve efficiency', 'devastating floods', 'develop measures', 'developed using', 'efficiency true', 'flood inundation', 'flood prevention', 'floods particularly', 'generating realistic', 'hybrid neural', 'hybridized machine', 'infrastructure performance', 'inundation events', 'iran city', 'lacks flood', 'mapping named', 'matthews correlation', 'misclassification rate', 'mlpnn model', 'models published', 'new hybridized', 'novel hybrid', 'physically based', 'prevention infrastructure', 'rate sensitivity', 'realistic flood', 'severe flood', 'skill statistic', 'standalone mlpnn', 'statistic matthews', 'support physically', 'trees area', 'true skill', 'ungauged area', 'using technique', 'city iran', 'evaluate model', 'hydraulic models', 'model random', 'protect urban', 'spatial prediction', 'study new', 'urban areas', 'best predictive', 'informa uk', 'limited trading', 'uk limited', 'francis group', 'regression trees', 'susceptibility maps', 'taylor francis', 'correlation coefficient', 'model showed', 'predictive performance', 'boosted regression', 'network model', 'susceptibility mapping', 'available data', 'model performance', 'learning algorithm', 'random forest', 'neural network', 'machine learning']",Development of a novel hybrid multi-boosting neural network model for spatial prediction of urban flood,"In this study, a new hybridized machine learning algorithm for urban flood susceptibility mapping, named MultiB-MLPNN, was developed using a multi-boosting technique and MLPNN. The model was tested in Amol City, Iran, a data-scarce city in an ungauged area which is prone to severe flood inundation events and currently lacks flood prevention infrastructure. Performance of the hybridized model was compared with that of a standalone MLPNN model, random forest and boosted regression trees. Area under the curve, efficiency, true skill statistic, Matthews correlation coefficient, misclassification rate, sensitivity and specificity were used to evaluate model performance. In validation, the MultiB-MLPNN model showed the best predictive performance. The hybridized MultiB-MLPNN model is thus useful for generating realistic flood susceptibility maps for data-scarce urban areas. The maps can be used to develop risk-reduction measures to protect urban areas from devastating floods, particularly where available data are insufficient to support physically based hydrological or hydraulic models. © 2021 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",artificial intelligence; boosting; GIS; neural networks; Urban planning
476,2021,"['city planning', 'cities due', 'city soundscapes', 'creating participatory', 'crowdsourcing mobile', 'designing soundscapes', 'everyday living', 'experience collecting', 'experiences needs', 'gathering accurate', 'gathering data', 'individual nature', 'mobile technology', 'needs methods', 'participatory design', 'participatory methods', 'planning professionals', 'presenting workshopping', 'process aims', 'propose creating', 'sonic environments', 'sonic experience', 'soundscapes sonic', 'suggest methods', 'utilize crowdsourcing', 'city context', 'integral part', 'paper describes', 'participatory planning', 'useful data', 'planning processes', 'planning process', 'urban areas', 'machine learning']",Towards Participatory Design of City Soundscapes,"Sonic environments of fast-growing urban areas are an integral part of the quality of our everyday living in cities. Due to the individual nature of the sonic experience, collecting and analyzing such experiences needs methods for gathering accurate and useful data about them. This paper describes how to incorporate the concept of soundscape into city planning processes. To achieve this, we propose creating participatory methods for gathering data from the citizens so that the data would be useful and relevant for the city planning professionals. Since the participatory planning process aims at in evolving the citizens, we suggest methods that utilize crowdsourcing, mobile technology and machine learning for presenting, workshopping, and designing soundscapes in the city context. © 2021, The Author(s), under exclusive license to Springer Nature Switzerland AG.",Communicative planning; Crowdsourcing; Design; Smart cities; Sound; Soundscape research; Tool support; Urban planning
477,2021,"['citywide crowd', 'flow prediction', 'address prediction', 'advantages including', 'application comparing', 'called deepcrowd', 'channel based', 'citywide level', 'comprehensive performance', 'continuous time', 'convolutional lstm', 'crowd dataset', 'dataset holds', 'deepcrowd comparing', 'deepcrowd deep', 'designing pyramid', 'existing ones', 'height width', 'high social', 'high user', 'idea series', 'including large', 'lastly thorough', 'level becomes', 'lstm lastly', 'management traffic', 'mechanism based', 'mesh size', 'meshing large', 'methods ieee', 'mobility dataset', 'multiple methods', 'new aggregated', 'number mesh', 'performance evaluations', 'proposed deepcrowd', 'publish new', 'pyramid architectures', 'research topic', 'significant research', 'social impact', 'tensor timestep', 'time period', 'timestep height', 'traffic regulation', 'user sample', 'width channel', 'aggregated human', 'attention mechanism', 'becomes possible', 'crowd density', 'dataset generated', 'deep model', 'model called', 'novel deep', 'prediction predicting', 'prediction problem', 'smartphone application', 'traffic information', 'emergency management', 'large urban', 'ai technologies', 'widely applied', 'propose novel', 'human mobility', 'large number', 'learning model', 'urban area', 'big data', 'deep learning', 'urban planning']",DeepCrowd: A Deep Model for Large-Scale Citywide Crowd Density and Flow Prediction,"Predicting the density and flow of the crowd or traffic at a citywide level becomes possible by using the big data and cutting-edge AI technologies. It has been a very significant research topic with high social impact, which can be widely applied to emergency management, traffic regulation, and urban planning. In particular, by meshing a large urban area to a number of fine-grained mesh-grids, citywide crowd and traffic information in a continuous time period can be represented with 4D tensor (Timestep, Height, Width, Channel). Based on this idea, a series of methods have been proposed to address grid-based prediction for citywide crowd and traffic. In this study, we revisit the density and in-out flow prediction problem and publish a new aggregated human mobility dataset generated from a real-world smartphone application. Comparing with the existing ones, our dataset holds several advantages including large mesh-grid number, fine-grained mesh size, and high user sample. Towards this large-scale crowd dataset, we propose a novel deep learning model called DeepCrowd by designing pyramid architectures and high-dimensional attention mechanism based on Convolutional LSTM. Lastly, thorough and comprehensive performance evaluations are conducted to demonstrate the superiority of the proposed DeepCrowd comparing to multiple state-of-the-art methods. IEEE",Data models; Deep learning; Global Positioning System; Predictive models; Public transportation; Tensors; Trajectory
478,2021,"['human factors', 'factors requirements', 'automated vehicles', 'urban environments', 'agile development', 'av development', 'challenging especially', 'continuous deployment', 'current development', 'development automated', 'development challenges', 'engineering perspective', 'environments av', 'incorporating human', 'process particularly', 'providing suitable', 'quite challenging', 'rapid release', 'release cycles', 'requirements engineering', 'short due', 'societal impact', 'suitable requirements', 'trust acceptance', 'vehicles av', 'vehicles development', 'development process', 'work aims', 'rights reserved']",Methods and Guidelines for Incorporating Human Factors Requirements in Automated Vehicles Development,"Automated vehicles (AV) are transforming the future of the transportation and improving the quality of life. However, due to their societal impact in urban environments, AV development challenges the current development process. Particularly, it is unclear how human factors requirements can be communicated to developers of AI-based AV. It is quite challenging especially in agile development, where the focus is on continuous deployment and rapid release cycles with short lead-Times. Due to the importance of human factors and its impact on trust, acceptance, and safety of AV in urban environments, my work aims at providing a suitable requirements engineering perspective and method. © 2021 CEUR-WS. All rights reserved.",AI systems; Autonomous Vehicles; Human Factors; Requirements Engineering
479,2021,"['cooling loads', 'mediterranean climate', 'study focuses', 'urban form', 'accurate feedback', 'affect building', 'carlo dynamic', 'climate using', 'compactness adjacencies', 'dwelling shape', 'dynamic energy', 'early urban', 'generates training', 'generating metamodels', 'geometrical parameters', 'ladybug tools', 'loads respectively', 'mean average', 'method generates', 'morphological indicators', 'reported mean', 'shading utilizing', 'shape compactness', 'single thermal', 'streamlined workflow', 'thermal loads', 'thermal zone', 'tools energyplus', 'tools ladybug', 'urban configuration', 'urban dwellings', 'urban sites', 'average percentage', 'energy simulations', 'given urban', 'thessaloniki greece', 'utilizing set', 'energy balance', 'error mape', 'monte carlo', 'presents novel', 'training datasets', 'energy demand', 'novel method', 'trained using', 'building energy', 'percentage error', 'forest algorithm', 'design process', 'urban scale', 'paper presents', 'urban design', 'proposed method', 'using machine', 'random forest', 'machine learning']",Estimating the influence of building and urban form on the thermal loads of urban dwellings in the Mediterranean climate using machine learning,"The paper presents a novel method of generating metamodels that can quantify the influence of urban form on the heating and cooling loads of dwellings for the Mediterranean climate. The goal of the metamodels is to inform the early urban design process with quick and accurate feedback on the energy demand of a given urban configuration. The proposed method generates training datasets through Monte Carlo dynamic energy simulations of a single thermal zone. The study focuses on the geometrical parameters that affect building energy balance at the urban scale, such as dwelling shape, compactness, adjacencies and shading, utilizing a set of morphological indicators to relate these parameters to heating and cooling loads. The study focuses on the Mediterranean climate of Thessaloniki, Greece and utilizes several open-source tools (Ladybug Tools, EnergyPlus and Scikit-learn) under a streamlined workflow. The metamodels, which are trained using the Random Forest algorithm are then validated on 12 real-world urban sites of Thessaloniki with a reported Mean Average Percentage Error (MAPE) of 12% and 15% for heating and cooling loads, respectively. © 2021 Taylor & Francis Group, LLC.",cooling loads; energy plus; Heating loads; machine learning; metamodeling; residential; urban form
480,2021,"['integrated computational', 'computational framework', 'performance data', 'urban form', 'urban data', 'actionable rules', 'computing performance', 'create challenge', 'data operationalization', 'discussion table', 'easily adapted', 'extracting knowledge', 'form performance', 'interactive environments', 'learning predictions', 'measure sustainability', 'measuring sustainability', 'methods novel', 'novel performance', 'operationalizing data', 'performance simulations', 'performance space', 'significant advantage', 'social environmental', 'sustainability operationalize', 'sustainability social', 'three pillars', 'thumb significant', 'using generative', 'utilizing multiple', 'multiple layers', 'new paradigms', 'space exploration', 'urban layouts', 'participatory planning', 'design methods', 'generative design', 'planning processes', 'recent advances', 'data using', 'rapid urbanization', 'sustainable development', 'sustainable urban', 'urban development', 'paper presents', 'machine learning']",Measuring sustainability and urban data operationalization: An integrated computational framework to evaluate and interpret the performance of the urban form,"With rapid urbanization, the necessity for sustainable development has skyrocketed, and sustainable urban development is a must. Recent advances in computing performance of urban layouts in real-time allow for new paradigms of performance-driven design. As beneficial as utilizing multiple layers of urban data may be, it can also create a challenge in interpreting and operationalizing data. This paper presents an integrated computational framework to measure sustainability, operationalize and interpret the urban form's performance data using generative design methods, novel performance simulations, and machine learning predictions. The performance data is clustered into three pillars of sustainability: social, environmental, and economical, and it is followed with the performance space exploration, which assists in extracting knowledge and actionable rules of thumb. A significant advantage of the framework is that it can be used as a discussion table in participatory planning processes since it could be easily adapted to interactive environments. © 2021 and published by the Association for Computer-Aided Architectural Design Research in Asia (CAADRIA), Hong Kong.",Data interpretation; Generative design; Machine learning; Performance simulation; Urban sustainability
481,2021,"['gis big', 'model constructed', 'virtual urban', 'multiple features', 'urban planning', 'big data', 'aspects detection', 'build virtual', 'classification effect', 'classification uses', 'combines multiple', 'data technology', 'design model', 'designs experiments', 'elm method', 'expected goals', 'express feature', 'fast learning', 'feature information', 'fully express', 'ground object', 'learning speed', 'objects resulting', 'paper designs', 'paper meets', 'plan sar', 'planning score', 'polarized sar', 'poor classification', 'proposes solution', 'resolution single', 'sar ground', 'single feature', 'two aspects', 'uses elm', 'virtual design', 'builds virtual', 'classifier finally', 'detection accuracy', 'good classification', 'ground objects', 'machine classification', 'object classification', 'paper builds', 'planning model', 'classification algorithm', 'detailed information', 'paper uses', 'planning based', 'planning design', 'low accuracy', 'classification results', 'research results', 'extreme learning', 'learning machine', 'model based', 'high resolution', 'rights reserved', 'learning algorithms', 'results show', 'machine learning']",Virtual design of urban planning based on GIS big data and machine learning,"In order to build a virtual urban planning model and improve the effect of urban planning, this paper builds a virtual urban planning design model based on GIS big data technology and machine learning algorithms, and proposes a solution that combines multiple features. With the development of polarized SAR in the direction of high resolution, a single feature often cannot fully express the detailed information of ground objects, resulting in poor classification results and low accuracy. The combination of multiple features can express feature information well. In addition, this paper uses the ELM method to plan SAR ground object classification, uses an extreme learning machine classification algorithm with fast learning speed and good classification effect, and uses ELM as a classifier. Finally, this paper designs experiments to explore the performance of the model constructed in this paper from two aspects: detection accuracy and planning score. The research results show that the model constructed in this paper meets the expected goals. © 2021 - IOS Press. All rights reserved.",big data; GIS; machine learning; urban planning
482,2021,"['urban computing', 'analytics cloud', 'book covers', 'book themed', 'chapter overviews', 'cloud edge', 'computing data', 'computing technologies', 'discovery ai', 'mainstream urban', 'overviews part', 'simulation methods', 'themed urban', 'mobile computing', 'provides systematic', 'urban services', 'urban models', 'systematic review', 'knowledge discovery', 'urban governance', 'visual analytics', 'data mining', 'deep learning']",Introduction to Urban Computing,"This chapter overviews Part V of this book themed urban computing. This part of the book covers the topics of visual analytics, cloud, edge, and mobile computing, data mining and knowledge discovery, AI and deep learning for urban computing, and a range of mainstream urban models and simulation methods. It provides a systematic review of computing technologies for urban governance and urban services, together with the examples of their usage, in the context of urban computing. © 2021, The Author(s).",
483,2021,"['ai techniques', 'urban computing', 'briefly introduce', 'computing including', 'recent advances', 'deep learning', 'background followed', 'challenges methodologies', 'city operation', 'data era', 'factorization graphic', 'graphic models', 'including supervised', 'lbsns urban', 'learning learning', 'learning matrix', 'learning unsupervised', 'listing key', 'lives city', 'major research', 'models deep', 'networks lbsns', 'operation systems', 'people lives', 'performance gains', 'research challenges', 'review previous', 'sensors deployed', 'shown significant', 'summarize major', 'tasks finally', 'techniques models', 'techniques urban', 'transportation social', 'urban safety', 'uses ai', 'key challenges', 'matrix factorization', 'significant performance', 'unsupervised learning', 'various sensors', 'various tasks', 'including urban', 'increasingly important', 'become increasingly', 'large volume', 'planning urban', 'supervised learning', 'computer science', 'previous work', 'urban transportation', 'available data', 'social networks', 'reinforcement learning', 'data collected', 'big data', 'urban areas', 'urban planning']",AI and Deep Learning for Urban Computing,"In the big data era, with the large volume of available data collected by various sensors deployed in urban areas and the recent advances in AI techniques, urban computing has become increasingly important to facilitate the improvement of people’s lives, city operation systems, and the environment. In this chapter, we introduce the challenges, methodologies, and applications of AI techniques for urban computing. We first introduce the background, followed by listing key challenges from the perspective of computer science when AI techniques are applied. Then we briefly introduce the AI techniques that are widely used in urban computing, including supervised learning, semi-supervised learning, unsupervised learning, matrix factorization, graphic models, deep learning, and reinforcement learning. With the recent advances of deep-learning techniques, models such as CNN and RNN have shown significant performance gains in many applications. Thus, we briefly introduce the deep-learning models that are widely used in various urban-computing tasks. Finally, we discuss the applications of urban computing including urban planning, urban transportation, location-based social networks (LBSNs), urban safety and security, and urban-environment monitoring. For each application, we summarize major research challenges and review previous work that uses AI techniques to address them. © 2021, The Author(s).",
484,2021,"['land use', 'urban futures', 'use change', 'cellular automata', 'climate change', 'automata approach', 'change rules', 'cities grapple', 'climate risks', 'combine historical', 'complicates urban', 'coproduced scenarios', 'coproduced urban', 'coupling complicates', 'deeply coupled', 'develop set', 'enhancing ecosystem', 'envision urban', 'examine climate', 'flood hazards', 'futures scenarios', 'hazards showcasing', 'increase resilience', 'intense severe', 'leverage wide', 'like existing', 'likely impact', 'local coproduced', 'model uses', 'models leverage', 'modified according', 'natural features', 'present cellular', 'probabilistic land', 'provide paths', 'resulting land', 'road systems', 'services provided', 'severe weather', 'social ecological', 'stakeholder expectations', 'stakeholder priorities', 'tax assessments', 'technological processes', 'urban future', 'use scenarios', 'uses historical', 'weather events', 'weather hazards', 'data like', 'existing road', 'future scenarios', 'historical flood', 'historical land', 'improve livability', 'local land', 'numerical models', 'use development', 'wide array', 'ancillary data', 'automata model', 'cities cities', 'emerging data', 'complex systems', 'modeling urban', 'ecosystem services', 'work shows', 'urban fabric', 'satellite imagery', 'data sources', 'land cover', 'urban planning']",Modeling Urban Futures: Data-Driven Scenarios of Climate Change and Vulnerability in Cities,"Cities are complex systems where social, ecological, and technological processes are deeply coupled. This coupling complicates urban planning and land use development, as changing one facet of the urban fabric will likely impact the others. As cities grapple with climate change, there is a growing need to envision urban futures that not only address more frequent and intense severe weather events but also improve day-to-day livability. Here we examine climate risks as functions of the local land use with numerical models. These models leverage a wide array of data sources, from satellite imagery to tax assessments and land cover. We then present a machine-learning cellular automata approach to combine historical land use change with local coproduced urban future scenarios. The cellular automata model uses historical and ancillary data like existing road systems and natural features to develop a set of probabilistic land use change rules, which are then modified according to stakeholder priorities. The resulting land use scenarios are evaluated against historical flood hazards, showcasing how they perform against stakeholder expectations. Our work shows that coproduced scenarios, when grounded with historical and emerging data, can provide paths that increase resilience to weather hazards as well as enhancing ecosystem services provided to citizens. © 2021, This is a U.S. government work and not under copyright protection in the U.S.; foreign copyright protection may apply.",Climate vulnerability; Hazard; Land use/cover change modeling; Mapping; Urban development scenarios
