Cluster,Score,DocId,Cited by,Year,Document Type,Title,Abstract,Author Keywords,Authors,DOI,x,y,KeyPhrases
1,0.9407071621,346,3.0,2019,Conference Paper,Enhanced urban clustering in VANETs using online machine learning,"Clustering in Vehicular Ad-Hoc Networks (VANETs) is essential to mitigate different challenges and meet the required quality of communications. However, most of the available clustering protocols were designed for highways, and thus become unstable in realistic urban environments with many intersections. In this paper, a Clustering Adaptation Near Intersection (CANI) approach is proposed to ensure clustering stability at intersections. This approach exploits Online Sequential Extreme Learning Machine (OS-ELM) to predict the behavior of the vehicles near an intersection and adapt the clusters accordingly. The main advantage of the developed OS-ELM prediction model is its ability to continuously learn and update in real time. After being validated, the proposed adaptation approach is included in a highway clustering scheme. The resultant clustering protocol is compared to other schemes in a realistic urban environment, and shows significant stability and efficiency performance improvement. © 2019 IEEE.",Clustering algorithm; Machine learning; Urban environment; VANET,"Alsuhli G.H., Khattab A., Fahmy Y.A., Massoud Y.",10.1109/ICVES.2019.8906296,16.09,-1.9100000000000001,"['Enhanced urban clustering', 'prediction', 'highway', 'available clustering protocol', 'online machine learning']"
4,0.9110942155,353,26.0,2019,Article,Predicting neighborhoods' socioeconomic attributes using restaurant data,Accessing high-resolution timely socioeconomic data such as data on population employment and enterprise activity at the neighborhood level is critical for social scientists and policy makers to design and implement location-based policies. However in many developing countries or cities reliable local-scale socioeconomic data remain scarce. Here we show an easily accessible and timely updated location attribute-restaurant-can be used to accurately predict a range of socioeconomic attributes of urban neighborhoods. We merge restaurant data from an online platform with 3 microdatasets for 9 Chinese cities. Using features extracted from restaurants we train machine-learning models to estimate daytime and nighttime population number of firms and consumption level at various spatial resolutions. The trained model can explain 90 to 95% of the variation of those attributes across neighborhoods in the test dataset. We analyze the tradeoff between accuracy spatial resolution and number of training samples as well as the heterogeneity of the predicted results across different spatial locations demographics and firm industries. Finally we demonstrate the cross-city generality of this method by training the model in one city and then applying it directly to other cities. The transferability of this restaurant model can help bridge data gaps between cities allowing all cities to enjoy big data and algorithm dividends. © 2019 National Academy of Sciences. All rights reserved.,Machine learning; Restaurant; Social good; Socioeconomic data; Urban studies,"Dong L., Ratti C., Zheng S.",10.1073/pnas.1903064116,0.9900000095,-0.9900000095,"['restaurant data', 'urban neighborhood', 'timely socioeconomic data', 'nighttime population number', 'spatial location demographic']"
4,0.9110942155,355,2.0,2019,Conference Paper,Crowdsensed Data Learning-Driven Prediction of Local Businesses Attractiveness in Smart Cities,"Urban planning typically relies on experience-based solutions and traditional methodologies to face urbanization issues and investigate the complex dynamics of cities. Recently, novel data-driven approaches in urban computing have emerged for researchers and companies. They aim to address historical urbanization issues by exploiting sensing data gathered by mobile devices under the so-called mobile crowdsensing (MCS) paradigm. This work shows how to exploit sensing data to improve traditionally experience-based approaches for urban decisions. In particular, we apply widely known Machine Learning (ML) techniques to achieve highly accurate results in predicting categories of local businesses (LBs) (e.g., bars, restaurants), and their attractiveness in terms of classes of temporal demands (e.g., nightlife, business hours). The performance evaluation is conducted in Luxembourg city and the city of Munich with publicly available crowdsensed datasets. The results highlight that our approach does not only achieve high accuracy, but it also unveils important hidden features of the interaction of citizens and LBs. © 2019 IEEE.",,"Capponi A., Vitello P., Fiandrino C., Cantelmo G., Kliazovich D., Sorger U., Bouvry P.",10.1109/ISCC47284.2019.8969771,1.3600000143,-0.3700000048,"['crowdsensed datasets', 'historical urbanization', 'restaurant', 'high accuracy', 'urban decision']"
5,0.9110942155,356,18.0,2019,Conference Paper,Safe reinforcement learning with scene decomposition for navigating complex urban environments,"Navigating urban environments represents a complex task for automated vehicles. They must reach their goal safely and efficiently while considering a multitude of traffic participants. We propose a modular decision making algorithm to autonomously navigate intersections, addressing challenges of existing rule-based and reinforcement learning (RL) approaches. We first present a safe RL algorithm relying on a model-checker to ensure safety guarantees. To make the decision strategy robust to perception errors and occlusions, we introduce a belief update technique using a learning based approach. Finally, we use a scene decomposition approach to scale our algorithm to environments with multiple traffic participants. We empirically demonstrate that our algorithm outperforms rule-based methods and reinforcement learning techniques on a complex intersection scenario. © 2019 IEEE.",,"Bouton M., Nakhaei A., Fujimura K., Kochenderfer M.J.",10.1109/IVS.2019.8813803,3.2400000095,-0.009999999800000001,"['navigate intersection', 'safe RL algorithm', 'scene decomposition', 'automated vehicle', 'modular decision']"
3,0.781378981,358,1.0,2019,Conference Paper,Fine-grained dynamic population mapping method based on large-scale sparse mobile phone data,"The dynamic nature of urban population distribution plays a key role in urban planning, emergency management and public travel information services. Currently, the widespread use of mobile phone data provides the opportunity to support fine-scale population studies. However, the data sparsity problem of mobile phone data has been a huge handicap. To overcome this, we proposed a comprehensive approach to achieve fine-grained dynamic population distribution and high-resolution population map based on large-scale sparse mobile phone data. First, we developed an anchor-point-based trajectory reconstruction method to improve the spatiotemporal granularity of mobile phone trajectories. Then, a rapid and efficient automation population mapping method was proposed with the support of reconstructed high spatiotemporal resolution of human movements. Finally, we analyze spatiotemporal characteristics of population distribution and spatial-Temporal interaction of human movement. Using a real mobile phone dataset in the city of Shanghai as a case study, we evaluated the performance of our method. Results indicated that our method improved the precision and reliability of population distribution estimation and could be utilized for quantitatively analyzing the spatiotemporal characteristics of population distribution and migration. We argue that this study is useful for understanding the highly dynamic human movement states and supporting advanced urban applications. © 2019 IEEE.",dynamic population distribution; Machine learning; Mobile phone data; Trajectory reconstruction,"Li M., Zhang H., Chen J.",10.1109/MDM.2019.00008,9.4899997711,-0.3199999928,"['population map', 'mobile phone trajectory', 'spatiotemporal granularity', 'advanced urban application', 'phone dataset']"
1,0.9407071621,359,6.0,2019,Conference Paper,Attention based stack resnet for citywide traffic accident prediction,"The fine-grained citywide traffic accident prediction is of great significance for urban traffic management. Existing approaches mainly apply classic machine learning methods based on historical accident records. Thus they failed to involve the cross-domain data, which contains spatial and temporal dependency. Recently, with more cross-domain urban data available, leveraging the cross-domain data by deep learning algorithms to predict fine-grained accidents becomes possible, we propose an attention based ResNet framework to model the sophisticated correlation between urban data. © 2019 IEEE.",ResNet; spatio temporal patterns; Traffic accident prediction; Urban computing,Zhou Z.,10.1109/MDM.2019.00-27,16.42,-1.44,"['traffic accident prediction', 'stack resnet', 'deep learning', 'urban data', 'attention']"
3,0.781378981,362,3.0,2019,Article,Uncovering the relationship between point-of-interests-related human mobility and socioeconomic status,"In a city or region, understanding the relationship between human mobility and socioeconomic status is critical to public policies formulation, urban design and marketing strategies development. Based on the available massive geo-located human data, existing studies focused almost exclusively on the position attributes (i.e. coordinates) of the locations visited by people to explore the relationship, however, they ignored the category attributes (e.g. restaurant or supermarket) of these locations which imply the purposes (e.g. eating or shopping) behind human movements. A location with coordinates and category information is usually referred to as a point-of-interest (POI). In this paper, we study the relationship between POIs-related human mobility and socioeconomic status at city level. Starting from the location-based social network (i.e. Foursquare) dataset, we find that the check-in numbers of location categories are correlated with socioeconomic indicators, either positively or negatively. To further validate these correlations, we develop and test a multi-task prediction framework based on POIs-related human mobility for forecasting socioeconomic indicators. Extensive experiments on the Foursquare dataset show that the socioeconomic indicators can be well predicted by our proposed framework. Our findings and methods are helpful for modeling human mobility and assessing socioeconomic status. © 2019 Elsevier Ltd",Big data; Human mobility; Machine learning; Prediction; Urban socioeconomic,"Li D., Liu J.",10.1016/j.tele.2019.01.001,10.2600002289,-0.5400000215,"['location category', 'human mobility', 'socioeconomic status', 'prediction', 'city']"
5,0.9110942155,363,,2019,Conference Paper,Pedestrians Walking on Reachable Sets and Manifolds,"It is a challenge to find safe trajectories for automated vehicles. Especially in urban environments with pedestrians there exist many different situations. The prediction of future movements with absolute certainty is impossible if the intention of the pedestrian is unknown. This paper is intended to offer a new concept of decision-making for motion planning with vulnerable road-users in urban environments. Reachability analysis is used to define spatial areas based on physical constraints, where the pedestrian might go. The approach is physically inspired and it can be proven for all kind of pedestrians. A new approach to cluster spatial areas is introduced to store specific environmental information about the pedestrian. The maximum values for jerk, acceleration and velocity of the pedestrian are necessary to find reachable areas. © 2019 IEEE.",Automated Vehicles; Machine Learning; Motion Planning; Pedestrian; Reachability Analysis; Safety; Vehicles,"Hartmann M., Watzenig D.",10.1109/ICMECH.2019.8722888,3.0,-0.30000001190000003,"['motion planning', 'pedestrian', 'reachable area', 'automated vehicle', 'urban environment']"
0,0.9407071621,364,1.0,2019,Conference Paper,Mining heterogeneous urban data for retail store placement,"Retail store placement problem has been extensively studied in both academic and industry as it decides the retail success of a business. Existing methods exploited either consumer studies (e.g., consultant-based solutions) or geographic features (e.g., points of interests) to settle it. However, due to the limitations of data sources (i.e., costly in time and labor), none of these methods could provide an accurate and timely solution. In this paper, we rethink retail store placement problem by mining heterogeneous urban data. In particular, unlike existing works which only used geographic features or consumer studies solely, we extract three categories of features (i.e., human movement features, commercial area features and geographic features) from heterogeneous urban data, and integrate them into various machine learning models to predict the popularity of a prospective retail store in the candidate area. We conduct a case study with real data in Shenzhen to demonstrate the predictive power of our proposal. © 2019 Association for Computing Machinery.",,"Zeng J., Tang B.",10.1145/3321408.3322834,18.04,1.37,"['retail store placement', 'heterogeneous urban data', 'popularity', 'area feature', 'industry']"
5,0.9110942155,370,4.0,2019,Conference Paper,A user monitoring road traffic information collection using sumo and scheme for road surveillance with deep mind analytics and human behavior tracking,"Road congestion and huge traffic on roads has become a big problem in many urban areas. Investment on planning and processing of traffic information should help to minimize congestion and pollution. So here we propose a way to design our own road networks as required to reduce traffic using a tool called Sumo. Inorder to find the efficiency of that network, a WSN based framework is designed for the same and various routing schemes are applied on it. A fuzzy logic-based traffic light control system and QOS parameters handling system is designed by extracting data available by routing schemes applied. Inorder to make the roads safer artificial intelligence-based security cameras hoping to achieve automated recognition of people and events is planned. Digital brains map the eyes to analyze live video and helping responders to more easily find crimes and accidents on roads. Machine learning is employed to get considerable gains in its ability to identify objects, the skill of analyzing scenes, activities, and movements. Simulations have shown good performance for the proposed routing schemes and fuzzy controller designed shows good results to the urban traffic network. © 2019 IEEE.",Multiattribute decision-making (MADM); Open street map (OSM); Simple additive weighting product (SAW); Simulation of Urban Mobility (SUMO); Weighting product (WP),"Vachan B.R., Mishra S.",10.1109/ICCCBDA.2019.8725761,3.5199999808999998,0.3600000143,"['monitoring road traffic', 'deep mind analytics', 'light control system', 'road network', 'security camera']"
3,0.781378981,373,42.0,2019,Article,Analyzing large-scale human mobility data: a survey of machine learning methods and applications,"Human mobility patterns reflect many aspects of life, from the global spread of infectious diseases to urban planning and daily commute patterns. In recent years, the prevalence of positioning methods and technologies, such as the global positioning system, cellular radio tower geo-positioning, and WiFi positioning systems, has driven efforts to collect human mobility data and to mine patterns of interest within these data in order to promote the development of location-based services and applications. The efforts to mine significant patterns within large-scale, high-dimensional mobility data have solicited use of advanced analysis techniques, usually based on machine learning methods, and therefore, in this paper, we survey and assess different approaches and models that analyze and learn human mobility patterns using mainly machine learning methods. We categorize these approaches and models in a taxonomy based on their positioning characteristics, the scale of analysis, the properties of the modeling approach, and the class of applications they can serve. We find that these applications can be categorized into three classes: user modeling, place modeling, and trajectory modeling, each class with its characteristics. Finally, we analyze the short-term trends and future challenges of human mobility analysis. © 2018, Springer-Verlag London Ltd., part of Springer Nature.",Data mining; Human mobility patterns; Machine learning; Mobile phones,"Toch E., Lerner B., Ben-Zion E., Ben-Gal I.",10.1007/s10115-018-1186-x,9.2600002289,-0.5899999738,"['human mobility data', 'machine learning method', 'WiFi positioning', 'place modeling', 'daily commute pattern']"
4,0.9110942155,375,54.0,2019,Article,Beyond Word2vec: An approach for urban functional region extraction and identification by combining Place2vec and POIs,"The actual functions of a region may not reflect the intent of the original zoning scheme from planners. To identify the actual urban functional regions, numerous methods have been proposed with computational advancement. Specifically, remote sensing by image recognition, geodemographic classification, social sensing with big data and geo-text mining techniques have been widely applied. Points-of-interest (POIs) are one of the most common open-access data type used to extract information pertaining to functional zones. However, previous works have either lost sight or did not make full use of the spatial interactions that can be extracted from POIs due to model limitations in the context of geographical space. In this research, we introduced an approach that detects functional regions at the scale of a neighborhood area (NA) by combining POI data and a simplified Place2vec model, which is theorized from the first law of geography. First, the POI-based spatial context is constructed by using the nearest neighbor approach. Then, we can increase the number of training tuples (tcenter, tcontext) based on the weight derived from the distance between the POI tcenter and POI tcontext. Next, high-dimensional characteristic vectors of the POIs are extracted by using the skip-gram training framework. By summarizing the POI vectors at the NA level, we employ a K-means clustering model to cluster the functional regions. Compared with other probabilistic topic models (PTMs) and Word2vec, the Place2vec-based approach obtained the highest mean reciprocal rank value (MRR-SWP=0.356, MRR-SLC=0.401, MRR-SJC=0.433, and MRR-SLin=0.421) in terms of similarity capturing performance and functional region identification accuracy (OA=0.7424). The research has important implications to urban planning and governance. © 2018 Elsevier Ltd",Geo-Text Mining; Machine Learning; Place2vec; POIs; Urban Functional Regions,"Zhai W., Bai X., Shi Y., Han Y., Peng Z.-R., Gu C.",10.1016/j.compenvurbsys.2018.11.008,0.400000006,-1.1100000143,"['urban functional region', 'probabilistic topic model', 'geodemographic classification', 'POI data', 'spatial context']"
5,0.9110942155,382,19.0,2019,Article,Inferring Pedestrian Motions at Urban Crosswalks,"Robust prediction of pedestrian behavior is one of the most challenging problems for autonomous driving. Particularly, predicting pedestrian crossings at crosswalks is of considerable importance for avoiding accidents on the one hand and not unnecessarily slowing down traffic on the other hand. Traditional model-based motion tracking and prediction approaches have difficulties in capturing abrupt changes in motions, as humans can perform them. In this paper, an approach for predicting pedestrian motions that combines established motion tracking algorithms with data-driven methods is presented. The approach is built upon a hierarchical structure, where first, the intent of each pedestrian is classified. Then, the approach computes several qualitative metrics, such as time-to-cross, for the pedestrians classified as crossing. The approach is evaluated on a challenging urban data set collected for different types of crosswalks such as roundabouts and straight roads. The evaluation also provides a thorough analysis of the generalization performance of the proposed approach. © 2000-2011 IEEE.",Autonomous vehicles; decision making; machine learning; prediction methods,"Volz B., Mielenz H., Gilitschenski I., Siegwart R., Nieto J.",10.1109/TITS.2018.2827956,3.1199998856,-0.0299999993,"['pedestrian motion', 'Robust prediction', 'urban data set', 'autonomous driving', 'roundabout']"
-1,0.9110942155,384,3.0,2019,Conference Paper,Unveiling Topics from Scientific Literature on the Subject of Self-driving Cars using Latent Dirichlet Allocation,"Self-driving cars are becoming popular topics in academia. Consumers of self-driving cars and vehicles have different concerns, for example, safety and security, to name a few. Also, the public sector has interests in self-driving cars such as amending policies to enable the management of self-driving vehicles in cities, urban planning, traffic management and, etc. In this paper, more than 2700 corpus are extracted from literature from several subject areas to identify latent (hidden) topics of self-driving cars. Latent Dirichlet Allocation (LDA) is used for topic identification. The result of this study shows that topics identified are valid research areas such as urban planning, driver car (computer) interaction, self-driving control and system design, ethics in self-driving cars, safety and risk assessment, training dataset quality and machine learning in self-driving cars are among the topics identified. Furthermore, the network visualization of association graph of terms shows that the most frequently discussed concepts reveal that control of self-driving cars is based on algorithms, data, design, method, and model. The methods used in this study and the results can be used as decision tools, if carefully applied, in diverse disciplines that are disrupted by the introduction of self-driving cars. For future study, we plan to extend this study with a larger dataset and other data mining techniques. © 2018 IEEE.",self-driving cars; topic modeling; unsupervised topic modeling; unveiling hidden topics,"Ayele W.Y., Juell-Skielse G.",10.1109/IEMCON.2018.8615056,0.1700000018,-0.2599999905,"['topic identification', 'driver car', 'traffic management', 'association graph', 'data mining technique']"
2,0.781378981,387,,2019,Book Chapter,Internet of things and statistical analysis,"Internet of Things (IoT) creates a world where physical objects are integrated into information networks. IoT refers to the connection of devices that transforms a wide range of fields. In medicine, for instance, connected devices can assist medical professionals in monitoring patients inside and outside of hospitals. Practitioners adjust treatments and improve patient outcomes using the produced data. Another field in which a transformation occurs is urban planning. Sensors with an IP address are placed under a busy street, so drivers can be alerted about upcoming delays or accidents. The explosive growth in the number of devices connected to the IoT and the exponential increase in data consumption only reflect how the growth of large data sets is perfectly overlapping with that of IoT. In addition to increased volume, the IoT-generated large data sets exhibit a mixture of multiple modalities and varying data quality. Intelligent processing and analysis of these data sets is the key to developing smart IoT applications. Since IoT will be among the greatest sources of new data, data science is used to make IoT applications more intelligent. Analysis of these data sets, in practice, is done using various data science techniques. Data science is the compounding of different disciplines of sciences that uses data mining, machine learning, and other techniques to get forms and fresh insights from data. The different algorithms are applied to the information in order to draw out higher-level information from IoT data sets. These techniques include a wide scope of algorithms applied in different domains and comprise both unsupervised and supervised methods. The procedure of applying data analytic methods to particular areas involves data models such as neural networks, classification, clustering methods, and applying efficient algorithms that fit with the data characteristics. In this article, we focus on statistical analysis of the collected data sets and look at the similarities and differences of data mining and statistical methods for IoT systems. By explaining the need for both descriptive and inferential statistical methods, we show the inadequacy of using only unsupervised data mining techniques for IoT data sets. We then concentrate on statistical inference approaches, such as the design-based and model-based inferences, and discuss the role of explanatory versus forecasting statistical models in an IoT environment. Lastly, we demonstrate the danger of making forecasts using only unsupervised techniques by revealing open challenges as future research directions. © 2019, Springer International Publishing AG, part of Springer Nature.","Data mining; Descriptive-, explanatory statistical analysis; Design-based-, model-based-inferences; Explanatory-, forecasting models; Unsupervised-, supervised learning",Taşıran A.C.,10.1007/978-3-319-93557-7_8,7.8400001526,-2.4700000286,"['IoT data', 'data mining technique', 'unsupervised data', 'machine learning', 'various data science']"
-1,0.9110942155,388,12.0,2019,Conference Paper,"Multi-GCN: Graph convolutional networks for multi-view networks, with applications to global poverty","With the rapid expansion of mobile phone networks in developing countries, large-scale graph machine learning has gained sudden relevance in the study of global poverty. Recent applications range from humanitarian response and poverty estimation to urban planning and epidemic containment. Yet the vast majority of computational tools and algorithms used in these applications do not account for the multi-view nature of social networks: people are related in myriad ways, but most graph learning models treat relations as binary. In this paper, we develop a graph-based convolutional network for learning on multi-view networks. We show that this method outperforms state-of-the-art semi-supervised learning algorithms on three different prediction tasks using mobile phone datasets from three different developing countries. We also show that, while designed specifically for use in poverty research, the algorithm also outperforms existing benchmarks on a broader set of learning tasks on multi-view networks, including node labelling in citation networks. © 2019, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved.",,"Khan M.R., Blumenstock J.E.",,2.4400000572,-1.9800000191,"['graph machine learning', 'poverty research', 'phone datasets', 'convolutional network', 'citation network']"
1,0.9407071621,392,12.0,2019,Article,Toward Transportation Mode Recognition Using Deep Convolutional and Long Short-Term Memory Recurrent Neural Networks,"With the rapid development of mobile Internet techniques, using the sensor-rich smartphones to sense various contexts attracts much attention, such as transportation mode recognition. The transportation mode information can help to improve urban planning, traffic management and journey planning. Though much work has been done on the transportation mode recognition using classic machine learning algorithms, the performance of these methods is not reasonable and heavily relies on the effectiveness of handcrafted features. In this paper, we leverage the strong representation ability of deep learning method and present a deep-learning-based algorithm for transportation mode recognition, namely CL-TRANSMODE, which is capable of accurately detecting multiple transportation modes. The algorithm first uses a convolutional neural network (CNN) to learn appropriate and robust feature representations for transportation modes recognition. Then, an LSTM network performs a further learning of the temporal dependencies characteristics on the feature vectors of CNN output. To further enhance the accuracy of transportation mode recognition, several artificial segments and peak features are extracted from the raw sensor measurements. These features characterize the transportation modes over a much long period of time (minutes or hours). By combining the CNN-extracted features and handcrafted features, our proposed CL-TRANSMODE transportation mode recognition algorithm can accurately differentiate eight transportation modes, i.e., walking, running, bicycling, driving a car, riding a bus, taking a metro, taking a train, or being stationary. Extensive experiments on both the SHL and HTC datasets demonstrate that use our proposed CL-TRANSMODE transportation mode recognition algorithm which outperforms the state-of-the-art comparative algorithms. On the SHL dataset, which contain barometric data, the accuracy using the CL-TRANSMODE algorithm can reaches 98.1%. © 2013 IEEE.",CNN; context-aware; LSTM; Mobile sensing; transportation mode recognition,"Qin Y., Luo H., Zhao F., Wang C., Wang J., Zhang Y.",10.1109/ACCESS.2019.2944686,16.51,-1.05,"['transportation mode recognition', 'LSTM network', 'barometric data', 'deep learning', 'train']"
2,0.781378981,394,,2019,Conference Review,"15th European Conference on Ambient Intelligence, AmI 2019","The proceedings contain 30 papers. The special focus in this conference is on Ambient Intelligence. The topics include: Enabling machine learning across heterogeneous sensor networks with graph autoencoders; development of an acoustically adaptive modular system for near real-time clarity-enhancement; Experiences from using lora and IEEE 802.15.4 for IoT-enabled classrooms; adaptive service selection for enabling the mobility of autonomous vehicles; discovering user location semantics using mobile notification handling behaviour; data-driven intrusion detection for ambient intelligence; spoken language identification using convNets; Indoor air quality and wellbeing - Enabling awareness and sensitivity with ambient IOT displays; ATHsENSe: An experiment in translating urban data to multisensory immersive artistic experiences in public space; power efficient clock synchronization in bluetooth-based mesh networks; characterization of individual mobility for non-routine scenarios from crowd sensing and clustered data; a flexible and scalable architecture for human-robot interaction; toward supporting food journaling using air quality data mining and a social robot; viewing experience of augmented reality objects as ambient media - A comparison of multimedia devices; ranking robot-assisted surgery skills using kinematic sensors; UAQE: Urban air quality evaluator; enhancing an eco-driving gamification platform through wearable and vehicle sensor data integration; a distributed multi-agent system (mas) application for continuous and integrated big data processing; human activities recognition using accelerometer and gyroscope; towards habit recognition in smart homes for people with dementia; classifying teachers’ self-reported productivity, stress and indoor environmental quality using environmental sensors; Ambient explanations: ambient intelligence and explainable AI; user requirements for the design of smart homes: dimensions and goals.",,[No author name available],,8.2299995422,-2.2400000095,"['ambient intelligence', 'air quality evaluator', 'sensor data', 'smart home', 'autonomous vehicle']"
3,0.781378981,395,,2019,Conference Paper,Latent Flow Patterns Discovery by Dockless Bike Trajectory Data for Demand Analysis,"The dockless shared bikes flourish as a new concept in recent years. It allows users to find bikes anywhere via a GPS-based mobile application, and flexible cycling and parking the bikes in the same way. From the bike trajectory data produced by Users, we can extract bike flow patterns for better urban planning and Point-of-Interest (POI) recommendation. In this paper, through conducting the spatio-temporal representations of bike activity acquired from bike trajectory logs, we first design a graph clustering model With sparsity constraints that combine time information to explore potential patterns of bike flow. Next, by comparing historical trajectory logs and POI information with the flow patterns, we dig out several typical categories of bike flow patterns, which can give suggestions for further urban planning and POI recommendation. Further, our experiments via Mobike trajectory data demonstrate the effectiveness of bike flow pattern discovery. © 2019, ICST Institute for Computer Sciences, Social Informatics and Telecommunications Engineering.",DNN; Graph clustering; Shared bikes,"Ling C., Gu J.J., Sun M.",10.1007/978-3-030-32388-2_54,9.3000001907,-0.11999999730000001,"['bike trajectory data', 'urban planning', 'pattern discovery', 'bike flow pattern', 'historical trajectory']"
1,0.9407071621,407,14.0,2019,Article,Smart mobile crowdsensing with urban vehicles: A deep reinforcement learning perspective,"Mobile crowdsensing (MCS) is a promising sensing paradigm based on the mobile node which provides the solution with cost-effectiveness to perform urban data collection. To monitor the urban environment and facilitate the municipal administration, more and more applications adopt vehicles as participants to carry out MCS tasks. The performance of the applications highly depends on the sensing data which is influenced by the recruiting strategy on vehicles. In this paper, we propose a novel vehicle selection algorithm to maximize the sensing range with limited cost while the vehicle selection problem was proved to be NP-complete. Specifically, we modeled the interaction between MCS server and candidate vehicles as a Markov decision process and formulated the maximum spatial temporal coverage (STC) optimization as a deep reinforcement learning process. The performance of our deep reinforcement learning-based vehicle selection (i.e., DRLVS) algorithm is evaluated with real trajectory dataset. The numerical result indicates that the proposed algorithm achieves an optimal solution and maximizes the STC. © 2019 IEEE.",deep reinforcement learning; Mobile crowdsensing; spatialoral coverage,"Wang C., Gaimu X., Li C., Zou H., Wang W.",10.1109/ACCESS.2019.2905263,16.23,-0.85,"['Mobile crowdsensing', 'deep reinforcement', 'vehicle selection problem', 'spatial temporal coverage', 'trajectory dataset']"
0,0.9407071621,410,3.0,2019,Conference Paper,Nonnegative coupled matrix tensor factorization for smart city spatiotemporal pattern mining,"With the advancements in smartphones and inbuilt sensors, the day-to-day spatiotemporal activities of people can be recorded. With this available information, the automated extraction of spatiotemporal patterns is crucial to understand the people’s mobility. These patterns can assist in improving the smart city environments like traffic control, urban planning, and transportation facilities. The smartphone generated spatiotemporal data is enriched with multiple contexts and efficiently utilizing them in a Machine Learning process is still a challenging task. In this paper, we propose a Nonnegative Coupled Matrix Tensor Factorization (CMTF) model to integrate and analyze additional contexts with spatiotemporal data to generate meaningful patterns. We also propose an efficient factorization algorithm based on variable selection to solve the Nonnegative CMTF model that yields accurate spatiotemporal patterns. Our empirical analysis highlights the efficiency of the proposed CMTF model in terms of accuracy and factor goodness. © Springer Nature Switzerland AG 2019.",Greedy coordinate descent; Nonnegative coupled matrix tensor factorization; Pattern mining; Smart city; Spatiotemporal; Variable selection,"Balasubramaniam T., Nayak R., Yuen C.",10.1007/978-3-030-13709-0_44,17.58,-0.32,"['spatiotemporal pattern mining', 'tensor factorization', 'smart city environment', 'traffic', 'city']"
0,0.9407071621,412,9.0,2019,Article,Analyzing Objective and Subjective Data in Social Sciences: Implications for Smart Cities,"The ease of deployment of digital technologies and the Internet of Things gives us the opportunity to carry out large-scale social studies and to collect vast amounts of data from our cities. In this paper, we investigate a novel way of analyzing data from social sciences studies by employing machine learning and data science techniques. This enables us to maximize the insight gained from this type of studies by fusing both objective (sensor information) and subjective data (direct input from the users). The pilot study is concerned with better understanding the interactions between citizens and urban green spaces. A field experiment was carried out in Sheffield, U.K., involving 1870 participants for two different time periods (7 and 30 days). With the help of a smartphone app, both objective and subjective data were collected. Location tracking was recorded as people entered any of the publicly accessible green spaces. This was complemented by textual and photographic information that users could insert spontaneously or when prompted (when entering a green space). By employing data science and machine learning techniques, we identify the main features observed by the citizens through both text and images. Furthermore, we analyze the time spent by people in parks as well as the top interaction areas. This paper allows us to gain an overview of certain patterns and the behavior of the citizens within their surroundings and it proves the capabilities of integrating technology into large-scale social studies. © 2019 IEEE.",Data analysis; data science; smart cities; social science; urban analytics; urban planning,"Erhan L., Ndubuaku M., Ferrara E., Richardson M., Sheffield D., Ferguson F.J., Brindley P., Liotta A.",10.1109/ACCESS.2019.2897217,16.48,1.45,"['subjective data', 'urban green space', 'Location tracking', 'machine learning technique', 'social science study']"
4,0.9110942155,415,15.0,2019,Article,"Positive deviance, big data, and development: A systematic literature review","Positive deviance is a growing approach in international development that identifies those within a population who are outperforming their peers in some way, eg, children in low-income families who are well nourished when those around them are not. Analysing and then disseminating the behaviours and other factors underpinning positive deviance are demonstrably effective in delivering development results. However, positive deviance faces a number of challenges that are restricting its diffusion. In this paper, using a systematic literature review, we analyse the current state of positive deviance and the potential for big data to address the challenges facing positive deviance. From this, we evaluate the promise of “big data-based positive deviance”: This would analyse typical sources of big data in developing countries—mobile phone records, social media, remote sensing data, etc—to identify both positive deviants and the factors underpinning their superior performance. While big data cannot solve all the challenges facing positive deviance as a development tool, they could reduce time, cost, and effort; identify positive deviants in new or better ways; and enable positive deviance to break out of its current preoccupation with public health into domains such as agriculture, education, and urban planning. In turn, positive deviance could provide a new and systematic basis for extracting real-world development impacts from big data. © 2018 John Wiley & Sons Ltd",big data; developing countries; machine learning; mobile data; positive deviance; systematic literature review,"Albanna B., Heeks R.",10.1002/isd2.12063,0.9800000191,0.3199999928,"['big data', 'Positive deviance', 'international development', 'population', 'typical source']"
