cluster,cluster_docs,keyword_group_no,keywords,score,doc_ids,num_docs,num_keywords,coverage
19,25,1,"['local annual heating demand dataset', 'electricity consumption data', 'residential electric consumption', 'building energy modeling', 'Irish Energy Performance Certificates', 'intrinsic occupant and energy use', 'Building energy consumption', 'Structural Health Monitoring utility model', 'current urban building energy model', 'regional electric load forecasting', 'scale unified energy consumption model', 'wide geospatial energy consumption', ""city's energy benchmarking data""]",0.8485567471000001,"[40, 64, 101, 207, 224, 308, 424, 441, 442, 495, 517]",11,13,0.44
19,25,2,"['urban rural dichotomy', 'conventional urban environmental study', 'urban planning and climate resilience', 'early urban design process', 'sustainable urban management system', 'Urban Climate Solutions', 'urban behaviour and energy modelling', 'urban data management', 'global urban sustainability science', 'technical summary Manhattan', 'urban context and merit future work']",0.8121536781,"[10, 166, 178, 214, 223, 224, 297, 406, 441]",9,11,0.36
19,25,3,"['Convolutional Neural Networks', 'random forest', 'good hyperparameters', 'weighted meta regression model', 'CatBoost and Gradient Boosting', 'Long Short Term Memory Unit', 'Random Forest algorithm', 'MapReduce framework', 'machine learning model', 'regression analysis', 'prediction and Random Forest Regressor scores', 'various regressors', 'Mean Absolute Percentage Error', 'random forest and support vector regression', 'OLS model']",0.794080274,"[40, 64, 70, 101, 178, 297, 308, 379, 442, 517]",10,15,0.4
19,25,4,"['Chinese author', 'future study', 'active research area', 'long term', 'research agenda', '40th Anniversary', 'knowledge spillover', 'different essay', 'second volume', 'Francis Group', 'first step', 'rich data', 'survey paper', 'urban data', 'journal article', 'GEE user', 'experimental study', 'real city', 'big data', 'DUE S', 'novel Data', 'Sydney region', 'research work']",0.6137182545000001,"[15, 101, 166, 173, 199, 214, 223, 224, 285, 297, 379, 406, 441, 442, 495]",15,23,0.6
19,25,5,"['urban heat island', 'scientific research and policy making processes', 'novel paradigm', 'Systematic Reviews and Meta Analyses', 'incomplete address record', 'geocoding and data integration', 'urban forestry', 'Science Direct', 'biological complexity and interaction', 'Artificial Intelligence', 'ecosystem service assessment', 'land use', 'previous engineering model', 'planner and decision makers', 'SGCC dataset', 'State Grid Corporation', 'South Korean smart city', 'short term', 'energy data', 'spatial and temporal ensemble forecasting model', 'South Korea', 'climate pressure', 'academia and practice', 'modern regional science', 'Mediterranean climate', 'Ladybug Tools', 'EnergyPlus and Scikit', 'systematic literature review', 'water and basin governance', 'nexus governance debate', 'network and gap', 'priority area', 'local authority and energy policymakers', 'geocoding and data privacy', 'hot spot analysis', 'real world project', 'geospatial technology', 'explicit conceptualization and systematization', 'researcher and policy maker', 'governance framework', 'unprecedented opportunity', 'Google Earth Engine', 'Landsat and Sentinel datasets', 'big data processing challenge', 'smart city application', 'energy saving', 'smart city', 'systematic review', 'particular importance', 'urban geometric type and energy pattern', 'block planning', 'energy performance', 'Berlin and New Delhi', 'Mainstreaming and harmonizing data collection', 'Qatar University', 'natural disaster', 'occupation and zone calculation', 'International Mobile Equipment Identifier address', 'engineer and policymakers', 'Such territorial dynamic necessitate', 'geospatial aware comprehensive planning', 'researcher and policy makers', 'adjacent building']",-0.500208402,"[10, 15, 28, 40, 64, 70, 101, 166, 173, 178, 199, 207, 214, 223, 224, 285, 297, 308, 379, 406, 424, 441, 495, 517]",24,63,0.96
20,12,1,"['machine learning', 'natural language processing', 'clustering analysis', 'prediction framework', 'Markov Chain Monte Carlo', 'Machine learning method', 'application prototype', 'simplified Place2vec model', 'quantification process', 'PCA and K means clustering approach', 'redefinition and feature', 'novel methodology', 'Principle Component Analysis', 'game abstraction framework', 'supervised learning framework']",0.8517891311,"[32, 200, 257, 362, 366, 369, 375, 428, 430, 505, 537, 573]",12,15,1.0
20,12,2,"['dependent city', 'Melbourne and Sydney', 'city pulse', 'urban planning and traffic modeling', 'various urban task', 'regional crime count prediction', 'graffiti and restaurant', 'urban factor', 'theft rate', 'actual urban functional region', 'situational indicator impact pedestrian activity', 'streetscape quality', 'New York City', 'urban design', 'urban problem', 'urban activity inference']",0.5731337790000001,"[32, 200, 257, 366, 369, 375, 428, 430, 505, 537, 573]",11,16,0.9166666666666666
20,12,3,"['future tourism research', 'spatiotemporal distribution and dynamic', 'mobility and photo content', 'population movement pattern', 'diverse social medium platform', 'South Korea', 'temporal mobility pattern', 'polycentric structure', 'Foursquare dataset show', 'urban design and marketing strategy development', 'socioeconomic status', 'available massive geo', 'specific city region partitioning', 'real datasets', 'big data and geo text mining technique', 'MRR SWP', 'POI tcontext', 'urban computing', 'heterogeneous urban datasets', 'large human mobility data', 'Traditional crime prediction model', 'ubiquitous computing', 'optimal police patrol strategy', 'significant crime rate reduction', 'Foursquare place category', 'telecommunication provider', 'geographical evolution']",-0.0904935078,"[32, 200, 257, 362, 366, 375, 428, 430, 537, 573]",10,27,0.8333333333333334
21,19,1,"['urban environment Washington DC', 'sustainable urban planning', 'urban boulevard', 'purpose and walkable community', 'urban form and street level pollutant', 'various vegetation barrier design', 'near road environment', 'urban health', 'urban planning and travel planning', 'urban planning and design practice', 'decent urban planning and building design', 'transportation and service infrastructure planning', 'indoor and outdoor environment', 'dense heterogeneous urban environment', 'urban stakeholder', 'comparative local real estate price', 'urban area', 'improved urban natural ventilation']",0.8958494274000001,"[5, 19, 26, 34, 50, 94, 191, 218, 255, 322, 323, 386, 447, 486, 500, 512]",16,18,0.8421052631578947
21,19,2,"['deep convolutional neural network', 'secondary decomposition and pattern reorganization algorithms', 'STURLA methodology', 'multiplicative minimum RMSE', 'GBDT model', 'linear regression and gradient', 'machine learning', 'Sparrow Search Algorithm Extreme Learning Machine', 'SSA ELM model', 'machine learning model', 'variational mode decomposition', 'multilevel Poisson', 'Gradient Boosting', 'Gaussian plume model', 'Computational Fluid Dynamics', 'neural network', 'CIOI prediction model', 'indoor and outdoor CFD model']",0.8232437152000001,"[5, 14, 19, 26, 50, 94, 142, 191, 218, 255, 292, 386, 500, 512]",14,18,0.7368421052631579
21,19,3,"['Google Community Mobility Reports', 'emission and PM2', 'great impact', 'haze prevention', 'novel and effective PM2', '5 concentration prediction model', 'Tianjin and Baoding', 'urban air pollution', '5 and BC', 'mobile monitoring method', 'LES simulation', 'independent testing dataset', 'air pollutant concentration', 'prenatal care pattern', 'marital status and income inequality', 'retrospective observational study', 'urban academic medical center', 'central Wuhan', 'podium level porosity', 'dependent particle concentration', 'leaf area index', 'Hangzhou PM2', 'different season forecast', 'Pearson correlation index', 'sociodemographic and socioeconomic variable', 'useful complementary data source', 'census tract level', 'novel air pollutant prediction model', 'R2 and RMSE', 'Acid rain', 'national household travel survey data', 'Ride sourcing service', 'negative correlation', 'air quality prediction', 'interactive and visual dashboard', 'important topic', 'open available data', 'indoor building ventilation potential', 'RNG k ε', '3D isothermal CFD simulation', 'quick early design support', 'low income', 'evaluation framework', 'Seattle and Vancouver', 'differential access', 'key step', 'Proper Orthogonal Decomposition', 'high fidelity LES model', 'low cost air quality monitoring device', 'Shinyei PPD42 aerosol monitor', 'numerous laboratory and field evaluation study', 'overall sensor performance', 'Service Requests data', 'low cost decision support tool', 'Boston and Chicago', 'Geographic Information System', 'different wind direction', 'Elsevier Ltd', 'early design stage']",-0.32352781080000004,"[5, 14, 19, 26, 34, 50, 94, 142, 191, 218, 255, 292, 322, 323, 386, 447, 486, 500, 512]",19,59,1.0
22,26,1,"['automation and collaboration', 'Natural Language Processing', 'intelligent decision support system', 'naïve Bayes classifier', 'adaptative meta', 'standardized and open ML pipeline', 'transfer learning technique', 'extreme learning machine classification algorithm', 'Machine Learning technique', 'Linear Vector Classification', 'machine learning method', 'machine learning', 'ensemble learning approach', 'intelligence augmentation', 'different artificial intelligence technique', 'supervised machine learning method', 'other alternative machine learning method', 'preprocessing tool', 'endogenous optimization method', 'probabilistic topic modeling', 'soft computing methodology', 'Sequential Minimal Optimization']",0.94131891,"[18, 75, 88, 97, 121, 163, 180, 211, 235, 277, 288, 332, 399, 474, 498, 503, 509, 511, 520, 564]",20,22,0.7692307692307693
22,26,2,"['urban planning', 'urban infrastructure category', 'traditional urban planning requirement', 'other city', 'urban environment', 'city soundscapes', 'urban hotel development scale', 'virtual urban planning design model', 'unprecedented urban growth', 'sustainable city and community', 'urban data', 'urban environment and evaluation method', 'citizen habitat', 'urban planning and design', 'combinatory land use index', 'Quick Urban Analysis Kit', 'Ile de France region', 'urban inefficient industrial land recognition system', 'actual construction land', 'general urban centric feedback analysis framework', 'open urban area', 'comprehensive urban soundscape evaluation', 'urban planning authority']",0.9345276910000001,"[18, 75, 84, 88, 97, 121, 157, 163, 180, 211, 235, 277, 288, 399, 474, 503, 509, 511, 520, 564]",20,23,0.7692307692307693
22,26,3,"['agents model', 'Value aspect', 'GBDT model', 'IGI Global', 'TGCN model', 'F1 micro', 'such model', 'red unit', 'warfare model', 'learning model']",0.6884642726,"[18, 84, 88, 156, 235, 277, 399, 509]",8,10,0.3076923076923077
22,26,4,"['big data analytics', 'air pollution quality prediction', 'LSTM SAE', 'smart city', 'smart environment design planning', 'Long Short Term Memory', 'public consultation exercise', 'New Zealand', 'cascade and tree view', 'several medical IoT sensor network', 'task scheduling algorithm', 'immediate consultancy', 'deep CNN', 'trip generation forecasting model', 'residential travel census', 'feature selection', 'agglomerative clustering', 'multimodal data distribution', 'new brick and mortar store', 'prediction performance', 'effective mosquito control', 'literature review', 'clustering and classification task', 'dynamic population distribution prediction task', 'fine grained unbiased human OD flow data', 'mobile phone signal data', 'graph fusion module', 'smart and participatory approach', 'comparable experiential data', 'predictive acoustic model', 'sonic experience', 'source city data', 'similarity measurement framework', 'multiple type', 'SAR ground object classification', 'ELM method', 'multiple feature', 'Smart Cities', 'Sustainable Development Goals', 'COVID pandemic', 'distinct text datasets', 'geophisical and social feature', 'target plot', 'experience and case study', 'intrusion detection method', 'health manufacturing', 'several previous study', 'IoT service', 'mobile phone datasets', 'humanitarian response and poverty estimation', 'convolutional network', 'large scale graph machine learning', 'poverty research', 'design proposal', 'spatial autocorrelation tool', 'layout and plot configuration', 'health hazard forecasting', 'raw microblogging text', 'next day smog', 'network information diffusion data', 'massive spatiotemporal data', 'scale exploration', 'resolution grid', 'precise geospatial information', 'various stakeholder and member', 'thermal comfort prediction', 'result ELM', 'SVM model', 'subjective and acoustical categorization']",-0.5076665664,"[18, 61, 75, 80, 84, 88, 97, 121, 156, 157, 163, 180, 211, 235, 277, 288, 332, 388, 474, 498, 503, 511, 520, 564]",24,69,0.9230769230769231
23,34,1,"['machine learning', 'subjective process', ""Gordon's theory"", 'automatic feature selection procedure', 'support vector regression', 'prediction model', 'machine learning technique', 'network and self attention mechanism', 'hedonic modeling and machine learning', 'Long Short Term Memory', 'supervised Feature Selection method', 'novel machine learning approach', 'suitable predictor', 'convolutional denoising autoencoders', 'integrative model', 'weighted regression', 'Place2Vec model', 'Natural Language Processing', 'Denoising Autoencoder', 'topic modeling', 'latent Dirichlet allocation', 'random forests classifier', 'novel semantic model', 'other supervised machine learning model', 'artificial neural network', 'fuzzy set theory', 'several regression and classification model', 'decision tree method', 'Machine learning method', 'machine learning method Random Forests', 'space syntax Theory', 'predictive analytics', 'proactive intervention']",0.8359264671000001,"[1, 2, 6, 36, 47, 65, 91, 103, 107, 122, 164, 174, 175, 210, 219, 241, 324, 365, 377, 472, 480, 508, 513, 562]",24,33,0.7058823529411765
23,34,2,"['urban planning and policy', 'street design quality', 'community and housing development plan', 'future housing dispersal', 'policymakers and planner', 'Doha Metropolitan', 'residential infill development', 'Los Angeles', 'Málaga region', 'urban transport planning', 'simulated city planner tune', 'other relevant urban characteristic parameter', 'simulated urban environment', 'housing supply', 'Hong Kong', 'rental housing market', 'UK city', 'public policy decision making', 'New Urban World', 'rapid urbanization', 'small Polish city', 'residential segregation', 'open urban area', 'urban planning and transportation management', 'street functionality classification', 'new open source transportation planning decision support system', 'urban redevelopment and regeneration', 'transportation and land use policy', 'transit stop', 'urban planning', 'road construction sector', 'human scale street greenery', 'housing price', 'Baidu street view image', 'urban planner and decision maker', 'urban placeness', 'Seoul and Tokyo', 'urban computing', 'transportation planning', 'neighborhood facility distribution', 'urban planner and architect', 'demand and supply industry', 'city analysis', ""urban resident's life quality"", 'noise control plan', 'road traffic noise', 'building coverage ratio', 'vacant property', 'New York']",0.7609703849,"[1, 2, 6, 7, 36, 47, 67, 91, 103, 107, 122, 164, 175, 219, 241, 242, 324, 338, 365, 377, 411, 467, 470, 472, 480, 484, 508, 562]",28,49,0.8235294117647058
23,34,3,"['virtuous circle', 'important keystone', 'nonlinear economic relationship', 'many negative impact', 'social tie', 'environmental implication', 'threshold effect', 'collusive type', 'path dependency', 'reverse decline']",0.71761917,"[7, 65, 91, 164, 219, 324, 338, 377, 480, 562]",10,10,0.29411764705882354
23,34,4,"['ethnic heterogeneity', 'violent crime and property crime', 'census tract', 'spatial dependence and heterogeneity effect', 'online visual survey', 'adversarial network', 'random forest', 'research gap', 'OD matrix', 'end POI conflation framework', 'data quality', 'unified POI dataset', 'many geospatial application', 'large scale implementation', 'crime hotspot distribution map', 'untrained Philadelphia data', 'spatial justice', 'individual census tract', 'economic mobility', 'various open data source', 'crime prediction', 'GIS layer', 'fine grained crime pattern', 'development scale', 'saliency map', 'geodemographic classification development', 'practical use case', 'comprehensive relevant global urban data base', 'safety and security condition', 'economic magnetism achievement', 'new geosilhouettes', 'longstanding regional science perspective', 'outlier detection problem', 'geographical cluster', 'various guise and description', 'urban planning machine learning model', 'witness traffic jam', 'heterogeneous datasets', 'urban prediction problem', 'consistent spatio temporal domain', 'spatial and economic development', 'Statistics Poland form', 'important part', 'spatial heterogeneity', 'city semantic analogy', 'OpenStreetMap dataset', 'large inflow', 'open access article', 'centrality measure', ""BISTRO's utility"", 'Berkeley Integrated System', 'uncertain future state', 'possible technological disruption and growth scenario', 'building permit data', 'desirable environmental benefit', 'job density', 'multiple real world data', 'future tender procedure', 'scientific and quantitative support', 'flexible ontological framework', 'next door coffee shop', 'case study', 'multidimensional livability index', 'blended framework', 'Holistic visual data', 'Google Street Views', 'localization decision', 'new company creation', 'nonconstant spatial scale and decomposition analysis', 'open source software', 'related regionalization method', 'Starbucks coffee shop', 'location decision making', 'Natural Movement postulates']",-0.3570973368,"[1, 2, 6, 7, 36, 43, 47, 65, 67, 91, 103, 107, 122, 126, 164, 174, 175, 210, 219, 241, 242, 324, 338, 365, 377, 411, 467, 470, 472, 480, 484, 513]",32,74,0.9411764705882353
24,46,1,"['principal component analysis', 'national empirical model', 'automatic ensemble learning', 'deep convolutional neural network', 'Predictive model', 'solid liquid separation performance', 'refined NCBAs detection method', 'deep learning', 'deep learning concept', 'improved geoparsing algorithm', 'intelligent processing', 'cellular automata model', 'machine learning', 'computer vision technology', 'BUFA estimation', 'convolutional autoencoder model', 'new machine learning model', 'machine learning classification method', 'high performance decision tree', 'multivariate adaptive regression spline approach', 'artificial neural network', 'motion tracking algorithm', 'Robust prediction', 'zone recommendation system', 'machine learning algorithms', 'overall terrorist attack prediction system', 'simulated validation scenario', 'autonomous humanoid robot', 'novel natural language processing component', 'Support Vector Machines']",0.8557425452,"[25, 41, 78, 95, 105, 113, 128, 133, 158, 181, 189, 197, 198, 267, 270, 271, 299, 333, 344, 349, 352, 382, 544, 561, 579, 580]",26,30,0.5652173913043478
24,46,2,"['future urban stormwater management model development', 'urban blue green gray infrastructure classification', 'dense urban space', 'Unanticipated wind gust', 'urban agenda', 'Si and Mn', 'high altitude city', 'Wildfire risk', 'Chilean metropolitan area', 'forestry government organization', 'urban canyon geometry', 'Paris and Helsinki', 'early urban design and planning study', 'urban design expert', 'air pollution', 'urban land market', 'Latin America', 'urban development and UHI', 'optimal urban land use classification map', 'urban research', 'treatment plant', 'urban planner', 'pattern and disaster risk', 'urban environment', 'urban planning', 'tree planting policy', 'enough green space', 'New York City', 'essential urban land use category', 'urban planning and land use development', 'climate risk', 'urban future scenario', 'urban planning and urbanization', 'natural disaster', 'urban growth', 'Southeast Brazil', 'greenway planning', 'Maoming City', 'classical urban design theory', 'potential cascading failure', 'multiple city', 'urban planner and technologist', 'United States airport', 'urban morphological research', 'university campus', 'urban analysis', 'Kazakhstan megalopolis', 'urban economy', 'Valledupar and Rionegro', 'urban expansion', 'storm water management', 'Washington DC', 'urban design', 'green infrastructure', 'derelict site', 'artificial urban modeling technique', 'effective urban policy', 'slum area', 'natural disaster and disease', 'challenging urban data', 'urban geometric form and performance criterion function', 'sustainable and green campus', 'urban city', 'urban planning firm']",0.8016338445000001,"[11, 12, 24, 25, 29, 35, 41, 42, 71, 78, 86, 105, 133, 140, 158, 168, 172, 181, 189, 197, 198, 205, 227, 267, 270, 271, 275, 299, 333, 344, 349, 352, 357, 363, 368, 382, 409, 544, 561, 566, 580]",41,64,0.8913043478260869
24,46,3,"['big data', 'questionnaire data', 'benchmark datasets', 'open access article', 'mobility data', 'auxiliary crowdsourcing datasets', 'historical and ancillary data', 'dual modal data', 'open source datasets', 'household survey data', 'Elsevier Ltd', 'public business data']",0.6678152654,"[78, 105, 128, 133, 168, 172, 181, 189, 357, 368, 409, 544]",12,12,0.2608695652173913
24,46,4,"['UAV image', 'mobile LiDAR point clouds', 'Google Street View', 'Mapillary and KartaView', 'high resolution National Agriculture Imagery Program imagery', 'several new panoramic street level imagery platform', 'Naver Street View', 'ZY302 image', 'motorcycle delivery service', 'satellite image', 'European Space Agency Sentinel2 API', 'Landsat archive', 'earth observatory image', 'airborne LiDAR resource', 'high spatial resolution satellite imagery']",0.5939751871,"[11, 35, 51, 78, 86, 113, 133, 158, 267, 299, 333, 357, 368]",13,15,0.2826086956521739
24,46,5,"['green roofs and grass', 'small catchment scale', 'Unmanned Aircraft Systems', 'Large Eddy Simulation', 'neutral atmospheric boundary layer flow', 'geo informatics analysis', 'micronutrient and trace nutrient', 'geospatial data and satellite image', 'seasonal solar exposure and irradiation uniformity', 'test Random Forest classifier', 'fine grained visual quality', 'renewal project', 'random forest model', 'PLS K', 'spatial CV R2', 'microscale variable', 'spatial classification', 'unassisted and mixed method', 'scarce and outdated information', 'urban analytics and GIScience', 'comprehensive systematic review', 'notable trend', 'random forest', 'policy makers', 'thermal comfort', 'radiometric image processing algorithms', 'model transferability', 'Baidu Total View', 'machine learning data extraction technique', 'Urban morphological feature extraction', 'practical framework', 'residential plot', 'geometrical and related infrastructure information', 'efficient and simple field measurement', 'temporal building mask', 'spectral heterogeneity and complexity', 'vehicle detection', 'complex background', 'other similar visual appearance object', 'road traffic crash location data', 'residential choice modelling', 'future research', 'continuous reorganization and redistribution', 'definition and segmentation', 'past half century', 'much inequality', 'scale fine resolution EULUC mapping research', 'Science Press', 'CASEarth Strategic Priority Research Programme', 'image and user behavior data', 'complete and detailed property information', 'usable floor area', 'Global Climate Model', 'complex terrain variability', 'Empirical Quantile Mapping EQM', 'sourced urban data and machine learning algorithms', ""Cervero and Ewing's 5D variable"", 'Water distribution transportation interface network', 'different geospatial morphology', 'yearly growth', 'Figure ground', 'deep clustering', 'physical and mental health outcomes', 'anxiety prevalence', 'generative design task', 'intelligent unmanned technology', 'environmental monitoring task', 'technological and economic issue', 'Human Settlement Layer framework', 'water body', 'strategic planning', 'LID project', 'private residential land owner', 'timely and reliable design decision', 'extensive research', 'optimal solar potential', 'future GI development', 'grey transformation likelihood', 'UAV path planning algorithms', 'cylinderical shape', 'Reachability analysis', 'vulnerable road users', 'future movement', 'physical constraint', 'pedestrian crossing', 'roundabout and straight road', 'generative design', '10th International Conference', 'different feature group', 'PROACTIVE project http', 'reasoning layer', 'Educational Data Mining', ""detection student's personality"", 'chat conversation', 'natural language processing approach', 'gaze analysis system', 'model street scene', 'multidimensional trajectory data', 'temporal behaviour analysis technique', 'personality classification task', 'several theoretical contribution']",-0.5924500843,"[11, 12, 24, 25, 29, 35, 41, 42, 51, 71, 78, 86, 95, 105, 113, 128, 133, 140, 158, 168, 172, 189, 197, 198, 205, 227, 267, 270, 271, 275, 299, 333, 344, 349, 352, 357, 363, 382, 409, 544, 561, 566, 579, 580]",44,101,0.9565217391304348
