cluster,min_samples,min_cluster_size,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase,group_2_count,group_2_key_phrase
#1,5,13,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,5,14,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,5,15,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,5,20,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,5,25,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,5,30,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,6,5,0.0,3,18,"RF fingerprint database, RF fingerprint, UAV communication, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, urban environment, position solution",12.0,"path loss prediction, NLOS multipath detection, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",30.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance, satellite, visible satellite",,
#1,6,6,0.0,3,18,"RF fingerprint database, RF fingerprint, UAV communication, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, urban environment, position solution",12.0,"path loss prediction, NLOS multipath detection, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",30.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance, satellite, visible satellite",,
#1,6,7,0.0,3,18,"RF fingerprint database, RF fingerprint, UAV communication, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, urban environment, position solution",12.0,"path loss prediction, NLOS multipath detection, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",30.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance, satellite, visible satellite",,
#1,6,8,0.0,3,18,"RF fingerprint database, RF fingerprint, UAV communication, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, urban environment, position solution",12.0,"path loss prediction, NLOS multipath detection, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",30.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance, satellite, visible satellite",,
#1,6,9,0.0,3,18,"RF fingerprint database, RF fingerprint, UAV communication, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, urban environment, position solution",12.0,"path loss prediction, NLOS multipath detection, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",30.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance, satellite, visible satellite",,
#1,6,10,0.0,3,18,"RF fingerprint database, RF fingerprint, UAV communication, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, urban environment, position solution",12.0,"path loss prediction, NLOS multipath detection, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",30.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance, satellite, visible satellite",,
#1,6,11,0.0,3,18,"RF fingerprint database, RF fingerprint, UAV communication, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, urban environment, position solution",12.0,"path loss prediction, NLOS multipath detection, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",30.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance, satellite, visible satellite",,
#1,6,12,0.0,3,18,"RF fingerprint database, RF fingerprint, UAV communication, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, urban environment, position solution",12.0,"path loss prediction, NLOS multipath detection, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",30.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance, satellite, visible satellite",,
#1,6,13,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,6,14,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,6,15,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,6,20,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,6,25,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,6,30,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,7,5,0.0,3,21,"RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, satellite, visible satellite, urban environment, position solution",11.0,"path loss prediction, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",28.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance",,
#1,7,6,0.0,3,21,"RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, satellite, visible satellite, urban environment, position solution",11.0,"path loss prediction, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",28.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance",,
#1,7,7,0.0,3,21,"RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, satellite, visible satellite, urban environment, position solution",11.0,"path loss prediction, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",28.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance",,
#1,7,8,0.0,3,21,"RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, satellite, visible satellite, urban environment, position solution",11.0,"path loss prediction, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",28.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance",,
#1,7,9,0.0,3,21,"RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, satellite, visible satellite, urban environment, position solution",11.0,"path loss prediction, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",28.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance",,
#1,7,10,0.0,3,21,"RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, satellite, visible satellite, urban environment, position solution",11.0,"path loss prediction, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",28.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance",,
#1,7,11,0.0,3,21,"RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, SVM model, signal reception classifier, urban propagation environment, urban propagation, radio propagation model, LTE network, cellular tower, NLOS signal, signal classification method, unmanned aerial vehicle, cellular base transceiver, source localization, satellite, visible satellite, urban environment, position solution",11.0,"path loss prediction, prediction path loss, NLOS classifier, loss prediction, LOS multipath classifier, path loss dataset, path loss model, path loss, support vector, multipath classifier, path loss information",28.0,"RF fingerprint localization, GNSS signal detection, GPS signal, fingerprint localization, effective localization method, global positioning system, raw GPS measurement, navigation satellite, GPS measurement, positioning accuracy, navigation satellite system, robust GNSS positioning, GNSS satellite, localization accuracy, navigation system, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, GNSS signal, receiver location, GNSS receiver, attenuate GPS signal, mean distance localization, average localization accuracy, distance localization error, positioning performance",,
#1,7,12,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,7,13,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,7,14,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
#1,7,15,0.0,1,60,"RF fingerprint localization, path loss prediction, GNSS signal detection, GPS signal, RF fingerprint database, RF fingerprint, UAV communication, NLOS multipath detection, reliable UAV communication, fingerprint localization, effective localization method, SVM model, global positioning system, prediction path loss, raw GPS measurement, NLOS classifier, navigation satellite, GPS measurement, signal reception classifier, positioning accuracy, loss prediction, navigation satellite system, urban propagation environment, robust GNSS positioning, LOS multipath classifier, GNSS satellite, path loss dataset, localization accuracy, navigation system, path loss model, positioning system, conventional GNSS positioning, distance localization, GNSS positioning, global navigation satellite, path loss, support vector, GNSS signal, receiver location, multipath classifier, urban propagation, GNSS receiver, radio propagation model, LTE network, attenuate GPS signal, cellular tower, mean distance localization, path loss information, NLOS signal, signal classification method, unmanned aerial vehicle, average localization accuracy, distance localization error, cellular base transceiver, positioning performance, source localization, satellite, visible satellite, urban environment, position solution",,,,,,
