cluster,min_samples,min_cluster_size,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase,group_2_count,group_2_key_phrase,group_3_count,group_3_key_phrase,group_4_count,group_4_key_phrase,group_5_count,group_5_key_phrase,group_6_count,group_6_key_phrase,group_7_count,group_7_key_phrase,group_8_count,group_8_key_phrase,group_9_count,group_9_key_phrase
#2,5,11,0.0,3,118,"crowd density estimation, crowd density, taxi demand, transportation impact, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, automobile choice, household automobile choice, transportation efficiency, road traffic image, vehicle choice problem, urban computing, city taxi service, traffic sensor data, large urban police, bus dynamic routing, next destination prediction, urban emergency police, smart mobility, exploratory taxi, household vehicle choice, urban freight transportation, city taxi, urban area smart, crowd surveillance, traffic image, accident prediction, urban police, data mining technique, vehicle choice, big geodata analysis, urban logistics system, electric taxi, vehicle ownership, urban event cause, smart city, deep learning car, traditional taxi, next destination predictor, trajectory clustering, extreme learning machine, taxi, human mobility dataset, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, LSTM model, destination predictor, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, enhanced urban clustering, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",34.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, citywide Traffic Volume, destination prediction, traffic flow prediction, road traffic prediction, travel demand prediction, traffic simulation, traffic forecast feature, traffic monitoring, traffic simulation technology, traffic forecast, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, traffic forecasting, urban road traffic, time traffic forecast, traffic monitoring device, intelligent traffic management, urban traffic flow, urban traffic, road traffic management, adaptive traffic control, traffic management system, traffic speed, crosstown traffic, urban traffic management, traffic management, traffic flow",13.0,"bus route planning, transportation planning, transportation data management, transportation data, transportation network data, transportation route planning, bus trajectory data, bus route, public transportation route, dynamic route planning, mobility data, route planning, travel survey data",,,,,,,,,,,,,,,,
#2,5,12,0.0,3,118,"crowd density estimation, crowd density, taxi demand, transportation impact, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, automobile choice, household automobile choice, transportation efficiency, road traffic image, vehicle choice problem, urban computing, city taxi service, traffic sensor data, large urban police, bus dynamic routing, next destination prediction, urban emergency police, smart mobility, exploratory taxi, household vehicle choice, urban freight transportation, city taxi, urban area smart, crowd surveillance, traffic image, accident prediction, urban police, data mining technique, vehicle choice, big geodata analysis, urban logistics system, electric taxi, vehicle ownership, urban event cause, smart city, deep learning car, traditional taxi, next destination predictor, trajectory clustering, extreme learning machine, taxi, human mobility dataset, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, LSTM model, destination predictor, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, enhanced urban clustering, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",34.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, citywide Traffic Volume, destination prediction, traffic flow prediction, road traffic prediction, travel demand prediction, traffic simulation, traffic forecast feature, traffic monitoring, traffic simulation technology, traffic forecast, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, traffic forecasting, urban road traffic, time traffic forecast, traffic monitoring device, intelligent traffic management, urban traffic flow, urban traffic, road traffic management, adaptive traffic control, traffic management system, traffic speed, crosstown traffic, urban traffic management, traffic management, traffic flow",13.0,"bus route planning, transportation planning, transportation data management, transportation data, transportation network data, transportation route planning, bus trajectory data, bus route, public transportation route, dynamic route planning, mobility data, route planning, travel survey data",,,,,,,,,,,,,,,,
#2,5,13,0.0,3,118,"crowd density estimation, crowd density, taxi demand, transportation impact, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, automobile choice, household automobile choice, transportation efficiency, road traffic image, vehicle choice problem, urban computing, city taxi service, traffic sensor data, large urban police, bus dynamic routing, next destination prediction, urban emergency police, smart mobility, exploratory taxi, household vehicle choice, urban freight transportation, city taxi, urban area smart, crowd surveillance, traffic image, accident prediction, urban police, data mining technique, vehicle choice, big geodata analysis, urban logistics system, electric taxi, vehicle ownership, urban event cause, smart city, deep learning car, traditional taxi, next destination predictor, trajectory clustering, extreme learning machine, taxi, human mobility dataset, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, LSTM model, destination predictor, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, big geodata, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, enhanced urban clustering, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, online machine learning, clustering protocol, available clustering protocol, image processing",34.0,"traffic volume prediction, traffic volume estimation, traffic flow forecasting, traffic prediction, traffic accident prediction, citywide Traffic Volume, destination prediction, traffic flow prediction, road traffic prediction, travel demand prediction, traffic simulation, traffic forecast feature, traffic monitoring, traffic simulation technology, traffic forecast, citywide traffic, traffic profiling, traffic congestion detection, Traffic Volume, traffic forecasting, urban road traffic, time traffic forecast, traffic monitoring device, intelligent traffic management, urban traffic flow, urban traffic, road traffic management, adaptive traffic control, traffic management system, traffic speed, crosstown traffic, urban traffic management, traffic management, traffic flow",13.0,"bus route planning, transportation planning, transportation data management, transportation data, transportation network data, transportation route planning, bus trajectory data, bus route, public transportation route, dynamic route planning, mobility data, route planning, travel survey data",,,,,,,,,,,,,,,,
#2,5,14,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,5,15,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,5,16,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,5,17,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,5,18,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,5,19,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,5,20,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
#2,5,21,0.0,1,165,"crowd density estimation, traffic volume prediction, crowd density, traffic volume estimation, traffic flow forecasting, bus route planning, traffic prediction, taxi demand, traffic accident prediction, transportation impact, citywide Traffic Volume, transportation infrastructure development, state transportation planning, transportation mode recognition, exploratory taxi fleet, destination prediction, automobile choice, household automobile choice, traffic flow prediction, transportation planning, road traffic prediction, transportation data management, transportation efficiency, road traffic image, vehicle choice problem, urban computing, travel demand prediction, transportation data, city taxi service, traffic sensor data, large urban police, traffic simulation, traffic forecast feature, bus dynamic routing, traffic monitoring, transportation network data, next destination prediction, urban emergency police, smart mobility, exploratory taxi, traffic simulation technology, traffic forecast, household vehicle choice, citywide traffic, transportation route planning, urban freight transportation, traffic profiling, traffic congestion detection, city taxi, urban area smart, crowd surveillance, Traffic Volume, traffic image, accident prediction, urban police, data mining technique, traffic forecasting, vehicle choice, big geodata analysis, urban road traffic, urban logistics system, bus trajectory data, electric taxi, vehicle ownership, urban event cause, smart city, bus route, deep learning car, public transportation route, time traffic forecast, traditional taxi, next destination predictor, trajectory clustering, dynamic route planning, extreme learning machine, taxi, human mobility dataset, mobility data, traffic monitoring device, urban police jurisdiction, urban prediction, freight transportation system, learning car detection, passenger service market, intelligent traffic management, LSTM model, destination predictor, urban traffic flow, machine learning method, Deep Model, crowd analysis, unsupervised incremental learning, flow forecasting, trajectory dataset, travel demand model, urban traffic, route planning, big geodata, road traffic management, mobile crowdsensing, urban prediction problem, crowd analysis benchmark, citywide traffic accident, machine learning, city operation system, CNN model, emergency police operation, city operation, urban planning, deep learning model, urban freight, transportation mode information, data mining, transportation congestion, autoencoders, adaptive traffic control, friendly urban freight, vehicle, image descriptor, urban safety, urban event, genetic algorithm, traffic management system, density estimation, mobility dataset, prediction methodology, deep learning method, compressed sensing, traffic speed, household travel survey, different prediction methodology, citywide crowd, deep learning, crowd, crosstown traffic, car, deep sequence, vanilla LSTM model, highway traffic volume, predictive accuracy, event data, urban data collection, LSTM network, event impact, travel survey data, enhanced urban clustering, urban traffic management, traffic management, deep reinforcement, taxi fleet, spatial temporal coverage, urban clustering, flow prediction, vehicle selection algorithm, biased data, heterogeneous datasets, urban data, intelligent transportation system, taxicab, principal component analysis, traffic flow, online machine learning, clustering protocol, available clustering protocol, image processing",,,,,,,,,,,,,,,,,,,,
