cluster,min_samples,min_cluster_size,epsilon,total_groups,outlier_count,outlier_key_phrase,group_0_count,group_0_key_phrase,group_1_count,group_1_key_phrase
#3,8,20,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,8,25,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,8,30,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,5,0.0,3,50,"GIS problem solving, Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, GIS application, AI technique, scenario planning, workflow management system, naïve Bayes classifier, decision support, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, artificial intelligence approach, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, artificial intelligence, KNN algorithm",37.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, human planning, urban environment, urban development, urban growth, urban design, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",8.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, fuzzy expert system"
#3,9,6,0.0,3,50,"GIS problem solving, Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, GIS application, AI technique, scenario planning, workflow management system, naïve Bayes classifier, decision support, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, artificial intelligence approach, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, artificial intelligence, KNN algorithm",37.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, human planning, urban environment, urban development, urban growth, urban design, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",8.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, fuzzy expert system"
#3,9,7,0.0,3,50,"GIS problem solving, Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, GIS application, AI technique, scenario planning, workflow management system, naïve Bayes classifier, decision support, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, artificial intelligence approach, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, artificial intelligence, KNN algorithm",37.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, human planning, urban environment, urban development, urban growth, urban design, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",8.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, fuzzy expert system"
#3,9,8,0.0,3,50,"GIS problem solving, Maharashtra government, Maharashtra government doe, integrated tourism planning, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, GIS application, AI technique, scenario planning, workflow management system, naïve Bayes classifier, decision support, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, artificial intelligence approach, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, artificial intelligence, KNN algorithm",37.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, human planning, urban environment, urban development, urban growth, urban design, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization, planning",8.0,"expert system approach, expert system, intelligent decision support, use expert system, intelligent information system, decision support system, intelligent decision making, fuzzy expert system"
#3,9,9,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,10,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,11,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,12,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,13,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,14,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,15,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,20,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,25,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,9,30,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,10,5,0.0,3,54,"automated urban layout, GIS problem solving, Maharashtra government, Maharashtra government doe, integrated tourism planning, intelligent decision support, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, scenario planning, workflow management system, naïve Bayes classifier, decision support, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, artificial intelligence approach, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, artificial intelligence, planning, KNN algorithm",34.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, urban environment, urban development, urban growth, urban design, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization",7.0,"expert system approach, expert system, use expert system, intelligent information system, decision support system, intelligent decision making, fuzzy expert system"
#3,10,6,0.0,3,54,"automated urban layout, GIS problem solving, Maharashtra government, Maharashtra government doe, integrated tourism planning, intelligent decision support, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, scenario planning, workflow management system, naïve Bayes classifier, decision support, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, artificial intelligence approach, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, artificial intelligence, planning, KNN algorithm",34.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, urban environment, urban development, urban growth, urban design, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization",7.0,"expert system approach, expert system, use expert system, intelligent information system, decision support system, intelligent decision making, fuzzy expert system"
#3,10,7,0.0,3,54,"automated urban layout, GIS problem solving, Maharashtra government, Maharashtra government doe, integrated tourism planning, intelligent decision support, tourism planning, GIS problem, land dynamic modeling, domain ontology, automatic simulation model, integrated tourism, land dynamic modelling, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, scenario planning, workflow management system, naïve Bayes classifier, decision support, cellular automata, semantic web, Many GIS application, simulation model, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, crime data, traditional scenario planning, information system, land dynamic, material modeling operation, similarity information maintenance, use expert, big data intelligence, artificial intelligence approach, central government, development plan, collusion occurrence, neural network, expert, geospatial data, collusion occurrence probability, construction sector, expertise, artificial intelligence, planning, KNN algorithm",34.0,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, urban information system, Urban land use, urban planning management, urban planning reform, urban planning field, urban planning problem, urban plan, urban dynamic process, urban system, planning theory, land use planning, effective urban planning, urban planning, urban environment, urban development, urban growth, urban design, urban land, urban planner, spatial planning, urbanization process, urban phenomenon, planning reform, planning problem, urban change, urban data, urbanization",7.0,"expert system approach, expert system, use expert system, intelligent information system, decision support system, intelligent decision making, fuzzy expert system"
#3,10,8,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
#3,10,9,0.0,1,95,"urban regeneration layout, AI approach urban, intelligence urban model, evolutionary urban layout, urban layout generation, urban regeneration planning, urban land dynamic, automated urban layout, GIS problem solving, Maharashtra government, urban information system, expert system approach, Urban land use, Maharashtra government doe, expert system, urban planning management, integrated tourism planning, intelligent decision support, use expert system, urban planning reform, urban planning field, tourism planning, urban planning problem, urban plan, urban dynamic process, intelligent information system, GIS problem, urban system, land dynamic modeling, domain ontology, planning theory, land use planning, automatic simulation model, effective urban planning, integrated tourism, land dynamic modelling, urban planning, crime forecasting, simulation model generation, ontology, GIS application, human planning, AI technique, decision support system, scenario planning, intelligent decision making, workflow management system, naïve Bayes classifier, decision support, urban environment, cellular automata, semantic web, fuzzy expert system, Many GIS application, simulation model, urban development, urban growth, urban design, computer simulation, land management, workflow management, artificial neural network, different human planning, GIS application need, urban land, crime data, traditional scenario planning, urban planner, information system, land dynamic, spatial planning, material modeling operation, similarity information maintenance, use expert, big data intelligence, urbanization process, urban phenomenon, planning reform, artificial intelligence approach, central government, development plan, planning problem, collusion occurrence, neural network, urban change, expert, urban data, geospatial data, collusion occurrence probability, construction sector, urbanization, expertise, artificial intelligence, planning, KNN algorithm",,,,
