Cluster,DocId,Text,x,y
7,224,dynamic feature optimization with eri big data for traffic flow prediction accurate traffic flow prediction is an important basis of intelligent transportation systems its such as transportation operations and urban planning applications however due to the lack of complete directly measured data on urban traffic flow existing studies can not adequately mine the dynamic correlations characterizing traffic flows in urban road networks electronic registration identification eri which is an emerging technology for uniquely identifying a vehicle can help collect the travel records of all vehicles this inspires us to employ eri big data for traffic flow prediction in this paper we propose a dynamic feature optimization method with eri big data for traffic flow prediction based on a regression tree called firstly the framework of is built secondly we analyze the dynamic correlations among the current prediction point and upstream correlative points using the pearson correlation coefficient pcc thirdly to eliminate the linear correlations among features we exploit principal component analysis pca to optimize the original training data and obtain optimized training data in the experiment eri big data from chongqing are employed for the proposed method compared with arima and the results demonstrate that can provide timely and adaptive prediction even in rush hour when traffic conditions change rapidly furthermore compared with and the results show that the proposed method is more accurate,3.35,3.45
9,225,deep neural network analyses of water quality time series associated with water sensitive urban design wsud features the abilities of long memory lstm gated recurrent units gru fuzzy inference system anfis artificial neural networks ann and group method of data handling gmdh in predicting water quality time series associated with a cleansing biotope were evaluated we examined continuous monitoring time series of turbidity and specific conductivity using ysi exo datasondes at the inlet and outlet based on root mean square errors mean absolute percentage errors mean absolute errors correlation coefficients and theil s u the gru generally was the most efficient model in predicting the outlet water quality ai models should find increasing implementation the area of smart environment ways forward for enhancing ai model performance were suggested to better consider data periodicity and explore a transfer function approach in which the water quality timeseries of one parameter is forecast based on an ensemble of other parameters,8.38,2.37
14,226,the big picture of cities analysing flickr photos of cities worldwide the purpose of the current research is to introduce a new method involving machine learning that can identify and analyse the city image dimensions cids of cities worldwide unlike traditional methods this new method can rapidly identify city image dimensions from large sets of photos in an efficient and scalable manner which could help city managers more effectively plan city branding strategies and city development policies label detection with google cloud vision and dimension identification or topic extraction with latent dirichlet allocation lda modelling were used to analyse photos of cities worldwide from theoretically this study reinforces the existing literature using big data presents alternative ways to identify cids and illustrates diversity within the image dimensions,5.15,1.05
13,227,population spatialization in beijing city based on machine learning and multisource remote sensing data remote sensing data have been widely used in research on population spatialization previous studies have generally divided study areas into several with similar features by artificial or clustering algorithms and then developed models for these separately using statistical methods these approaches have drawbacks due to their subjectivity and uncertainty in this paper we present a study of population spatialization in beijing city china based on multisource remote sensing data and population census data six predictive algorithms were compared for estimating population using the spatial variables derived from the national visible infrared imaging radiometer suite light and other remote sensing data random forest achieved the highest accuracy and therefore was employed for population spatialization feature selection was performed to determine the optimal variable combinations for population modeling by random forest results indicated that the developed model achieved a mean absolute error mae of and a of the gridded population density in beijing at a spatial resolution of m produced by the random forest model was also adjusted to be consistent with the census population at the town scale by comparison with google earth images the population was qualitatively validated at the scale validation results indicated that remotely sensed results can effectively depict the spatial distribution of population within districts this study provides a valuable reference for urban planning public health and disaster prevention in beijing and a reference for population mapping in other cities,7.94,1.26
9,228,machine and kinematic models for rockfall hazard assessment using lidar data and gis rockfall is one of the most hazardous phenomena in mountainous and hilly regions with high and steep terrain such incidents can cause massive damage to people properties and infrastructure therefore proper rockfall hazard assessment methods are required to save lives and provide a guide for the development of an area the aim of this research is to develop a method for rockfall hazard assessment at two different scales regional and local a airborne laser scanning als technique was utilized to derive an accurate digital terrain model dtm next a terrestrial laser scanner tls was used to capture the topography of the two most critical areas within the study area a staking model based on different classifiers namely logistic regression lr random forest rf artificial neural network ann support vector machine svm and neighbor knn was optimized and employed to determine rockfall probability by utilizing various rockfall conditioning factors a developed rockfall kinematic model was used to obtain rockfall trajectories velocity frequency bouncing height kinetic energy and impact location next a spatial model combined with a fuzzy analytical hierarchy process integrated in the geographic information system gis was developed to assess rockfall hazard in two different areas in ipoh malaysia additionally mitigation processes were suggested and assessed to provide a comprehensive information for urban planning management the results show that the stacking random neighbor model is the best hybrid model compared to other tested models with an accuracy of and based on training validation and datasets respectively the rockfall kinematic model was calibrated with an accuracy of and for the two study areas and subsequently the rockfall trajectories and their characteristics were derived the assessment of the suggested mitigation processes proves that the proposed methods can reduce or eliminate rockfall hazard in these areas according to the results the proposed method can be generalized and applied in other geographical places to provide with a comprehensive rockfall hazard assessment,9.37,1.2
8,229,drone futures uas in landscape and urban design drone futures explores new paradigms in unmanned aircraft systems uas in landscape and urban design uas or drones can be deployed with direct application to the built environment this book explores the myriad of contemporary and future possibilities of the design medium its aesthetic mapping agency ai mobility and contribution to smart cities drones present innovative possibilities operating in a hover space between human scales of landscape observation and light aircraft providing a unique resolution of space this book shows how uas can be utilised to provide new perspectives on spatial layout landscape and urban conditions data capture for construction monitoring and simulation of design proposals author paul cureton examines both the philosophical use of these tools and practical steps for implementation by designers illustrated in full colour throughout drone futures discusses uas and their connectivity to other design technologies and processes including mapping and photogrammetry drone ai and drones for construction and fabrication new mobilities smart cities and city information models cims it is specifically geared towards professionals seeking to understand uas applications and future development and students seeking an understanding of the role of drones and airspace in the built environment and its powerful geographic imaginary with international contributions multidisciplinary sources and case studies drone futures examines new powers of flight for visualising interpreting and presenting landscapes and urban spaces of tomorrow,5.97,4.19
1,230,city brains and smart urbanization regulating sharing economy innovation in china starting from the officially proclaimed readjustment of the people s republic of china s national development road map this article engages in a evaluation of the country s artificial intelligence ai strategy in connection with its smart city initiatives the government s official quest to steer china toward a new mode of urbanization has as this article argues facilitated the rise of the country s sharing economy platform economy with the mushrooming of a private ai economy offering smart solutions to complex urban governance dilemmas to re strengthen control and to cement central authority the chinese government has set out to regulate and standardize this emerging private platform economy also attempting not to interrupt the innovation drive of the chinese ai landscape as such this article argues that these regulation efforts contrary to conventional steering approaches rely on collaboration and network coordination that involves a number of multiple actors operating under the shadow of hierarchy of the central,5.78,3.67
3,231,an urban data framework for assessing equity in cities comparing accessibility to healthcare facilities in cascadia as cities continue to grow worldwide policymakers and urban planners face the dual task of meeting rising demand for essential services while ensuring that benefits accrue to their citizens equitably we propose a framework for assessing inclusivity and equity in cities which leverages open data and machine learning techniques to inform urban infrastructure investment strategies the framework is applied at a regional scale to compare differential access to healthcare facilities public hospitals and clinics via public transit in vancouver seattle and portland we find important distributional impacts on vulnerable populations across the three cities portland displays the highest inequity in hospital and clinic access and vancouver the least owing to vancouver relatively compact geographic area and high population density for seniors over are socially excluded from hospitals and over from clinics in portland compared to and respectively in vancouver in all three cities significantly more residents of neighborhoods are excluded from healthcare compared to their counterparts in neighborhoods this translates into proportionally higher transportation costs for area residents compared with area residents regardless of whether they are socially excluded or not transportation costs are notably high for seniors in seattle and vancouver these findings pose a challenge for inclusive planning since and senior populations may require specialized services and are more reliant on public transportation than the average population our evaluation framework provides a systematic approach for municipalities to account for the distributional effects of transportation and service infrastructure planning to integrate equity into their and to learn from the successes and pitfalls of each other urban policies,5.12,2.18
3,232,topic modeling to discover the thematic structure and patterns of building renovation and adaptive reuse in cities building alteration and redevelopment play a central role in the revitalization of developed cities where the scarcity of available land limits the construction of new buildings the adaptive reuse of existing space reflects the underlying socioeconomic dynamics of the city and can be a leading indicator of economic growth and diversification however the collective understanding of building alteration patterns is constrained by significant barriers to data accessibility and analysis we present a data mining and knowledge discovery process for extracting analyzing and integrating building permit data for more than alteration projects from seven major cities we utilize natural language processing and topic modeling to discover the thematic structure of construction activities from permit descriptions and merge with other urban data to explore the dynamics of urban change the knowledge discovery process proceeds in three steps text mining to identify popular words popularity change and their likelihood topic modeling using latent dirichlet allocation lda and integrating the topic modeling output with building information and ancillary data to discover the spatial temporal and thematic patterns of urban redevelopment and regeneration the results demonstrate a generalizable approach that can be used to analyze unstructured text data extracted from permit records across varying database structures permit typologies and local contexts our machine learning methodology can assist cities to better monitor building alteration activity analyze spatiotemporal patterns of redevelopment and more fully understand the economic social and environmental implications of changes to the urban built environment,4.3,1.41
13,233,night on south korea unraveling the relationship between urban development patterns and lights using artificial light data measured from satellites has the potential to change research methods in geography and urban planning the defense meteorological satellite program optical linescan system light datasets provided consistent and valuable data sources for investigating urbanization processes this study intends to empirically investigate the relationship between lights population and urban development patterns a novel protocol was developed to integrate heterogeneous datasets into a standardized unit of analysis multivariate models were applied to detect correlations within and between provinces in south korea to capture physical variations of urban development four landscape metrics were used and tested in the analyses diminishing returns of lights to population were found in all models in single landscape metric models all coefficients of landscape metrics were positively related to lights in combination models the aggregation index ai was no longer statistically significant the protocol developed in this study provides an effective way to create analytical units for integrating heterogeneous forms of data creating standardized units of analyses will make it possible for researchers to compare their results with other studies landscape metrics used in this study for capturing the composition and configuration of urban development patterns will enrich the discussion in the future,8.84,1.61
12,234,comparison of ann classifier to the system for collusion detection in the tender procedures of road construction sector as the contracts in the road construction sector in poland are usually of extremely high value and financed from the state budget the tender procedures should not allow for the behaviours of tender participants otherwise the clients losses will be of high value too a database comprising hundreds of bidding procedures in the road construction industry in poland has been developed it includes the tender participants the locations of the roads sections bids values the winners and the types of roads every procedure has been evaluated and assigned to the set with a given level of collusion occurrence probability the evaluation has required the analysis and the transformation in the types of behaviours to the parameters of procedures that can be shown as numbers or ranks four criteria of a collusion threatened contracts have been chosen and applied for evaluation then two methods of machine learning were applied the first method was to train an artificial neural network ann to classify the procedures to the aforementioned sets the other method was to utilize artificial neural networks predictive capabilities enriched by the fuzzy sets theory the multiple output from ann was defined as membership function values the use of the fuzzy sets process of to classify the tender procedures to the sets of different level of risk of collusion appearance the results achieved in these two separate processes are compared and discussed the created tool can be applied for the future tender procedures as a of a collusion appearance,6.99,2.59
7,235,learning for solving vehicle routing problem in this study we have developed a method that applies machine learning in combination with an optimization heuristic algorithm such as a genetic algorithm ga for solving the vehicle routing problem vrp further we developed a algorithm for a knowledge learning system the algorithm learns to classify coordinates unlabeled into regions consequently dividing routing calculations into regions clusters provides many benefits over traditional methods and can result in an improvement in routing cost over the traditional company method by up to and over the classical ga by up to it is also shown that our proposed method can reduce traveling distance compared to previous methods finally the prediction of future customer regions has an accuracy of up to for the predicted unlabeled customer coordinates this study can contribute toward creation of more efficient and environmentally friendly urban freight transportation systems,3.98,3.39
0,236,satellite image spoofing creating remote sensing dataset with generative adversarial networks the rise of artificial intelligence ai has brought up both opportunities and challenges for today evolving giscience its ability in image classification object detection and feature extraction has been frequently praised however it may also apply for falsifying geospatial data to demonstrate the thrilling power of ai this research explored the potentials of deep learning algorithms in capturing geographic features and creating fake satellite images according to the learned specifically generative adversarial networks gans is used to capture geographic features of a certain place from a group of web maps and satellite images and transfer the features to another place corvallis is selected as the study area and fake datasets with style from three big cities new york city seattle and beijing are generated through cyclegan the empirical results show that gans can a certain of place and further apply that to another place with this paper we would like to raise both public and giscientists awareness in the potential occurrence of fake satellite images and its impacts on various geospatial applications such as environmental monitoring urban planning and land use development,6.53,0.03
0,237,filtering of noisy labels for automatic basemap updating from uav data unmanned aerial vehicles uavs have the potential to obtain aerial imagery at frequent intervals making them a valuable tool for urban planners who require basemaps supervised classification methods can be exploited to translate the uav data into such basemaps however these methods require labeled training samples the collection of which may be complex and time consuming existing spatial datasets can be exploited to provide the training labels but these often contain errors due to differences in the date or resolution of the dataset from which these outdated labels were obtained in this paper we propose an approach for updating basemaps using global and local contextual cues to automatically remove unreliable samples from the training set and thereby improve the classification accuracy using uav datasets over kigali rwanda and dar es salaam tanzania we demonstrate how the amount of mislabeled training samples can be reduced by and respectively leading to a classification accuracy of in kigali and in dar es salaam to achieve the same accuracy in dar es salaam between and manually labeled image segments would be needed this demonstrates that the proposed approach of using outdated spatial data to provide labels and iteratively removing unreliable samples is a viable method for obtaining high classification accuracies while reducing the costly step of acquiring labeled training samples,8.69,-0.2
6,238,deep methods to evaluate urban valuation through street scenes perception social data from city level provides unprecedented opportunities to identify urban attributes from various angles citizens are likely to evaluate the quality of the neighborhood and make important decisions by their perceptions and the feedback from the environment in this paper we studied the correlation between the neighborhood environment with their properties values and land values it is profitable to train the algorithm by parallel deep convolutional neural networks on the visual urban scenes data associated with quantitative urban characteristics in the same views the result of our approach defines a scenarized profile from details to traits the main contribution of this work is providing a unique and more accurate perspective to urban valuation estimations by integrating the scattered sources of pieces of information and implanting into the available images this urban evaluation approach will be more which can be extended to help urban planners and citizens to explore the significant impacts on city decision optimization or spatial issues like decreasing the cost of properties assessment,6.09,0.38
7,239,inference of vehicular traffic in smart cities using machine learning with the internet of things a rapidly increasing world population is not only directly related with increased urban mobility but also traffic delays losses in fuel air and noise pollution as well as physiological and psychological problems in the population traffic control has been shown to be a means of maintaining road serviceability with a key input being traffic inference the harvesting of sufficiently large data sets for traffic inference has thus far been a challenge examined by the scientific community a modelling interactive design approach to the harvesting and preprocessing of vehicular data can be used to bridge the gap for traffic control to be autonomously implementable in an urban context with this consideration this paper explores the implementation of an internet of things multiagent system in a network and equipped with sensors distributed along the roadway to collect and share this vehicular data among its nodes and then process the data using a machine learning algorithm for learning and subsequent inference of vehicular types an interactive design approach is used in the creation of a reduced model of knowledge from each node s bulk harvested data which is then easily stored or deployed and which also facilitates of data considering the smart city as a product the interactive approach to product engineering permits the implementation of these mathematical models as part of an interactive traffic control system to ensure the city s adaptability to the needs of its inhabitants in this paper we present the analysis of the trivial case of the detection of presence and absence of a class a type vehicle in the introductory section we examine the problem of transportation in urban expansion in section two we examine the solution provided by the smart cities with respect to transport services further problems which appear within these transport services and their respective solutions in machine learning and the internet of things are discussed in this section on these disruptive technologies section three examines the bibliography for successes achieved with similar research and also demonstrates the basis for classification by support vector machines sections four to six explain how the experiment is set up to test the hypothesis that over accuracy in vehicular detection can be achieved with the proposed system when with the actual acoustic magnetic and video presence and absence of a test vehicle,3.98,3.88
12,240,an information system for judicial and public administration using artificial intelligence and geospatial data the adoption of information technology in judicial and public administration has become a major need nowadays with the rapid growth of information regarding managerial issues this paper presents an advanced methodology developed by using information and communication technologies ict and artificial intelligence to support decision making in public and judicial administration a prototype management information system for public administration mispa was developed to provide a computerized way of managing geospatial urban environmental and crime data of an urban area this system was developed by using several programming languages a database management system dbms and other technologies and programming tools the proposed system was developed aiming at the systemization and modernization of public judicial and police authorities that are associated with issues that have to be dealt by studying urban data regarding crime and environmental data and supports decision making based on crime forecasting,6.65,2.96
0,241,urban areas extraction from multi sensor data based on machine learning and data fusion accurate urban areas information is important for a variety of applications especially city planning and natural disaster prediction and management in recent years extraction of urban structures from remotely sensed images has been extensively explored the key advantages of this imaging modality are reduction of surveying expense and time it also elevates restrictions on ground surveys thus far much research typically extracts these structures from very high resolution satellite imagery which are unfortunately of relatively poor spectral resolution resulting in good precision yet moderate accuracy therefore this paper investigates extraction of buildings from middle and high resolution satellite images by using spectral indices normalized difference building index ndbi normalized difference vegetation index ndvi soil adjustment vegetation index savi modified normalized difference index mndwi and global environment monitoring index gemi by means of various machine learning methods artificial neural network ann neighbor knn and support vector machine svm and data fusion majority voting herein empirical results suggested that suitable learning methods for urban areas extraction are in preferring order data fusion svm knn and ann their accuracies were and respectively,7.91,-0.22
7,242,people counting with image retrieval using compressed sensing the estimation of the number of people present in an image has many applications such as intelligent transportation urban planning and crowd surveillance rather than conventional counting by detection or methods we propose an image retrieval approach which uses an image descriptor to estimate the people count we review the performance of several image descriptors in addition we propose a straightforward global image descriptor for image retrieval based on compressed sensing theory extensive evaluations on existing crowd analysis benchmark datasets demonstrate the effectiveness of our image approach compared to people counting methods,3.44,3.84
12,243,selecting artificial intelligence urban models using waves of complexity urban land use change is a complex and dynamic process it is therefore important to understand the complexity involved with system dynamics and choose appropriate modelling approaches for this purpose this paper firstly reviews how artificial intelligence ai approaches provide solutions to aid urban land dynamics modelling the three dimensions that are considered pivotal for the understanding of urban dynamic processes urban land dynamics planning support and ai infrastructure are defined once these three dimensions are clarified it is possible to propose the different solution spaces provided by ai approaches using a graphic representation of a cube and its associated mathematical formulation it is therefore possible to understand and define the best data model to represent the complexity of different phenomena in urban systems,7.41,2.73
2,244,accuracy comparison of land cover mapping using the image classification with machine learning algorithms land cover mapping provides basic information for advanced science such as ecological management biodiversity conservation forest planning and so on in remote sensing research the process of creating an accurate land cover map is an important subject recently there has been growing research interest in the image classification techniques the image classification consists of multidimensional features including object features and thus requires image classification approaches for example a linear model such as the maximum likelihood method of classification can not characterize the patterns or relations of data in image classification data mining and ensemble learning have been shown to increase accuracy and flexibility this study examined the use of the image classification by the multiple machine learning algorithms for land cover mapping we applied four classifiers classification and regression tree cart decision tree with boosting decision tree with bagging and random forest the study area was sado island in niigata prefecture japan imagery june was used and classified into the following eight classes deciduous forest japanese cedar japanese red pine bamboo forest paddy field urban area road and bare land we prepared four data sets with the object based features including textural information the number of features is increased from data set i through iv as the result cart was unsuitable for classification random forest and decision tree with boosting showed high classification accuracies furthermore in the data set with the limited features decision tree with boosting was the accurate classifier finally we propose two machine learning algorithms to every datasets random forest is effective in the case of the image classification such as data set ii iii and iv decision tree with boosting is effective in the case of the image classification with the limited features such as data set i,8.77,0.36
14,245,comparison of machine learning techniques for the automatic recognition of soundscapes rather than recognising single environmental sound sources research on soundscape recognition aims at identifying general unstructured auditory scenes composed of multiple simultaneous sound sources nowadays soundscape recognition has multiple applications such as i contextawareness for mobile robots and portable devices so as to provide information about the surrounding acoustic environment enabling the automatic reaction of the device without human intervention ii background noise identification for speech recognition systems so as to improve the robustness of such systems by facilitating their adaptability to any indoor or outdoor environment iii support tool in urban planning and noise annoyance assessment in this paper pattern recognition techniques specially designed to automatically recognise soundscapes are implemented specifically the study focuses on finding the most appropriated learning paradigm a set of machine learning techniques commonly employed in similar sound recognition tasks are considered decision trees neighbours algorithm gaussian mixture models and neural networks extensive experiments are carried out so as to empirically test and compare the performance attained by the different learning techniques the experiments are performed employing an audio data corpus composed of different soundscenes such as park traffic street restaurant or stadium,5.88,0.76
9,246,predicting stream water quality under different urban development pattern scenarios with an interpretable machine learning approach urban development pattern significantly impacts stream water quality by influencing pollutant generation and processes it is thus necessary to understand and predict stream water quality in accordance with different urban development patterns to effectively advise urban growth planning and policies to do so we collected pollutant concentration data on nitrate total phosphate tp and escherichia coli coli from sampling stations in the texas gulf region we utilized a random forest rf machine learning model to predict stream water quality under four planning scenarios with different urban densities and configurations shapley additive explanations shap was used to prove the importance of urban development pattern in influencing stream water quality the spatial variations of the impact of these patterns were explored with geographically weighted regression gwr shap results indicated that largest patch index lpi patch cohesion index cohesion splitting index split and landscape division index division were the most important urban development pattern metrics affecting stream water quality the spatial variations of such patterns were shown to impact stream water quality depending on pollutants seasonality climate and urbanization level rf prediction results suggested that high density aggregated development was more effective in reducing tp and concentrations than the current sprawl development but had the potential risk of increasing coli pollution in the wet season the results of this study provide empirical evidence and a potential mechanistic explanation that stream water quality degradation is a consequence of urban sprawl lastly machine learning is a powerful tool for scenario prediction in land use planning to forecast environmental impacts under different urban development pattern scenarios,8.27,2.21
11,247,a framework to simplify social media big data for sustainable urban planning and management over the last decade of big data has been generated by people living in urban areas with the advent of internet of things iot and the increased use of the internet social media has become an integral part of people daily lives millions of unstructured data are being sent to the cloud every second providing opinions practically on any discourse this makes microblogs such as twitter instagram wechat and facebook smart instruments for urban planners to harvest big data on socioeconomics urban dynamics transportation land uses resilience etc this study proposed a framework for social media big data mining and data analytics using twitter it demonstrated the functionalities of the framework on a case study using natural language processing and machine learning techniques like latent dirichlet allocation and vader sentiment analysis to mine clean process and validate the data the validated results from the case study showed high accuracy that social media big data can be used to study the spatiotemporal dynamism of community challenges,5.31,2.73
0,248,deep semantic segmentation in building extraction from images of uav photogrammetry building information is an essential part of geographic information system gis applications in urban planning and management however it changes rapidly with economic growth unmanned aerial vehicles uav photogrammetry works well in this situation with its advantages of quick and data updating in this paper in order to improve building extraction accuracy in complex areas where buildings are characterized by various patterns complex structures and unique styles we present a framework which applies deep learning dl semantic segmentation to uav images with digital surface model dsm and difference vegetation index vdvi the results show that extraction accuracy improves the combination of red green blue rgb and vdvi bands rgbvi can effectively distinguish the building area and vegetation the application of rgb with dsm bands rgbd helps separate buildings from ground objects the combination of rgb dsm and vdvi bands rgbdvi can identify small buildings which are usually not high and covered partly by tree branches the proposed method is further applied to an open standard dataset to evaluate its robustness and results indicate an increased overall accuracy from rgb only to rgbd,8.23,-0.99
11,249,a value of civic voices for smart city a big data analysis of civic queries posed by seoul citizens since urban problems are increasingly becoming complex and multifaceted due to the rapid urbanization interest in the development of smart cities as an efficient solution to such problems is growing the significance of smart cities lies in not having technology itself but using technology with a novel approach to solve urban problems enhance the quality of life for urban residents and optimize government performance such an approach includes scientifically processing civic query including complaints suggestions and inquiry data about a city and planning the city such that its policies reflect its residents voices to ensure throughput this study introduces a novel approach to analyze diverse informal civic query data for a city and plan the city in a way that its residents want by analyzing civic queries accumulated over years from to from the oasis of million imagination which is a civic participation platform of seoul this study aims to contribute to the sustainable development of seoul so that it can plan a and smart city that satisfies the demands of its residents by applying dynamic topic model the authors intend to specify civic demands and forecast the demands of citizens,5.44,3.02
0,250,remote measurement of building usable floor area algorithms fusion rapid changes that are taking place in the urban environment have significant impact on urban growth most cities and urban regions all over the world compete to increase resident and visitor satisfaction the growing requirements and rapidity of introducing new technologies to all aspects of residents lives force cities and urban regions to implement smart cities concepts in their activities real estate is one of the principal anthropogenic components of urban environment thus become a subject of thorough multidisciplinary analysis in the field of data requiring spatial information systems recent advances in information technology combined with the increased availability of imagery from earth observation create an opportunity to use new sources of data that enable to identify monitor and solved many of urban environmental problem the aim of the paper is to elaborate precise complete and detailed property information with the use of remote sensing observations in a suitable numerical algorithm the authors concentrate on providing one of the most important and probably the most lacking feature describing properties building usable floor area bufa the solution is elaborated in the form of an automatic algorithm based on machine learning and computer vision technology related to lidar big data close range images with respect to spatial information systems requirements the obtained results related to bufa estimation in comparison to the results are satisfactory and may increase the reliability of in investment fiscal registration and planning aspects,7.72,-0.22
4,251,a analytical approach to greenway planning integrating urban data with machine learning algorithms urban greenways have been recognized as an important strategy to improve quality in built environments nevertheless current greenway suitability analysis mainly focuses on geographical and natural issues failing to account for urban design factors accordingly this study proposes a approach to planning urban greenway networks using a combination of classical urban design theories urban data and machine learning algorithms maoming city in china was used as a case study per classical urban design theories specifically cervero and ewing variables density diversity design dimensions of destination accessibility and were selected as key factors a series of new urban data including points of interest pois service lbs positioning data and street view images were applied in conjunction with machine learning algorithms and geographical information system gis tools to measure these key factors at a resolution and generate an optimized greenway suitability analysis this analytical approach is an attempt to take concerns into account on a scale regarding greenway network generation it also pushes the methodological boundaries of greenway planning by combining classical urban design thinking with new urban data and new techniques,6.28,1.72
5,252,digital twin system for sustainable evaluation of carbon emissions a case study of jeonju city south korea despite the growing interest in digital twins dts in geospatial technology the scientific literature is still at the early stage and concepts of dts vary in common perspectives the primary goals of dts are to reduce the uncertainty of the physical systems in projects to reduce cost thus this study is aimed at developing a structural schematic of a geographic information system gis dt system and exploring geospatial technologies that can aid in deploying a dt system for a particular for the sustainable evaluation of carbon emissions the schematic includes three major phases data collection and visualization analytics and deployment three steps are designed to propose an optimal strategy to reduce carbon emissions in an urban area in the analytics phase mapping machine learning algorithms and spatial statistics are applied mapping an ideal counterpart to physical assets furthermore not only are gis maps able to analyze geographic data that represent the counterparts of physical assets but can also display and analyze spatial relationships between physical assets in the first step of the analytics phase a gis map spatially represented the most vulnerable area based on the values of carbon emissions computed according to the intergovernmental panel on climate change ipcc guidelines next the radial basis function rbf kernel algorithm a machine learning technique was used to forecast spatial trends of carbon emissions a backpropagation neural network bpnn was used to quantitatively determine which factor was the most influential among the four data sources electricity city gas household waste and vehicle then a hot spot analysis was used to assess where high values of carbon emissions clustered in the study area this study on the development of dts contributes the following first with dts sustainable urban management systems will be improved and new insights developed more publicly ultimately such improvements can reduce the failures of projects associated with urban planning and management second the structural schematic proposed here is a approach consequently its outputs are more reliable and feasible ultimately innovative approaches become available and services are transformed consequently urban planners or policy makers can apply the system to approaches,8.15,3.35
5,253,systematizing and upscaling urban climate change mitigation the question of what cities can contribute to mitigation and adapting to climate change is gaining traction among researchers and policy makers alike however while the field is rich with case studies methods that provide rich data across municipalities and potentially at global scale remain underdeveloped and comparative insights remain scarce here we summarize contributions to the focus issue on and upscaling urban climate solutions also drawing from presentations given at an accompanying conference in we highlight four core areas for systematizing and upscaling urban climate mitigation solutions first with more and better big data and associated machine learning methods there is increasing potential to compare types of cities and leverage collective understanding second while urban climate assessments have mostly emphasized urban planning action as related to both behavioral change and modified social practices relevant to urban space deserve more academic attention and integration across a diverse set of social sciences third climate mitigation would be intangible as a single objective at the urban scale and measures and solutions that coordinate mitigation coherently with adaptation and broader sustainable development goals require explicit conceptualization and systematization forth all insights should come together to develop governance frameworks that translate scientific exercises into concrete realistic and organized action plans on the ground for all cities published by iop publishing ltd,8.32,3.08
